query,ok,key_count,raw_output,attributes_json,norm_attributes_json
Electric Rotary Actuators,True,1,"{operation_type: ""Electric"", ""actuators"": ""Rotary Actuators""}","{""actuators"": ""Rotary Actuators""}","{""actuators"": ""Rotary Actuators""}"
Single Phase Motors,False,0,"{power_source}: ""Single Phase",{},{}
AC Servo Motor,False,0,"{power_source}:{""type"":",{},{}
Unbalance Motors,True,1,"{ ""Attribute"": ""Unbalance Motors""}<end_","{""Attribute"": ""Unbalance Motors""}","{""Attribute"": ""Unbalance Motors""}"
Starters,True,1,"{attribute: ""Starters""}<turn|>","{""attribute"": ""Starters""}",{}
industrial-electric-motor,False,0,{power_source}:industrial-electric,{},{}
siemens motor,False,0,{brand/company}: siemens motor,{},{}
Marsh Actuators,True,1,"{attribute: ""Marsh Actuators""}<turn|><|channel>thought","{""attribute"": ""Marsh Actuators""}",{}
Spindle Motors,True,1,"{key-value attributes: ""Spindle Motors""}","{""key-value attributes"": ""Spindle Motors""}","{""key-value attributes"": ""Spindle Motors""}"
carbon brush size: 08 x 20 x 30mm,True,1,"{attribute: ""carbon brush size:"", ""value"": ""08 x 20 x 30mm""}","{""value"": ""08 x 20 x 30mm""}","{""value"": ""08 x 20 x 30mm""}"
1FK2104-6AF01-1SB0,True,1,"{attribute: ""1FK2104-6AF01-1SB0""}","{""attribute"": ""1FK2104-6AF01-1SB0""}",{}
spal blower motor,True,1,"{feature: ""spal blower"", ""attribute"": ""motor""}<turn|><","{""attribute"": ""motor""}",{}
VDS Automatic Sliding Gate Motor,True,4,"{automatic_sliding_gate: true,motor: true,brand_or_model: ""VDS"",feature: ""Automatic""}","{""automatic_sliding_gate"": ""true"", ""motor"": ""true"", ""brand_or_model"": ""VDS"", ""feature"": ""Automatic""}","{""automatic_sliding_gate"": ""true"", ""part type"": ""true"", ""brand_or_model"": ""VDS"", ""feature"": ""Automatic""}"
BLDC Motor Sa42bld002 - 3000 Rpm 24vdc 52 Watt,True,4,"{   ""Motor Type"": ""BLDC Motor"",   ""Model Number"": ""Sa42bld002 - 3000 Rpm"",   ""Voltage"": ""24vdc"",   ""Power"": ""52 Watt"" </end_of_turn><turn|>","{""Motor Type"": ""BLDC Motor"", ""Model Number"": ""Sa42bld002 - 3000 Rpm"", ""Voltage"": ""24vdc"", ""Power"": ""52 Watt""}","{""Motor Type"": ""BLDC Motor"", ""model number"": ""Sa42bld002 - 3000 Rpm"", ""voltage"": ""24vdc"", ""power"": ""52 Watt""}"
Electric Actuator,True,1,"{attribute: ""Electric Actuator""}","{""attribute"": ""Electric Actuator""}",{}
Hollow Shaft Rotary Encoder :Jencoder,True,2,"{   ""Feature"": ""Hollow Shaft"",   ""Type"": ""Rotary Encoder :Jencoder"" }<turn|><","{""Feature"": ""Hollow Shaft"", ""Type"": ""Rotary Encoder :Jencoder""}","{""feature"": ""Hollow Shaft"", ""Type"": ""Rotary Encoder :Jencoder""}"
75 acrylic square 2 x 2 inch piece Photo print Polaroid Fridge Magnets Neodymium Acrylic,True,7,"{   ""shape"": ""Square"",   ""brand_or_style"": ""Photo print Polaroid Fridge Magnets"",   ""material"": ""Acrylic"",   ""size"": ""2 x 2 inch piece"",   ""value"": ""75"",   ""magnet_type"": ""Neodymium"",   ""acrylic_component"": ""Acrylic"" }","{""shape"": ""Square"", ""brand_or_style"": ""Photo print Polaroid Fridge Magnets"", ""material"": ""Acrylic"", ""size"": ""2 x 2 inch piece"", ""value"": ""75"", ""magnet_type"": ""Neodymium"", ""acrylic_component"": ""Acrylic""}","{""shape"": ""Square"", ""brand_or_style"": ""Photo print Polaroid Fridge Magnets"", ""material"": ""Acrylic"", ""size"": ""2 x 2 inch piece"", ""value"": ""75"", ""magnet_type"": ""Neodymium"", ""acrylic_component"": ""Acrylic""}"
double shaft encoder gear motor,False,0,{attributes}: {,{},{}
960 rpm 1 foot mounted 15 hp three phase electric motor,True,5,"{   ""speed"": ""960 rpm"",   ""power"": ""15 hp"",   ""motor"": ""electric motor"",   ""mounting"": ""mounted"",   ""size"": ""1 foot"" } <","{""speed"": ""960 rpm"", ""power"": ""15 hp"", ""motor"": ""electric motor"", ""mounting"": ""mounted"", ""size"": ""1 foot""}","{""speed"": ""960 rpm"", ""power"": ""15 hp"", ""part type"": ""electric motor"", ""mounting"": ""mounted"", ""size"": ""1 foot""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0 1 kW,True,3,"{   ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0"",   ""power"": ""1 kW"",   ""series"": ""SERVO MOTOR"" }","{""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0"", ""power"": ""1 kW"", ""series"": ""SERVO MOTOR""}","{""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0"", ""power"": ""1 kW"", ""series"": ""SERVO MOTOR""}"
Y07-59d1-17155 Stepper Motor,True,2,"{attribute: ""Stepper Motor"", value: ""Y07-59d1-17155""} <end","{""attribute"": ""Stepper Motor"", ""value"": ""Y07-59d1-17155""}","{""value"": ""Y07-59d1-17155""}"
Schneider Electric BSH0703P11A2A Servo Motor,True,3,"{   ""Motor"": ""Servo Motor"",   ""Brand"": ""Schneider Electric"",   ""Model Number"": ""BSH0703P11A2A"" } <end","{""Motor"": ""Servo Motor"", ""Brand"": ""Schneider Electric"", ""Model Number"": ""BSH0703P11A2A""}","{""part type"": ""Servo Motor"", ""brand"": ""Schneider Electric"", ""model number"": ""BSH0703P11A2A""}"
bldc motor,False,0,{motor_type}:bldc,{},{}
double shaft gear motor,True,2,"{attribute: ""double shaft"", power_source: ""gear motor""}<turn|>","{""attribute"": ""double shaft"", ""power_source"": ""gear motor""}","{""power source"": ""gear motor""}"
ATS22 Softstarter Repair Service,True,3,"{   ""service"": ""Repair Service"",   ""model_number"": ""ATS22"",   ""feature"": ""Softstarter"" } <end","{""service"": ""Repair Service"", ""model_number"": ""ATS22"", ""feature"": ""Softstarter""}","{""service"": ""Repair Service"", ""model name/number"": ""ATS22"", ""feature"": ""Softstarter""}"
ac bus blower motor 24 v spal,True,3,"{   ""power"": ""ac bus blower"",   ""voltage"": ""24 v"",   ""brand_or_part_name"": ""spal"" } <","{""power"": ""ac bus blower"", ""voltage"": ""24 v"", ""brand_or_part_name"": ""spal""}","{""power"": ""ac bus blower"", ""voltage"": ""24 v"", ""brand_or_part_name"": ""spal""}"
dc motor 8 watt,False,0,"{power_consumption}:8 watt,",{},{}
crompton-greaves-industrial-motors,True,1,"{brand_or_type: ""crompton-greaves-industrial-motors""}<turn|><|channel>","{""brand_or_type"": ""crompton-greaves-industrial-motors""}","{""brand_or_type"": ""crompton-greaves-industrial-motors""}"
bus  ac dual shaft 1330 RPM BLOWER FAN MOTOR,True,5,"{   ""speed"": ""1330 RPM"",   ""features"": ""ac"",   ""drive"": ""dual shaft"",   ""blower"": ""BLOWER FAN MOTOR"",   ""bus"": ""bus"" }","{""speed"": ""1330 RPM"", ""features"": ""ac"", ""drive"": ""dual shaft"", ""blower"": ""BLOWER FAN MOTOR"", ""bus"": ""bus""}","{""speed"": ""1330 RPM"", ""features"": ""ac"", ""drive"": ""dual shaft"", ""blower"": ""BLOWER FAN MOTOR"", ""bus"": ""bus""}"
air  conditioning dual shaft 1330 RPM BLOWER FAN MOTOR,True,4,"{   ""operation"": ""air conditioning"",   ""speed"": ""1330 RPM"",   ""features"": ""dual shaft"",   ""blower"": ""BLOWER FAN MOTOR"" }","{""operation"": ""air conditioning"", ""speed"": ""1330 RPM"", ""features"": ""dual shaft"", ""blower"": ""BLOWER FAN MOTOR""}","{""operation"": ""air conditioning"", ""speed"": ""1330 RPM"", ""features"": ""dual shaft"", ""blower"": ""BLOWER FAN MOTOR""}"
Siemens Servo Motors,True,1,"{ ""power source"": ""Siemens Servo Motors""}<","{""power source"": ""Siemens Servo Motors""}","{""power source"": ""Siemens Servo Motors""}"
Kitchen Chimney Motor,True,1,"{motor_location: ""Chimney Motor"", ""usage"": ""Kitchen""}","{""usage"": ""Kitchen""}","{""usage"": ""Kitchen""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-0MA0 2.7 kW,True,2,"{   ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-0MA0"",   ""power"": ""2.7 kW"" } <end","{""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-0MA0"", ""power"": ""2.7 kW""}","{""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-0MA0"", ""power"": ""2.7 kW""}"
Slip Ring Motor,True,1,"{attribute: ""Slip Ring Motor""}","{""attribute"": ""Slip Ring Motor""}",{}
Break Motor,True,1,"{attribute: ""Break Motor""}<turn|>","{""attribute"": ""Break Motor""}",{}
3 phase 15hp motor starter,False,0,"{power_source}: ""3 phase",{},{}
DC Carbon,False,0,"{power_source}:DC, Carbon",{},{}
external motor rotor die casting,True,1,"{attribute: ""external motor rotor die casting""} <","{""attribute"": ""external motor rotor die casting""}",{}
c 10 micro 2900 bldc moter,True,3,"{ ""power source"": ""bldc moter"", ""model_number"": ""c 10 micro"", ""speed"": ""2900""}<end_","{""power source"": ""bldc moter"", ""model_number"": ""c 10 micro"", ""speed"": ""2900""}","{""power source"": ""bldc moter"", ""model name/number"": ""c 10 micro"", ""speed"": ""2900""}"
extra power breaker 1 power tool armature,True,2,"{   ""feature"": ""extra power breaker"",   ""attribute"": ""1 power tool armature"" }","{""feature"": ""extra power breaker"", ""attribute"": ""1 power tool armature""}","{""feature"": ""extra power breaker""}"
Gear Motor,False,0,{power_source}:Gear Motor<,{},{}
Liquid Resistance Starter,True,3,"{   ""feature"": ""Resistance"",   ""operation"": ""Starter"",   ""form"": ""Liquid"" }<turn|>","{""feature"": ""Resistance"", ""operation"": ""Starter"", ""form"": ""Liquid""}","{""feature"": ""Resistance"", ""operation"": ""Starter"", ""form"": ""Liquid""}"
a c blower motor spal,False,0,"{brand/seller}: spal, motor",{},{}
1HP Single Phase Godrej Lawkim Foot Mounted,True,4,"{   ""Power"": ""1HP"",   ""Operation"": ""Single Phase"",   ""Brand"": ""Godrej Lawkim"",   ""Mounting"": ""Foot Mounted"" } <","{""Power"": ""1HP"", ""Operation"": ""Single Phase"", ""Brand"": ""Godrej Lawkim"", ""Mounting"": ""Foot Mounted""}","{""power"": ""1HP"", ""operation"": ""Single Phase"", ""brand"": ""Godrej Lawkim"", ""Mounting"": ""Foot Mounted""}"
Automatic Sliding Gate Motor,True,1,"{feature: ""Automatic Sliding Gate"", ""power_source"": ""Motor""}","{""power_source"": ""Motor""}","{""power source"": ""Motor""}"
fcma soft starter,True,2,"{ ""feature"": ""soft starter"", ""model_number"": ""fcma""}<end_","{""feature"": ""soft starter"", ""model_number"": ""fcma""}","{""feature"": ""soft starter"", ""model name/number"": ""fcma""}"
three phase 1 mini dol automatic-switch,True,3,"{ ""power source"": ""three phase"", ""feature"": ""automatic-switch"", ""size"": ""1 mini dol"", ""feature"": ""mini"" }<turn|><|channel>thought","{""power source"": ""three phase"", ""feature"": ""mini"", ""size"": ""1 mini dol""}","{""power source"": ""three phase"", ""feature"": ""mini"", ""size"": ""1 mini dol""}"
push button shutter motor,True,1,"{feature: ""shutter motor"", ""operation"": ""push button""}<turn|>","{""operation"": ""push button""}","{""operation"": ""push button""}"
SIEMENS 1LE7501‑1BB23‑5AA4,True,1,"{ ""model_number"": ""SIEMENS 1LE7501‑1BB23‑5AA4"" }","{""model_number"": ""SIEMENS 1LE7501‑1BB23‑5AA4""}","{""model name/number"": ""SIEMENS 1LE7501‑1BB23‑5AA4""}"
blower-motors,False,0,{power_source:} blower-motors,{},{}
Servo Motor Repairing Service,True,1,"{   ""service"": ""Servo Motor Repairing Service"" }<turn|>","{""service"": ""Servo Motor Repairing Service""}","{""service"": ""Servo Motor Repairing Service""}"
Petrosa Starter medium 200 Grams,True,4,"{product_type: ""Starter"", ""size"": ""medium"", ""brand"": ""Petrosa"", ""weight"": ""200 Grams"", ""material"": ""Pet""}<turn|><|channel>thought","{""size"": ""medium"", ""brand"": ""Petrosa"", ""weight"": ""200 Grams"", ""material"": ""Pet""}","{""size"": ""medium"", ""brand"": ""Petrosa"", ""weight"": ""200 Grams"", ""material"": ""Pet""}"
automatic switch,True,1,"{attribute: ""automatic switch""}<turn|>","{""attribute"": ""automatic switch""}",{}
Telescopic Linear Actuators,True,1,"{attributes: ""Linear Actuators"", ""Telescopic""} <","{""attributes"": ""Linear Actuators""}",{}
speed on  outdoor motar,False,0,"{speed_on}: ""speed on",{},{}
Motor Automatic Switch,True,1,"{attribute: ""Automatic Switch"", ""power_source"": ""Motor""}","{""power_source"": ""Motor""}","{""power source"": ""Motor""}"
speed on outdoor motar,True,1,"{speed_on: ""outdoor"", ""power_source"": ""motar""} <end","{""power_source"": ""motar""}","{""power source"": ""motar""}"
Crompton Greaves Flameproof IE3 Motor,True,3,"{   ""Motor Type"": ""IE3 Motor"",   ""Flameproof"": ""Flameproof"",   ""Brand"": ""Crompton Greaves"" }","{""Motor Type"": ""IE3 Motor"", ""Flameproof"": ""Flameproof"", ""Brand"": ""Crompton Greaves""}","{""Motor Type"": ""IE3 Motor"", ""Flameproof"": ""Flameproof"", ""brand"": ""Crompton Greaves""}"
a c blower motor spal 24v,False,0,"{power_source}: ""a c",{},{}
brake motor,False,0,{power_source_part}:brake,{},{}
star-delta-starter,True,1,"{attribute: ""star-delta-starter""} <","{""attribute"": ""star-delta-starter""}",{}
deep vibrator motor,True,1,"{feature: ""deep vibrator motor""}<turn|><end","{""feature"": ""deep vibrator motor""}","{""feature"": ""deep vibrator motor""}"
Hydromatik Rexroth A2F-12-Wp6 Hydraulic Piston Motor,True,5,"{   ""Model_Number"": ""A2F-12-Wp6"",   ""Brand"": ""Rexroth"",   ""Power_Source"": ""Hydraulic Piston Motor"",   ""Hydraulic_System"": ""Rexroth"",   ""Model_Name"": ""Hydromatik"" } <end","{""Model_Number"": ""A2F-12-Wp6"", ""Brand"": ""Rexroth"", ""Power_Source"": ""Hydraulic Piston Motor"", ""Hydraulic_System"": ""Rexroth"", ""Model_Name"": ""Hydromatik""}","{""Model_Number"": ""A2F-12-Wp6"", ""brand"": ""Rexroth"", ""Power_Source"": ""Hydraulic Piston Motor"", ""Hydraulic_System"": ""Rexroth"", ""Model_Name"": ""Hydromatik""}"
vibrator cover,True,2,"{attribute: ""cover"", function: ""vibrator""}<turn|><end","{""attribute"": ""cover"", ""function"": ""vibrator""}","{""function"": ""vibrator""}"
Rotork Yt 3300 Smart Positioner,True,3,"{   ""Model_Number"": ""Yt 3300"",   ""Smart_Positioner"": ""Smart"",   ""Brand"": ""Rotork"" }","{""Model_Number"": ""Yt 3300"", ""Smart_Positioner"": ""Smart"", ""Brand"": ""Rotork""}","{""Model_Number"": ""Yt 3300"", ""Smart_Positioner"": ""Smart"", ""brand"": ""Rotork""}"
Concrete Vibrator Motor,True,1,"{attribute: ""Concrete Vibrator"", ""power_source"": ""Motor""}","{""power_source"": ""Motor""}","{""power source"": ""Motor""}"
blower motors in port blair,True,3,"{   ""brand"": ""blair"",   ""power source"": ""motors in port"",   ""feature"": ""blower"" }","{""brand"": ""blair"", ""power source"": ""motors in port"", ""feature"": ""blower""}","{""brand"": ""blair"", ""power source"": ""motors in port"", ""feature"": ""blower""}"
Hydromatik A2F-107 Hydraulic Piston Pump Motor,True,3,"{   ""Model Number"": ""A2F-107"",   ""Hydraulic System"": ""Hydromatik"",   ""Power Source"": ""Hydraulic Piston Pump Motor"" }","{""Model Number"": ""A2F-107"", ""Hydraulic System"": ""Hydromatik"", ""Power Source"": ""Hydraulic Piston Pump Motor""}","{""model number"": ""A2F-107"", ""Hydraulic System"": ""Hydromatik"", ""power source"": ""Hydraulic Piston Pump Motor""}"
"Rexroth A2Fo180, A2Fm180, A2Fo160, A2Fm160 Drive Shaft And Bearing Assembly 50Mm",False,0,"Extracted attributes: - Drive Shaft And Bearing Assembly - Rexroth - Model Numbers: A2Fo180, A2Fm180, A2Fo160, A2Fm160 - Size: 50Mm",{},{}
Brueninghaus Hydromatik Rexroth A2Fm-28/61 Hydraulic Piston Motor,True,3,"{   ""Model Number"": ""A2Fm-28/61"",   ""Brand"": ""Brueninghaus Hydromatik Rexroth"",   ""Power Source"": ""Hydraulic Piston Motor"" } <end","{""Model Number"": ""A2Fm-28/61"", ""Brand"": ""Brueninghaus Hydromatik Rexroth"", ""Power Source"": ""Hydraulic Piston Motor""}","{""model number"": ""A2Fm-28/61"", ""brand"": ""Brueninghaus Hydromatik Rexroth"", ""power source"": ""Hydraulic Piston Motor""}"
parker hydraulic motor,False,0,{brand_or_name:} parker,{},{}
Kirloskar Three Phase Induction Motor,True,1,"{brand_or_model: ""Kirloskar"", ""power_source"": ""Three Phase Induction Motor""}<turn|>","{""power_source"": ""Three Phase Induction Motor""}","{""power source"": ""Three Phase Induction Motor""}"
Three Phase Induction Motor,False,0,"{power_source}: ""Three Phase",{},{}
Hanning Motor for Bentone Burner,True,1,"{   ""Motor"": ""Hanning Motor for Bentone Burner"" } <","{""Motor"": ""Hanning Motor for Bentone Burner""}","{""part type"": ""Hanning Motor for Bentone Burner""}"
hyundai/kia clutch actuator,True,2,"{attribute: ""clutch actuator"", brand: ""hyundai/kia""}","{""attribute"": ""clutch actuator"", ""brand"": ""hyundai/kia""}","{""brand"": ""hyundai/kia""}"
Remi Centrifuge Carbon Brushes,True,2,"{   ""Centrifuge"": ""Remi"",   ""Type"": ""Carbon Brushes"" }","{""Centrifuge"": ""Remi"", ""Type"": ""Carbon Brushes""}","{""Centrifuge"": ""Remi"", ""Type"": ""Carbon Brushes""}"
2hp motor,False,0,{power_source}: 2hp,{},{}
aluminium die cast rotors,True,1,"{material_type: ""aluminium die cast"", ""rotors"": ""rotors""}<turn|><","{""rotors"": ""rotors""}","{""rotors"": ""rotors""}"
bhavani induction motor,True,1,"{brand_or_name: ""bhavani"", ""motor_type"": ""induction motor""}<turn|><end","{""motor_type"": ""induction motor""}","{""motor_type"": ""induction motor""}"
DC Motor,False,0,"{power_source}: ""DC Motor",{},{}
Intermot hydro motors 800cc,True,1,"{motor_type: ""Intermot hydro motors"", ""capacity"": ""800cc""}","{""capacity"": ""800cc""}","{""capacity"": ""800cc""}"
Mobile Starter,True,1,"{attribute: ""Mobile Starter""}","{""attribute"": ""Mobile Starter""}",{}
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0MB0 0.12 kW,True,2,"{   ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0MB0"",   ""power"": ""0.12 kW"" } <","{""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0MB0"", ""power"": ""0.12 kW""}","{""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0MB0"", ""power"": ""0.12 kW""}"
Single Phase Induction Motor,False,0,"{power_source}: ""Single Phase",{},{}
5 watts motor rexnord rec-8313-05-a2,True,3,"{   ""motor power"": ""5 watts"",   ""model_number"": ""rec-8313-05-a2"",   ""brand_or_name"": ""rexnord"" }","{""motor power"": ""5 watts"", ""model_number"": ""rec-8313-05-a2"", ""brand_or_name"": ""rexnord""}","{""motor power"": ""5 watts"", ""model name/number"": ""rec-8313-05-a2"", ""brand_or_name"": ""rexnord""}"
AC Fan Motor,True,1,"{attribute: ""AC Fan Motor""}","{""attribute"": ""AC Fan Motor""}",{}
helical-geared-motor,True,1,"{attribute: ""helical-geared-motor""}","{""attribute"": ""helical-geared-motor""}",{}
three phase electric motor 20 hp 960 rpm,True,2,"{attributes: ""three phase electric motor"", ""speed"": ""960 rpm"", ""power"": ""20 hp""} <","{""speed"": ""960 rpm"", ""power"": ""20 hp""}","{""speed"": ""960 rpm"", ""power"": ""20 hp""}"
three phase electric motor near agra 20 hp 960 rpm,False,0,"{electric_motor_power}:""",{},{}
gsm mobile starter,True,2,"{attribute: ""gsm"", value: ""mobile starter""}","{""attribute"": ""gsm"", ""value"": ""mobile starter""}","{""value"": ""mobile starter""}"
Domestic Appliance Motors,True,1,"{   ""power source"": ""Domestic Appliance Motors"" }<turn|><","{""power source"": ""Domestic Appliance Motors""}","{""power source"": ""Domestic Appliance Motors""}"
schneider soft starter,True,2,"{attribute: ""soft starter"", brand: ""schneider""}<turn|><end","{""attribute"": ""soft starter"", ""brand"": ""schneider""}","{""brand"": ""schneider""}"
Door han,False,0,{door_han_attribute:},{},{}
linear-actuators,False,0,{mechanism}:linear,{},{}
Motor Starter,True,1,"{attribute: ""Motor Starter""}","{""attribute"": ""Motor Starter""}",{}
Three Phase Electric Motor,False,0,"{power_source}: ""Three Phase",{},{}
l t mpower pro mobile motor starter,True,1,"{attributes: ""pro mobile motor starter"", ""l t mpower""}","{""attributes"": ""pro mobile motor starter""}",{}
Kenstar Air Cooler Motor With Pump,True,3,"{   ""Feature"": ""Motor With Pump"",   ""Brand"": ""Kenstar"",   ""Product"": ""Air Cooler"" }","{""Feature"": ""Motor With Pump"", ""Brand"": ""Kenstar"", ""Product"": ""Air Cooler""}","{""feature"": ""Motor With Pump"", ""brand"": ""Kenstar"", ""product"": ""Air Cooler""}"
Three Phase Motor,False,0,"{power_source}: ""Three Phase",{},{}
Pneumatic Actuators,False,0,"{actuators}: ""Pneum",{},{}
Crane Duty Geared Motor With Brake,True,2,"{   ""Feature"": ""Crane Duty"",   ""Drive"": ""Geared Motor With Brake"" }","{""Feature"": ""Crane Duty"", ""Drive"": ""Geared Motor With Brake""}","{""feature"": ""Crane Duty"", ""Drive"": ""Geared Motor With Brake""}"
1000 n (100 kg) 1 100 mm 24 v telescopic linear actuators,True,5,"{   ""power"": ""1000 n (100 kg)"",   ""voltage"": ""24 v"",   ""actuators"": ""telescopic linear actuators"",   ""size"": ""100 mm"",   ""quantity"": ""1"" } <","{""power"": ""1000 n (100 kg)"", ""voltage"": ""24 v"", ""actuators"": ""telescopic linear actuators"", ""size"": ""100 mm"", ""quantity"": ""1""}","{""power"": ""1000 n (100 kg)"", ""voltage"": ""24 v"", ""actuators"": ""telescopic linear actuators"", ""size"": ""100 mm"", ""quantity"": ""1""}"
Pneumatic Rotary Actuators,True,1,"{attributes: ""Pneumatic Rotary Actuators""}","{""attributes"": ""Pneumatic Rotary Actuators""}",{}
Petrosa Starter medium,True,2,"{product_type: ""Starter"", ""size"": ""medium"", ""brand"": ""Petrosa""} <end","{""size"": ""medium"", ""brand"": ""Petrosa""}","{""size"": ""medium"", ""brand"": ""Petrosa""}"
Pneumatic Rotary Actuator,False,0,"{actuator_type}: ""Rot",{},{}
Shade Pole Rexnord c Frame Motor Rec-6110-A2,True,5,"{   ""Frame"": ""c Frame"",   ""Rexnord"": ""Pole Rexnord"",   ""Motor"": ""Motor"",   ""Shade"": ""Shade"",   ""Model Number"": ""Rec-6110-A2"" } <","{""Frame"": ""c Frame"", ""Rexnord"": ""Pole Rexnord"", ""Motor"": ""Motor"", ""Shade"": ""Shade"", ""Model Number"": ""Rec-6110-A2""}","{""Frame"": ""c Frame"", ""Rexnord"": ""Pole Rexnord"", ""part type"": ""Motor"", ""Shade"": ""Shade"", ""model number"": ""Rec-6110-A2""}"
dc motor bush,False,0,"{motor_type}:dc motor,",{},{}
crompton motors 20 hp 3 phase 960 rpm,False,0,"{power_source}: ""3 phase",{},{}
geared motors,False,0,{power_source}:geared motors,{},{}
ball screw or belt driven actuator,True,1,"{attribute: ""ball screw or belt driven actuator""}<turn|>","{""attribute"": ""ball screw or belt driven actuator""}",{}
Die Cast Rotors,True,1,"{attribute: ""Die Cast"", ""Partitive"": ""Rotors""}","{""Partitive"": ""Rotors""}","{""Partitive"": ""Rotors""}"
Crompton Greaves Motor,True,1,"{brand_or_type: ""Crompton Greaves"", ""power_source"": ""Motor""}<turn|><","{""power_source"": ""Motor""}","{""power source"": ""Motor""}"
automation switches,True,1,"{attributes: ""automation switches""}","{""attributes"": ""automation switches""}",{}
क्लीनर प्रोडक्ट के लिए केमिकल कहां मिलता है,True,4,"{""product_type"": ""प्रोडक्ट के लिए"", ""service"": ""क्लीनर"", ""availability"": ""कहां मिलता है"", ""service_type"": ""के लिए केमिकल""} <end","{""product_type"": ""प्रोडक्ट के लिए"", ""service"": ""क्लीनर"", ""availability"": ""कहां मिलता है"", ""service_type"": ""के लिए केमिकल""}","{""product_type"": ""प्रोडक्ट के लिए"", ""service"": ""क्लीनर"", ""availability"": ""कहां मिलता है"", ""service_type"": ""के लिए केमिकल""}"
Aluminium Bell Housing,True,1,"{material_attribute:Bell Housing,Aluminium}","{""material_attribute"": ""Bell Housing""}","{""material_attribute"": ""Bell Housing""}"
crompton motors 20 hp 3 phase near khair 960 rpm,True,4,"{   ""brand"": ""crompton motors"",   ""power"": ""20 hp"",   ""operation"": ""3 phase"",   ""speed"": ""near khair 960 rpm"" }","{""brand"": ""crompton motors"", ""power"": ""20 hp"", ""operation"": ""3 phase"", ""speed"": ""near khair 960 rpm""}","{""brand"": ""crompton motors"", ""power"": ""20 hp"", ""operation"": ""3 phase"", ""speed"": ""near khair 960 rpm""}"
SIEMENS 1FL6064-1AC61-2LA1 SIMOTICS S-1FL6-1FL6 Operating voltage 3AC 400 V,True,4,"{   ""SIEMENS"": ""SIEMENS"",   ""MODEL_NUMBER"": ""1FL6064-1AC61-2LA1"",   ""SIMOTICS"": ""S-1FL6-1FL6"",   ""OPERATING_VOLTAGE"": ""3AC 400 V"" }","{""SIEMENS"": ""SIEMENS"", ""MODEL_NUMBER"": ""1FL6064-1AC61-2LA1"", ""SIMOTICS"": ""S-1FL6-1FL6"", ""OPERATING_VOLTAGE"": ""3AC 400 V""}","{""SIEMENS"": ""SIEMENS"", ""MODEL_NUMBER"": ""1FL6064-1AC61-2LA1"", ""SIMOTICS"": ""S-1FL6-1FL6"", ""OPERATING_VOLTAGE"": ""3AC 400 V""}"
Danfoss/Eaton Char-Lynn 2000 series,True,3,"{   ""series"": ""2000 series"",   ""brand"": ""Char-Lynn"",   ""power_source"": ""Danfoss/Eaton"" }","{""series"": ""2000 series"", ""brand"": ""Char-Lynn"", ""power_source"": ""Danfoss/Eaton""}","{""series"": ""2000 series"", ""brand"": ""Char-Lynn"", ""power source"": ""Danfoss/Eaton""}"
crompton greaves motors 20 hp 3 phase,True,4,"{   ""power"": ""20 hp"",   ""brand"": ""crompton greaves"",   ""phase"": ""3 phase"",   ""type"": ""motors"" } <end","{""power"": ""20 hp"", ""brand"": ""crompton greaves"", ""phase"": ""3 phase"", ""type"": ""motors""}","{""power"": ""20 hp"", ""brand"": ""crompton greaves"", ""phase"": ""3 phase"", ""type"": ""motors""}"
Landt Motor Starter Mk1 Direct On Line (dol) (mk1 Dol 9-14 A.),True,2,"{   ""Model Name/Number"": ""Mk1 Direct On Line (dol) (mk1 Dol 9-14 A.)"",   ""Power Source"": ""Landt Motor Starter"" }","{""Model Name/Number"": ""Mk1 Direct On Line (dol) (mk1 Dol 9-14 A.)"", ""Power Source"": ""Landt Motor Starter""}","{""model name/number"": ""Mk1 Direct On Line (dol) (mk1 Dol 9-14 A.)"", ""power source"": ""Landt Motor Starter""}"
fdhhdfh,True,1,"{""attribute"": ""fdhhdfh""}<turn|><end","{""attribute"": ""fdhhdfh""}",{}
