query,ok,key_count,raw_output,attributes_json,norm_attributes_json
Schneider Ats48 Soft Starter Repairs,True,4,"{""product_code"": ""Ats48"", ""brand"": ""Schneider"", ""service"": ""Repairs"", ""starter_type"": ""Soft Starter""} </start","{""product_code"": ""Ats48"", ""brand"": ""Schneider"", ""service"": ""Repairs"", ""starter_type"": ""Soft Starter""}","{""model name/number"": ""Ats48"", ""brand"": ""Schneider"", ""service"": ""Repairs"", ""starter_type"": ""Soft Starter""}"
Jencoder Rotory Encoder : Hollow Type,True,2,"{""Encoder Type"": ""Rotory Encoder : Hollow Type"", ""Model Name"": ""Jencoder""}","{""Encoder Type"": ""Rotory Encoder : Hollow Type"", ""Model Name"": ""Jencoder""}","{""Encoder Type"": ""Rotory Encoder : Hollow Type"", ""Model Name"": ""Jencoder""}"
swing starter,True,1,"{""feature"": ""swing starter""}","{""feature"": ""swing starter""}","{""feature"": ""swing starter""}"
Rhino 12V DC 30RPM 70Kgcm IG32 Heavy Duty Planetary Geared Motor,True,5,"{""Weight"": ""70Kgcm"", ""Model"": ""IG32"", ""Motor Type"": ""Heavy Duty Planetary Geared Motor"", ""Speed"": ""30RPM"", ""Voltage"": ""Rhino 12V DC""} </start","{""Weight"": ""70Kgcm"", ""Model"": ""IG32"", ""Motor Type"": ""Heavy Duty Planetary Geared Motor"", ""Speed"": ""30RPM"", ""Voltage"": ""Rhino 12V DC""}","{""weight"": ""70Kgcm"", ""model name/number"": ""IG32"", ""Motor Type"": ""Heavy Duty Planetary Geared Motor"", ""speed"": ""30RPM"", ""voltage"": ""Rhino 12V DC""}"
18 inch g c exhaust fan motor housing,True,2,"{""feature"": ""g c exhaust fan motor housing"", ""size"": ""18 inch""}","{""feature"": ""g c exhaust fan motor housing"", ""size"": ""18 inch""}","{""feature"": ""g c exhaust fan motor housing"", ""size"": ""18 inch""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0,True,2,"{""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0""}","{""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0""}","{""motor_type"": ""SERVO MOTOR"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF01-1SB0""}"
12v bldc,True,2,"{""voltage"": ""12v"", ""motor_type"": ""bldc""} </","{""voltage"": ""12v"", ""motor_type"": ""bldc""}","{""voltage"": ""12v"", ""motor_type"": ""bldc""}"
1 Inch Kit Cooler Motor,True,3,"{""size"": ""1 Inch"", ""kit"": ""Kit"", ""feature"": ""Kit Cooler Motor""} </start","{""size"": ""1 Inch"", ""kit"": ""Kit"", ""feature"": ""Kit Cooler Motor""}","{""size"": ""1 Inch"", ""part type"": ""Kit"", ""feature"": ""Kit Cooler Motor""}"
Jencoder Hollow Shaft Rotary Encoder J-50T,True,3,"{""Encoder Type"": ""Rotary Encoder"", ""Shaft"": ""Hollow Shaft"", ""Model"": ""J-50T"", ""Jencoder""}","{""Encoder Type"": ""Rotary Encoder"", ""Shaft"": ""Hollow Shaft"", ""Model"": ""J-50T""}","{""Encoder Type"": ""Rotary Encoder"", ""Shaft"": ""Hollow Shaft"", ""model name/number"": ""J-50T""}"
110HS20 Two Phase Stepper Motor,True,3,"{""motor_type"": ""Stepper Motor"", ""phase"": ""Two Phase"", ""model_number"": ""110HS20""} </start","{""motor_type"": ""Stepper Motor"", ""phase"": ""Two Phase"", ""model_number"": ""110HS20""}","{""motor_type"": ""Stepper Motor"", ""phase"": ""Two Phase"", ""model name/number"": ""110HS20""}"
Toothed Belt Axis Egc-tb,True,2,"{""belt"": ""Toothed Belt"", ""axis"": ""Egc-tb""} </start","{""belt"": ""Toothed Belt"", ""axis"": ""Egc-tb""}","{""belt"": ""Toothed Belt"", ""axis"": ""Egc-tb""}"
lifting-column-actuator,True,1,"{""mechanism"": ""lifting-column-actuator""}","{""mechanism"": ""lifting-column-actuator""}","{""mechanism"": ""lifting-column-actuator""}"
Electric Rotary Actuators,True,2,"{""actuators"": ""Electric Rotary"", ""type"": ""Key-value attributes from this query:""} </","{""actuators"": ""Electric Rotary"", ""type"": ""Key-value attributes from this query:""}","{""actuators"": ""Electric Rotary"", ""type"": ""Key-value attributes from this query:""}"
Single Phase Motors,True,1,"{""power_source"": ""Single Phase Motors""} </","{""power_source"": ""Single Phase Motors""}","{""power source"": ""Single Phase Motors""}"
AC Servo Motor,True,1,"{""motor_type"": ""AC Servo Motor""} </","{""motor_type"": ""AC Servo Motor""}","{""motor_type"": ""AC Servo Motor""}"
Unbalance Motors,True,1,"{""attribute"": ""Unbalance Motors""}","{""attribute"": ""Unbalance Motors""}",{}
Starters,True,1,"{""feature"": ""Starters""}","{""feature"": ""Starters""}","{""feature"": ""Starters""}"
industrial-electric-motor,True,1,"{""power_source"": ""industrial-electric-motor""}","{""power_source"": ""industrial-electric-motor""}","{""power source"": ""industrial-electric-motor""}"
siemens motor,True,1,"{""motor"": ""siemens motor""}","{""motor"": ""siemens motor""}","{""part type"": ""siemens motor""}"
Marsh Actuators,True,1,"{""actuators"": ""Marsh Actuators""}","{""actuators"": ""Marsh Actuators""}","{""actuators"": ""Marsh Actuators""}"
Spindle Motors,True,1,"{""power_source"": ""Spindle Motors""} </","{""power_source"": ""Spindle Motors""}","{""power source"": ""Spindle Motors""}"
carbon brush size: 08 x 20 x 30mm,True,2,"{""carbon"": ""carbon brush"", ""brush size"": ""08 x 20 x 30mm""}","{""carbon"": ""carbon brush"", ""brush size"": ""08 x 20 x 30mm""}","{""carbon"": ""carbon brush"", ""brush size"": ""08 x 20 x 30mm""}"
1FK2104-6AF01-1SB0,True,1,"{""attribute"": ""1FK2104-6AF01-1SB0""}","{""attribute"": ""1FK2104-6AF01-1SB0""}",{}
spal blower motor,True,2,"{""blower"": ""spal"", ""power source"": ""motor""} </","{""blower"": ""spal"", ""power source"": ""motor""}","{""blower"": ""spal"", ""power source"": ""motor""}"
VDS Automatic Sliding Gate Motor,True,3,"{""gate type"": ""Automatic Sliding Gate"", ""model_number"": ""VDS"", ""power source"": ""Motor""} </start","{""gate type"": ""Automatic Sliding Gate"", ""model_number"": ""VDS"", ""power source"": ""Motor""}","{""gate type"": ""Automatic Sliding Gate"", ""model name/number"": ""VDS"", ""power source"": ""Motor""}"
BLDC Motor Sa42bld002 - 3000 Rpm 24vdc 52 Watt,True,4,"{""motor_type"": ""BLDC Motor"", ""voltage"": ""24vdc"", ""speed"": ""Sa42bld002 - 3000 Rpm"", ""power"": ""52 Watt""}","{""motor_type"": ""BLDC Motor"", ""voltage"": ""24vdc"", ""speed"": ""Sa42bld002 - 3000 Rpm"", ""power"": ""52 Watt""}","{""motor_type"": ""BLDC Motor"", ""voltage"": ""24vdc"", ""speed"": ""Sa42bld002 - 3000 Rpm"", ""power"": ""52 Watt""}"
Electric Actuator,True,1,"{""actuator"": ""Electric Actuator""} </start","{""actuator"": ""Electric Actuator""}","{""part type"": ""Electric Actuator""}"
Hollow Shaft Rotary Encoder :Jencoder,True,2,"{""Shaft Type"": ""Hollow Shaft"", ""Encoder"": ""Rotary Encoder :Jencoder""} </start","{""Shaft Type"": ""Hollow Shaft"", ""Encoder"": ""Rotary Encoder :Jencoder""}","{""Shaft Type"": ""Hollow Shaft"", ""Encoder"": ""Rotary Encoder :Jencoder""}"
75 acrylic square 2 x 2 inch piece Photo print Polaroid Fridge Magnets Neodymium Acrylic,True,6,"{""shape"": ""square"", ""brand"": ""Polaroid"", ""material"": ""Acrylic"", ""magnets"": ""Fridge Magnets"", ""photo print"", ""neodymium"", ""size"": ""2 x 2 inch piece"", ""value"": ""75""} </","{""shape"": ""square"", ""brand"": ""Polaroid"", ""material"": ""Acrylic"", ""magnets"": ""Fridge Magnets"", ""size"": ""2 x 2 inch piece"", ""value"": ""75""}","{""shape"": ""square"", ""brand"": ""Polaroid"", ""material"": ""Acrylic"", ""magnets"": ""Fridge Magnets"", ""size"": ""2 x 2 inch piece"", ""value"": ""75""}"
double shaft encoder gear motor,True,1,"{""key-value attributes"": ""double shaft encoder gear motor""} </start","{""key-value attributes"": ""double shaft encoder gear motor""}","{""key-value attributes"": ""double shaft encoder gear motor""}"
960 rpm 1 foot mounted 15 hp three phase electric motor,True,4,"{""speed"": ""960 rpm"", ""mounting"": ""mounted"", ""power"": ""15 hp three phase electric motor"", ""size"": ""1 foot""} </","{""speed"": ""960 rpm"", ""mounting"": ""mounted"", ""power"": ""15 hp three phase electric motor"", ""size"": ""1 foot""}","{""speed"": ""960 rpm"", ""mounting"": ""mounted"", ""power"": ""15 hp three phase electric motor"", ""size"": ""1 foot""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0 1 kW,True,5,"{""motor_type"": ""SERVO MOTOR"", ""brand"": ""SIEMENS SIMOTICS"", ""model_number"": ""S-1FK2"", ""power"": ""1 kW"", ""part_number"": ""1FK2104-6AF10-0MB0""} </start","{""motor_type"": ""SERVO MOTOR"", ""brand"": ""SIEMENS SIMOTICS"", ""model_number"": ""S-1FK2"", ""power"": ""1 kW"", ""part_number"": ""1FK2104-6AF10-0MB0""}","{""motor_type"": ""SERVO MOTOR"", ""brand"": ""SIEMENS SIMOTICS"", ""model name/number"": ""S-1FK2"", ""power"": ""1 kW""}"
Y07-59d1-17155 Stepper Motor,True,2,"{""attribute"": ""Stepper Motor"", ""query_id"": ""Y07-59d1-17155""}","{""attribute"": ""Stepper Motor"", ""query_id"": ""Y07-59d1-17155""}","{""query_id"": ""Y07-59d1-17155""}"
Schneider Electric BSH0703P11A2A Servo Motor,True,3,"{""motor_type"": ""Servo Motor"", ""brand"": ""Schneider Electric"", ""part_number"": ""BSH0703P11A2A""}","{""motor_type"": ""Servo Motor"", ""brand"": ""Schneider Electric"", ""part_number"": ""BSH0703P11A2A""}","{""motor_type"": ""Servo Motor"", ""brand"": ""Schneider Electric"", ""model name/number"": ""BSH0703P11A2A""}"
bldc motor,True,1,"{""motor_type"": ""bldc motor""}","{""motor_type"": ""bldc motor""}","{""motor_type"": ""bldc motor""}"
double shaft gear motor,True,2,"{""power_source"": ""gear motor"", ""shafts"": ""double shaft""} </start","{""power_source"": ""gear motor"", ""shafts"": ""double shaft""}","{""power source"": ""gear motor"", ""shafts"": ""double shaft""}"
ATS22 Softstarter Repair Service,True,3,"{""service"": ""Repair Service"", ""model_number"": ""ATS22"", ""feature"": ""Softstarter""}","{""service"": ""Repair Service"", ""model_number"": ""ATS22"", ""feature"": ""Softstarter""}","{""service"": ""Repair Service"", ""model name/number"": ""ATS22"", ""feature"": ""Softstarter""}"
ac bus blower motor 24 v spal,True,3,"{""power_source"": ""ac bus blower motor"", ""voltage"": ""24 v"", ""brand"": ""spal""} </","{""power_source"": ""ac bus blower motor"", ""voltage"": ""24 v"", ""brand"": ""spal""}","{""power source"": ""ac bus blower motor"", ""voltage"": ""24 v"", ""brand"": ""spal""}"
dc motor 8 watt,True,2,"{""power"": ""8 watt"", ""motor"": ""dc motor""} </","{""power"": ""8 watt"", ""motor"": ""dc motor""}","{""power"": ""8 watt"", ""part type"": ""dc motor""}"
crompton-greaves-industrial-motors,True,1,"{""brand"": ""crompton-greaves-industrial-motors""} </","{""brand"": ""crompton-greaves-industrial-motors""}","{""brand"": ""crompton-greaves-industrial-motors""}"
bus  ac dual shaft 1330 RPM BLOWER FAN MOTOR,True,4,"{""shafts"": ""dual shaft"", ""speed"": ""1330 RPM"", ""blower fan motor"": ""BLOWER FAN MOTOR"", ""bus"": ""ac""}","{""shafts"": ""dual shaft"", ""speed"": ""1330 RPM"", ""blower fan motor"": ""BLOWER FAN MOTOR"", ""bus"": ""ac""}","{""shafts"": ""dual shaft"", ""speed"": ""1330 RPM"", ""blower fan motor"": ""BLOWER FAN MOTOR"", ""bus"": ""ac""}"
air  conditioning dual shaft 1330 RPM BLOWER FAN MOTOR,True,4,"{""shafts"": ""dual shaft"", ""speed"": ""1330 RPM"", ""blower fan motor"": ""BLOWER FAN MOTOR"", ""air conditioning"": ""air conditioning""} </start","{""shafts"": ""dual shaft"", ""speed"": ""1330 RPM"", ""blower fan motor"": ""BLOWER FAN MOTOR"", ""air conditioning"": ""air conditioning""}","{""shafts"": ""dual shaft"", ""speed"": ""1330 RPM"", ""blower fan motor"": ""BLOWER FAN MOTOR"", ""air conditioning"": ""air conditioning""}"
Siemens Servo Motors,True,1,"{""motors"": ""Siemens Servo Motors""} </start","{""motors"": ""Siemens Servo Motors""}","{""motors"": ""Siemens Servo Motors""}"
Kitchen Chimney Motor,True,3,"{""power_source"": ""Motor"", ""design_feature"": ""Chimney"", ""intended_use"": ""Kitchen""} </start","{""power_source"": ""Motor"", ""design_feature"": ""Chimney"", ""intended_use"": ""Kitchen""}","{""power source"": ""Motor"", ""design_feature"": ""Chimney"", ""intended_use"": ""Kitchen""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-0MA0 2.7 kW,True,3,"{""power_consumption"": ""2.7 kW"", ""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-0MA0""} </","{""power_consumption"": ""2.7 kW"", ""motor_type"": ""SERVO MOTOR"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-0MA0""}","{""power_consumption"": ""2.7 kW"", ""motor_type"": ""SERVO MOTOR"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-0MA0""}"
Slip Ring Motor,True,1,"{""motor_type"": ""Slip Ring Motor""} </","{""motor_type"": ""Slip Ring Motor""}","{""motor_type"": ""Slip Ring Motor""}"
Break Motor,True,2,"{""attribute"": ""Break"", ""power_source"": ""Motor""} </","{""attribute"": ""Break"", ""power_source"": ""Motor""}","{""power source"": ""Motor""}"
3 phase 15hp motor starter,True,2,"{""power"": ""3 phase"", ""motor"": ""15hp motor starter""} </start","{""power"": ""3 phase"", ""motor"": ""15hp motor starter""}","{""power"": ""3 phase"", ""part type"": ""15hp motor starter""}"
DC Carbon,True,2,"{""power_source"": ""DC"", ""carbon"": ""Carbon""} </","{""power_source"": ""DC"", ""carbon"": ""Carbon""}","{""power source"": ""DC"", ""carbon"": ""Carbon""}"
external motor rotor die casting,True,2,"{""type"": ""die casting"", ""motor"": ""external motor rotor""}","{""type"": ""die casting"", ""motor"": ""external motor rotor""}","{""type"": ""die casting"", ""part type"": ""external motor rotor""}"
c 10 micro 2900 bldc moter,True,2,"{""power_source"": ""bldc moter"", ""model_number"": ""c 10 micro 2900""} </start","{""power_source"": ""bldc moter"", ""model_number"": ""c 10 micro 2900""}","{""power source"": ""bldc moter"", ""model name/number"": ""c 10 micro 2900""}"
extra power breaker 1 power tool armature,True,3,"{""attribute"": ""extra power breaker"", ""part"": ""armature"", ""value"": ""1 power tool""}","{""attribute"": ""extra power breaker"", ""part"": ""armature"", ""value"": ""1 power tool""}","{""part"": ""armature"", ""value"": ""1 power tool""}"
Gear Motor,True,1,"{""power_source"": ""Gear Motor""} <end","{""power_source"": ""Gear Motor""}","{""power source"": ""Gear Motor""}"
Liquid Resistance Starter,True,2,"{""feature"": ""Liquid Resistance"", ""type"": ""Starter""} </start","{""feature"": ""Liquid Resistance"", ""type"": ""Starter""}","{""feature"": ""Liquid Resistance"", ""type"": ""Starter""}"
a c blower motor spal,True,2,"{""motor"": ""a c blower motor"", ""brand"": ""spal""}","{""motor"": ""a c blower motor"", ""brand"": ""spal""}","{""part type"": ""a c blower motor"", ""brand"": ""spal""}"
1HP Single Phase Godrej Lawkim Foot Mounted,True,4,"{""power"": ""1HP"", ""phase"": ""Single Phase"", ""mounting"": ""Foot Mounted"", ""brand"": ""Godrej Lawkim""} </","{""power"": ""1HP"", ""phase"": ""Single Phase"", ""mounting"": ""Foot Mounted"", ""brand"": ""Godrej Lawkim""}","{""power"": ""1HP"", ""phase"": ""Single Phase"", ""mounting"": ""Foot Mounted"", ""brand"": ""Godrej Lawkim""}"
Automatic Sliding Gate Motor,True,2,"{""gate type"": ""Automatic Sliding Gate"", ""power source"": ""Motor""}","{""gate type"": ""Automatic Sliding Gate"", ""power source"": ""Motor""}","{""gate type"": ""Automatic Sliding Gate"", ""power source"": ""Motor""}"
fcma soft starter,True,2,"{""starter type"": ""soft starter"", ""model_number"": ""fcma""} </start","{""starter type"": ""soft starter"", ""model_number"": ""fcma""}","{""starter type"": ""soft starter"", ""model name/number"": ""fcma""}"
three phase 1 mini dol automatic-switch,True,3,"{""phase"": ""three phase"", ""attribute"": ""automatic-switch"", ""size"": ""1 mini dol""}","{""phase"": ""three phase"", ""attribute"": ""automatic-switch"", ""size"": ""1 mini dol""}","{""phase"": ""three phase"", ""size"": ""1 mini dol""}"
push button shutter motor,True,2,"{""feature"": ""motor"", ""operation"": ""push button shutter""} </","{""feature"": ""motor"", ""operation"": ""push button shutter""}","{""feature"": ""motor"", ""operation"": ""push button shutter""}"
SIEMENS 1LE7501‑1BB23‑5AA4,True,2,"{""brand"": ""SIEMENS"", ""model_number"": ""1LE7501‑1BB23‑5AA4""} </","{""brand"": ""SIEMENS"", ""model_number"": ""1LE7501‑1BB23‑5AA4""}","{""brand"": ""SIEMENS"", ""model name/number"": ""1LE7501‑1BB23‑5AA4""}"
blower-motors,True,1,"{""power_source"": ""blower-motors""} </","{""power_source"": ""blower-motors""}","{""power source"": ""blower-motors""}"
Servo Motor Repairing Service,True,2,"{""service"": ""Repairing Service"", ""motor"": ""Servo Motor""}","{""service"": ""Repairing Service"", ""motor"": ""Servo Motor""}","{""service"": ""Repairing Service"", ""part type"": ""Servo Motor""}"
Petrosa Starter medium 200 Grams,True,3,"{""petrosa"": ""Starter medium"", ""weight"": ""200 Grams"", ""material"": ""Petrosa""} </start","{""petrosa"": ""Starter medium"", ""weight"": ""200 Grams"", ""material"": ""Petrosa""}","{""petrosa"": ""Starter medium"", ""weight"": ""200 Grams"", ""material"": ""Petrosa""}"
automatic switch,True,1,"{""attribute"": ""automatic switch""}","{""attribute"": ""automatic switch""}",{}
Telescopic Linear Actuators,True,2,"{""actuators"": ""Linear"", ""design"": ""Telescopic""}","{""actuators"": ""Linear"", ""design"": ""Telescopic""}","{""actuators"": ""Linear"", ""design"": ""Telescopic""}"
speed on  outdoor motar,True,3,"{""attribute"": ""speed on"", ""type"": ""outdoor"", ""power_source"": ""motar""} </","{""attribute"": ""speed on"", ""type"": ""outdoor"", ""power_source"": ""motar""}","{""type"": ""outdoor"", ""power source"": ""motar""}"
Motor Automatic Switch,True,2,"{""feature"": ""Automatic Switch"", ""power source"": ""Motor""} </","{""feature"": ""Automatic Switch"", ""power source"": ""Motor""}","{""feature"": ""Automatic Switch"", ""power source"": ""Motor""}"
speed on outdoor motar,True,2,"{""attribute"": ""speed on outdoor"", ""power_source"": ""motar""} </start","{""attribute"": ""speed on outdoor"", ""power_source"": ""motar""}","{""power source"": ""motar""}"
Crompton Greaves Flameproof IE3 Motor,True,3,"{""Flameproof"": ""Flameproof"", ""Motor"": ""IE3 Motor"", ""Brand"": ""Crompton Greaves""} </","{""Flameproof"": ""Flameproof"", ""Motor"": ""IE3 Motor"", ""Brand"": ""Crompton Greaves""}","{""Flameproof"": ""Flameproof"", ""part type"": ""IE3 Motor"", ""brand"": ""Crompton Greaves""}"
a c blower motor spal 24v,True,2,"{""blower type"": ""a c blower motor"", ""model_number"": ""spal 24v""}","{""blower type"": ""a c blower motor"", ""model_number"": ""spal 24v""}","{""blower type"": ""a c blower motor"", ""model name/number"": ""spal 24v""}"
brake motor,True,1,"{""function"": ""brake motor""}","{""function"": ""brake motor""}","{""function"": ""brake motor""}"
star-delta-starter,True,1,"{""starter_type"": ""star-delta-starter""}","{""starter_type"": ""star-delta-starter""}","{""starter_type"": ""star-delta-starter""}"
deep vibrator motor,True,1,"{""feature"": ""deep vibrator motor""} </start","{""feature"": ""deep vibrator motor""}","{""feature"": ""deep vibrator motor""}"
Hydromatik Rexroth A2F-12-Wp6 Hydraulic Piston Motor,True,3,"{""Hydraulic System"": ""Hydraulic Piston Motor"", ""Brand"": ""Rexroth"", ""Model Number"": ""A2F-12-Wp6"", ""Hydraulic System"": ""Hydromatik""} <end","{""Hydraulic System"": ""Hydromatik"", ""Brand"": ""Rexroth"", ""Model Number"": ""A2F-12-Wp6""}","{""Hydraulic System"": ""Hydromatik"", ""brand"": ""Rexroth"", ""model number"": ""A2F-12-Wp6""}"
vibrator cover,True,2,"{""part_name"": ""cover"", ""function"": ""vibrator""}","{""part_name"": ""cover"", ""function"": ""vibrator""}","{""part_name"": ""cover"", ""function"": ""vibrator""}"
Rotork Yt 3300 Smart Positioner,True,3,"{""product_code"": ""Yt 3300"", ""attribute"": ""Smart Positioner"", ""brand"": ""Rotork""} <end","{""product_code"": ""Yt 3300"", ""attribute"": ""Smart Positioner"", ""brand"": ""Rotork""}","{""model name/number"": ""Yt 3300"", ""brand"": ""Rotork""}"
Concrete Vibrator Motor,True,2,"{""feature"": ""Concrete Vibrator"", ""power_source"": ""Motor""}","{""feature"": ""Concrete Vibrator"", ""power_source"": ""Motor""}","{""feature"": ""Concrete Vibrator"", ""power source"": ""Motor""}"
blower motors in port blair,True,4,"{""brand"": ""blair"", ""features"": ""in port"", ""power source"": ""motors"", ""accessory"": ""blower""}","{""brand"": ""blair"", ""features"": ""in port"", ""power source"": ""motors"", ""accessory"": ""blower""}","{""brand"": ""blair"", ""features"": ""in port"", ""power source"": ""motors"", ""accessory"": ""blower""}"
Hydromatik A2F-107 Hydraulic Piston Pump Motor,True,2,"{""Hydraulic System"": ""Piston Pump Motor"", ""Brand/Model"": ""Hydromatik A2F-107""}","{""Hydraulic System"": ""Piston Pump Motor"", ""Brand/Model"": ""Hydromatik A2F-107""}","{""Hydraulic System"": ""Piston Pump Motor"", ""Brand/Model"": ""Hydromatik A2F-107""}"
"Rexroth A2Fo180, A2Fm180, A2Fo160, A2Fm160 Drive Shaft And Bearing Assembly 50Mm",True,3,"{""Drive"": ""Shaft And Bearing Assembly"", ""Model"": ""Rexroth A2Fo180, A2Fm180, A2Fo160, A2Fm160"", ""Size"": ""50Mm""} <","{""Drive"": ""Shaft And Bearing Assembly"", ""Model"": ""Rexroth A2Fo180, A2Fm180, A2Fo160, A2Fm160"", ""Size"": ""50Mm""}","{""Drive"": ""Shaft And Bearing Assembly"", ""model name/number"": ""Rexroth A2Fo180, A2Fm180, A2Fo160, A2Fm160"", ""size"": ""50Mm""}"
Brueninghaus Hydromatik Rexroth A2Fm-28/61 Hydraulic Piston Motor,True,3,"{""Hydraulic System"": ""Hydromatik Rexroth A2Fm-28/61"", ""Motor"": ""Hydraulic Piston Motor"", ""Brand"": ""Brueninghaus""}","{""Hydraulic System"": ""Hydromatik Rexroth A2Fm-28/61"", ""Motor"": ""Hydraulic Piston Motor"", ""Brand"": ""Brueninghaus""}","{""Hydraulic System"": ""Hydromatik Rexroth A2Fm-28/61"", ""part type"": ""Hydraulic Piston Motor"", ""brand"": ""Brueninghaus""}"
parker hydraulic motor,True,2,"{""motor"": ""hydraulic motor"", ""brand"": ""parker""} </","{""motor"": ""hydraulic motor"", ""brand"": ""parker""}","{""part type"": ""hydraulic motor"", ""brand"": ""parker""}"
Kirloskar Three Phase Induction Motor,True,2,"{""motor_type"": ""Three Phase Induction Motor"", ""brand"": ""Kirloskar""}","{""motor_type"": ""Three Phase Induction Motor"", ""brand"": ""Kirloskar""}","{""motor_type"": ""Three Phase Induction Motor"", ""brand"": ""Kirloskar""}"
Three Phase Induction Motor,True,1,"{""power_source"": ""Three Phase Induction Motor""}","{""power_source"": ""Three Phase Induction Motor""}","{""power source"": ""Three Phase Induction Motor""}"
Hanning Motor for Bentone Burner,True,1,"{""Motor"": ""Hanning Motor for Bentone Burner""} </start","{""Motor"": ""Hanning Motor for Bentone Burner""}","{""part type"": ""Hanning Motor for Bentone Burner""}"
hyundai/kia clutch actuator,True,2,"{""actuator"": ""clutch actuator"", ""brand"": ""hyundai/kia""} </","{""actuator"": ""clutch actuator"", ""brand"": ""hyundai/kia""}","{""part type"": ""clutch actuator"", ""brand"": ""hyundai/kia""}"
Remi Centrifuge Carbon Brushes,True,2,"{""Centrifuge Type"": ""Remi"", ""Brushes"": ""Carbon""}","{""Centrifuge Type"": ""Remi"", ""Brushes"": ""Carbon""}","{""Centrifuge Type"": ""Remi"", ""Brushes"": ""Carbon""}"
2hp motor,True,1,"{""power"": ""2hp motor""}","{""power"": ""2hp motor""}","{""power"": ""2hp motor""}"
aluminium die cast rotors,True,2,"{""die type"": ""die cast rotors"", ""material"": ""aluminium""}","{""die type"": ""die cast rotors"", ""material"": ""aluminium""}","{""die type"": ""die cast rotors"", ""material"": ""aluminium""}"
bhavani induction motor,True,2,"{""motor_type"": ""induction motor"", ""brand"": ""bhavani""} </start","{""motor_type"": ""induction motor"", ""brand"": ""bhavani""}","{""motor_type"": ""induction motor"", ""brand"": ""bhavani""}"
DC Motor,True,1,"{""motor"": ""DC Motor""}","{""motor"": ""DC Motor""}","{""part type"": ""DC Motor""}"
Intermot hydro motors 800cc,True,3,"{""motor_type"": ""hydro motors"", ""cc"": ""800cc"", ""brand"": ""Intermot""} </start","{""motor_type"": ""hydro motors"", ""cc"": ""800cc"", ""brand"": ""Intermot""}","{""motor_type"": ""hydro motors"", ""cc"": ""800cc"", ""brand"": ""Intermot""}"
Mobile Starter,True,2,"{""starter type"": ""Mobile"", ""feature"": ""Mobile Starter""} </","{""starter type"": ""Mobile"", ""feature"": ""Mobile Starter""}","{""starter type"": ""Mobile"", ""feature"": ""Mobile Starter""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0MB0 0.12 kW,True,2,"{""power_consumption"": ""0.12 kW"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0MB0""} </start","{""power_consumption"": ""0.12 kW"", ""model_number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0MB0""}","{""power_consumption"": ""0.12 kW"", ""model name/number"": ""SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0MB0""}"
Single Phase Induction Motor,True,1,"{""power_source"": ""Single Phase Induction Motor""}","{""power_source"": ""Single Phase Induction Motor""}","{""power source"": ""Single Phase Induction Motor""}"
5 watts motor rexnord rec-8313-05-a2,True,3,"{""power"": ""5 watts"", ""motor"": ""rexnord"", ""part_number"": ""rec-8313-05-a2""} </","{""power"": ""5 watts"", ""motor"": ""rexnord"", ""part_number"": ""rec-8313-05-a2""}","{""power"": ""5 watts"", ""part type"": ""rexnord"", ""model name/number"": ""rec-8313-05-a2""}"
AC Fan Motor,True,1,"{""fan_motor_type"": ""AC Fan Motor""}","{""fan_motor_type"": ""AC Fan Motor""}","{""fan_motor_type"": ""AC Fan Motor""}"
helical-geared-motor,True,1,"{""mechanism"": ""helical-geared-motor""}","{""mechanism"": ""helical-geared-motor""}","{""mechanism"": ""helical-geared-motor""}"
three phase electric motor 20 hp 960 rpm,True,4,"{""phase"": ""three phase"", ""motor"": ""electric motor"", ""speed"": ""960 rpm"", ""power"": ""20 hp""}","{""phase"": ""three phase"", ""motor"": ""electric motor"", ""speed"": ""960 rpm"", ""power"": ""20 hp""}","{""phase"": ""three phase"", ""part type"": ""electric motor"", ""speed"": ""960 rpm"", ""power"": ""20 hp""}"
