query,success,unique_value_count,total_key_count,raw_output,attributes_json,input_tokens,output_tokens,cost
Siemens 3TW72911AW64,True,2,5,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Siemens"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Siemens"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""part_number"",""value"":""3TW72911AW64"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""model_number"",""value"":""3TW72911AW64"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""mpn"",""value"":""3TW72911AW64"",""key_priority"":3,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Siemens"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Siemens"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""part_number"", ""value"": ""3TW72911AW64"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model_number"", ""value"": ""3TW72911AW64"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""mpn"", ""value"": ""3TW72911AW64"", ""key_priority"": 3, ""attribute_priority"": 2}]}",2466,256,$0.001617
100 HP to 2000 HP  Slip Ring Motor Starter,True,3,7,"```json
{""attributes"":[{""attribute_key"":""power_range"",""value"":""100 HP to 2000 HP"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""horsepower_range"",""value"":""100 HP to 2000 HP"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""hp_range"",""value"":""100 HP to 2000 HP"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""Starter"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""type"",""value"":""Starter"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""application"",""value"":""Slip Ring Motor"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""motor_compatibility"",""value"":""Slip Ring Motor"",""key_priority"":2,""attribute_priority"":3}]}
```","{""attributes"": [{""attribute_key"": ""power_range"", ""value"": ""100 HP to 2000 HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""horsepower_range"", ""value"": ""100 HP to 2000 HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""hp_range"", ""value"": ""100 HP to 2000 HP"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Starter"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""Starter"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""Slip Ring Motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""motor_compatibility"", ""value"": ""Slip Ring Motor"", ""key_priority"": 2, ""attribute_priority"": 3}]}",2471,312,$0.001704
Crompton Single Phase Electric Motor,True,3,6,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Crompton"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Crompton"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""phase"",""value"":""Single Phase"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""phase_type"",""value"":""Single Phase"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""Electric Motor"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""type"",""value"":""Electric Motor"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Crompton"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Crompton"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""phase"", ""value"": ""Single Phase"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""phase_type"", ""value"": ""Single Phase"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""Electric Motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""type"", ""value"": ""Electric Motor"", ""key_priority"": 2, ""attribute_priority"": 3}]}",2460,245,$0.001597
6 for business use piece electronic Valve Positioners,True,3,6,"{""attributes"":[{""attribute_key"":""product_type"",""value"":""electronic Valve Positioners"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""category"",""value"":""electronic Valve Positioners"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""quantity"",""value"":""6 piece"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""pack_size"",""value"":""6 piece"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""application"",""value"":""business use"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""usage"",""value"":""business use"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""product_type"", ""value"": ""electronic Valve Positioners"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""category"", ""value"": ""electronic Valve Positioners"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""quantity"", ""value"": ""6 piece"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""pack_size"", ""value"": ""6 piece"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""business use"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""usage"", ""value"": ""business use"", ""key_priority"": 2, ""attribute_priority"": 3}]}",2464,1715,$0.003805
drondch motor,True,2,3,"{""attributes"":[{""attribute_key"":""brand"",""value"":""drondch"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""drondch"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""drondch"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""drondch"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 2}]}",2458,175,$0.001492
STP-43D2035 Stepper Motor,True,2,5,"{""attributes"":[{""attribute_key"":""model_number"",""value"":""STP-43D2035"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""part_number"",""value"":""STP-43D2035"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""mpn"",""value"":""STP-43D2035"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""Stepper Motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""stepper"",""value"":""Stepper Motor"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""model_number"", ""value"": ""STP-43D2035"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""part_number"", ""value"": ""STP-43D2035"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""mpn"", ""value"": ""STP-43D2035"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""Stepper Motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""stepper"", ""value"": ""Stepper Motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2466,253,$0.001613
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF01-1MB0,True,4,9,"```json
{""attributes"":[{""attribute_key"":""brand"",""value"":""siemens"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""siemens"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""series"",""value"":""simotics s-1fk2"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_family"",""value"":""simotics s-1fk2"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""servo motor"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""servo"",""value"":""servo motor"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""part_number"",""value"":""1FK2104-6AF01-1MB0"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""model_number"",""value"":""1FK2104-6AF01-1MB0"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""mpn"",""value"":""1FK2104-6AF01-1MB0"",""key_priority"":3,""attribute_priority"":4}]}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""siemens"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""siemens"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""series"", ""value"": ""simotics s-1fk2"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_family"", ""value"": ""simotics s-1fk2"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""servo motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""servo"", ""value"": ""servo motor"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""part_number"", ""value"": ""1FK2104-6AF01-1MB0"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""model_number"", ""value"": ""1FK2104-6AF01-1MB0"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""mpn"", ""value"": ""1FK2104-6AF01-1MB0"", ""key_priority"": 3, ""attribute_priority"": 4}]}",2485,2309,$0.004706
Crompton 0.5hp Motor,False,0,0,"{""attributes"":[{""attribute_key"":""brand"",""value"":""crompton"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""horsepower"",""value"":""0.5hp"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""power"",""value"":""0.5hp"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""hp"",""value"":""0.5hp"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute",,2462,2996,$0.005725
Jencode Hollow Shaft Encoder,True,3,7,"{""attributes"":[{""attribute_key"":""brand"",""value"":""jencode"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""jencode"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""shaft_type"",""value"":""hollow shaft"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""shaft"",""value"":""hollow shaft"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""mounting"",""value"":""hollow shaft"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""encoder"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""type"",""value"":""encoder"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""jencode"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""jencode"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""shaft_type"", ""value"": ""hollow shaft"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""shaft"", ""value"": ""hollow shaft"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""mounting"", ""value"": ""hollow shaft"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""encoder"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""type"", ""value"": ""encoder"", ""key_priority"": 2, ""attribute_priority"": 3}]}",2459,1369,$0.003283
AC MOTARS,True,2,3,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""ac motors"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""ac motors"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""current_type"",""value"":""ac"",""key_priority"":1,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""ac motors"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""ac motors"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""current_type"", ""value"": ""ac"", ""key_priority"": 1, ""attribute_priority"": 2}]}",2457,168,$0.001481
Hadrulicl Power motar,True,2,3,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""hydraulic power motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""hydraulic power motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""application"",""value"":""hydraulic power"",""key_priority"":1,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""hydraulic power motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""hydraulic power motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""application"", ""value"": ""hydraulic power"", ""key_priority"": 1, ""attribute_priority"": 2}]}",2461,196,$0.001524
RC Car Brushless ESC Platinum Edition 120A,True,5,11,"```json
{""attributes"":[{""attribute_key"":""application"",""value"":""RC Car"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""vehicle_type"",""value"":""RC Car"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""technology"",""value"":""Brushless"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""motor_compatibility"",""value"":""Brushless"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""ESC"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""component"",""value"":""ESC"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""series"",""value"":""Platinum Edition"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""edition"",""value"":""Platinum Edition"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""amperage"",""value"":""120A"",""key_priority"":1,""attribute_priority"":5},{""attribute_key"":""current"",""value"":""120A"",""key_priority"":2,""attribute_priority"":5},{""attribute_key"":""amp_rating"",""value"":""120A"",""key_priority"":3,""attribute_priority"":5}]}
```","{""attributes"": [{""attribute_key"": ""application"", ""value"": ""RC Car"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""vehicle_type"", ""value"": ""RC Car"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""technology"", ""value"": ""Brushless"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""motor_compatibility"", ""value"": ""Brushless"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""ESC"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""component"", ""value"": ""ESC"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""series"", ""value"": ""Platinum Edition"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""edition"", ""value"": ""Platinum Edition"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""amperage"", ""value"": ""120A"", ""key_priority"": 1, ""attribute_priority"": 5}, {""attribute_key"": ""current"", ""value"": ""120A"", ""key_priority"": 2, ""attribute_priority"": 5}, {""attribute_key"": ""amp_rating"", ""value"": ""120A"", ""key_priority"": 3, ""attribute_priority"": 5}]}",2466,365,$0.001781
RPG15Q Motor,True,2,5,"{""attributes"":[{""attribute_key"":""model_number"",""value"":""RPG15Q"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""part_number"",""value"":""RPG15Q"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""mpn"",""value"":""RPG15Q"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""Motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""type"",""value"":""Motor"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""model_number"", ""value"": ""RPG15Q"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""part_number"", ""value"": ""RPG15Q"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""mpn"", ""value"": ""RPG15Q"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""Motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2459,222,$0.001563
Honeywell V4055 Fuild Power Actuator,True,3,7,"```json
{""attributes"":[{""attribute_key"":""brand"",""value"":""Honeywell"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Honeywell"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""model_series"",""value"":""V4055"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""series"",""value"":""V4055"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""Fuild Power Actuator"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""type"",""value"":""Fuild Power Actuator"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""category"",""value"":""Fuild Power Actuator"",""key_priority"":3,""attribute_priority"":3}]}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Honeywell"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Honeywell"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""model_series"", ""value"": ""V4055"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""series"", ""value"": ""V4055"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""Fuild Power Actuator"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""type"", ""value"": ""Fuild Power Actuator"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""category"", ""value"": ""Fuild Power Actuator"", ""key_priority"": 3, ""attribute_priority"": 3}]}",2465,293,$0.001672
servo motor .,True,1,2,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""servo motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""servo"",""value"":""servo motor"",""key_priority"":2,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""servo motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""servo"", ""value"": ""servo motor"", ""key_priority"": 2, ""attribute_priority"": 1}]}",2457,140,$0.001438
L & T SOFT STARTOR,True,2,5,"{""attributes"":[{""attribute_key"":""brand"",""value"":""L & T"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""L & T"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""SOFT STARTOR"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""category"",""value"":""SOFT STARTOR"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""type"",""value"":""SOFT STARTOR"",""key_priority"":3,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""L & T"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""L & T"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""SOFT STARTOR"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""category"", ""value"": ""SOFT STARTOR"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""SOFT STARTOR"", ""key_priority"": 3, ""attribute_priority"": 2}]}",2460,238,$0.001587
775 dc motor,True,2,4,"{""attributes"":[{""attribute_key"":""model"",""value"":""775"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""size"",""value"":""775"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""dc motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""dc"",""value"":""dc motor"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""model"", ""value"": ""775"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""size"", ""value"": ""775"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""dc motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""dc"", ""value"": ""dc motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2460,205,$0.001538
Brake Motors,True,2,3,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""brake motors"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""brake motors"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""feature"",""value"":""brake"",""key_priority"":1,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""brake motors"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""brake motors"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""feature"", ""value"": ""brake"", ""key_priority"": 1, ""attribute_priority"": 2}]}",2456,171,$0.001484
1FK2104-6AF01-1MB0,True,1,3,"{""attributes"":[{""attribute_key"":""mpn"",""value"":""1FK2104-6AF01-1MB0"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""part_number"",""value"":""1FK2104-6AF01-1MB0"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""model"",""value"":""1FK2104-6AF01-1MB0"",""key_priority"":3,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""mpn"", ""value"": ""1FK2104-6AF01-1MB0"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""part_number"", ""value"": ""1FK2104-6AF01-1MB0"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""model"", ""value"": ""1FK2104-6AF01-1MB0"", ""key_priority"": 3, ""attribute_priority"": 1}]}",2470,217,$0.001561
Electric Motor,True,1,3,"{""attributes"":[{""attribute_key"":""product_type"",""value"":""electric motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""category"",""value"":""electric motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""electric motor"",""key_priority"":3,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""product_type"", ""value"": ""electric motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""category"", ""value"": ""electric motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""electric motor"", ""key_priority"": 3, ""attribute_priority"": 1}]}",2456,157,$0.001463
3 phase 415 V 0.09KW Motor,True,4,8,"{""attributes"":[{""attribute_key"":""power"",""value"":""0.09KW"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""wattage"",""value"":""0.09KW"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""kilowatt"",""value"":""0.09KW"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""phase"",""value"":""3 phase"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""phase_type"",""value"":""3 phase"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""voltage"",""value"":""415 V"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""volt"",""value"":""415 V"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""motor_type"",""value"":""Motor"",""key_priority"":1,""attribute_priority"":4}]}","{""attributes"": [{""attribute_key"": ""power"", ""value"": ""0.09KW"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""wattage"", ""value"": ""0.09KW"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""kilowatt"", ""value"": ""0.09KW"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""phase"", ""value"": ""3 phase"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""phase_type"", ""value"": ""3 phase"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""voltage"", ""value"": ""415 V"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""volt"", ""value"": ""415 V"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""motor_type"", ""value"": ""Motor"", ""key_priority"": 1, ""attribute_priority"": 4}]}",2469,2785,$0.005412
crompton motors crompton motor 5 hp single phase near patna,True,4,9,"```json
{""attributes"":[{""attribute_key"":""brand"",""value"":""crompton"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""crompton"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""horsepower"",""value"":""5 hp"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""power"",""value"":""5 hp"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""hp"",""value"":""5 hp"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""phase"",""value"":""single phase"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""phase_type"",""value"":""single phase"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""location"",""value"":""patna"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""city"",""value"":""patna"",""key_priority"":2,""attribute_priority"":4}]}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""crompton"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""crompton"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""horsepower"", ""value"": ""5 hp"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""power"", ""value"": ""5 hp"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""hp"", ""value"": ""5 hp"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""phase"", ""value"": ""single phase"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""phase_type"", ""value"": ""single phase"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""location"", ""value"": ""patna"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""city"", ""value"": ""patna"", ""key_priority"": 2, ""attribute_priority"": 4}]}",2468,309,$0.001698
12v 775 Dc Motor,True,3,6,"{""attributes"":[{""attribute_key"":""voltage"",""value"":""12v"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""volt"",""value"":""12v"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""model"",""value"":""775"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""motor_size"",""value"":""775"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""Dc Motor"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""dc"",""value"":""Dc Motor"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""voltage"", ""value"": ""12v"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""volt"", ""value"": ""12v"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""model"", ""value"": ""775"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""motor_size"", ""value"": ""775"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""Dc Motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""dc"", ""value"": ""Dc Motor"", ""key_priority"": 2, ""attribute_priority"": 3}]}",2464,257,$0.001618
