keyword,mcat_name,mcat_id
FL42BLSL02- Regular BLDC Motor,Brushless DC Motor,15240
Electro Pneumatic Valve Positioner,Electro Pneumatic Valve Positioner,147007
DC motor 5.5,DC Motor,445
B&R 8BVI0014HWS0.000-1 ACOPOS MULTI INVERTER MODULE I0014S,ACOPOS Servo Motor,203384
Motor Rotor,Rotor mounted Motor,36904
cooler kit motor,Cooler Motor,52897
inline helical geared motors,Helical Geared Motor,43308
boparai auto switch pro,Motor Automatic Switch,140407
Carbon brush for AC HT Moter,Alternator Carbon Brush,106203
800 W Wet Dry Vacuum Cleaner Motors,Vacuum Cleaner Motors,40749
FL57STH56-2504ACF-25-ARK Hybrid Stepper Motor,Hybrid Stepper Motor,15599
FL57STH51-2804AF- Hybrid Stepper Motor,Hybrid Stepper Motor,15599
90 watt ac geared motor,AC Geared Motor,21549
dwe4235 armature near udaipur,Armature,25
Electric Motor Starters,Motor Starter,33567
ytc make smart positioner,Pneumatic Positioner,20641
PowerSpeed Armature For Makita 3501 N,Armature,25
arma texture,Servo Motor,448
Single Phase Copper Slip Ring,Slip Rings,37229
Venex Motor Starter,Motor Starter,33567
Mobile+Starter+Prime,Mobile Starter,161896
havells motor,Havells Electric Motor,189725
AC Fail and DC Fail,AC Motor,444
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0MB0 0.06 kW,Siemens Servo Motors,184102
Aluminium Winding Cooler Fan Motor,Cooler Motor,52897
FL42STH33-0956AF- Hybrid Stepper Motor,Hybrid Stepper Motor,15599
Mk 1 Dol Starter,DOL Starter,26266
fhp motors,FHP Motor,446
laxmi 3 hp singal fase motors,Single Phase Motors,9484
0502 exhaust fan motor,Exhaust Fan Motor,28080
dual shaft 1300RPM BLOWER FAN MOTOR,Blower Motors,23098
105 W Alqer 16 Inch Super Cooler Motor,Cooler Motor,52897
FL60STH65-2804AF Hybrid Stepper Motor,Hybrid Stepper Motor,15599
टेक्समो मोटर स्पेयर पार्ट्स,Texmo Motor Parts,203382
Crompton 2hp Gf6834 Single Phase Electric Motor 1440 Rpm,Crompton Greaves Motor,126348
Bch Submersible Pump Starters,Pump Starter,146491
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0SB0,Siemens Servo Motors,184102
AC Geared Motor,AC Motor,444
Crompton 2hp Gf6834 Single Phase Electric Motor,Crompton Greaves Motor,126348
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0SA0 2.7 kW,Siemens Servo Motors,184102
Ecoflam Burner Servo Motor,Burner Servo Motors,162318
Three Phase Motor,Three Phase Motor,2415
VTV YN90-120 Motor,Three Phase Electric Motor,52930
Electric Motors,Electric Motor,1274
induction motor,Induction Motors,10971
60W Desert Cooler Motor,Cooler Motor,52897
FL42STH47-1684AF-08- Hybrid Stepper Motor,Hybrid Stepper Motor,15599
electronic-starter,Electronic Starter,27659
FL42STH38-1684AF Hybrid Stepper Motor,Hybrid Stepper Motor,15599
Lubi LGH90GF50H15K Gare Motor,Three Phase Gear Motor,150167
1FK2104-6AF10-0SB0,Siemens Servo Motors,184102
Ml 2 Dol Starter,DOL Starter,26266
siemens electric ac motor 75 hp 1440 rpm,Siemens Electric Motor,184089
Vishal 8al2 Air Cooler Motor,Cooler Motor,52897
ELLDO cooler motor,Cooler Motor,52897
CP - 101 ACTUATOR,Actuators,3148
DZ Gear Motor Brushed DC Motor,DC Geared Motor,25556
dual shaft blower fan motor,Blower Motors,23098
220 v dual shaft BLOWER FAN MOTOR,Double Shaft Motor,139590
220  v 1 dual shaft BLOWER FAN MOTOR,Double Shaft Motor,139590
Crompton 2hp Gf6834 Single Phase Electric Motor,Crompton Greaves Motor,126348
AT12 Single Chain Actuator,Actuators,3148
SECO N 24 25 Single Chain Actuator,Pneumatic Actuators,5084
Siemens Raja+ Direct On Line Starters,Motor Starter,33567
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,Siemens Servo Motors,184102
cg cooler motor,Cooler Motor,52897
Makita 9047 Armature By PowerSpeed,Armature,25
Electric Motor Housing,Electric Motor Body,137795
Vibro Sifter Vibratory Motors,Vibration Motor,2743
FL28STH45-0674A - Hybrid Stepper Motor,Hybrid Stepper Motor,15599
Single Phase D.C. Motor,DC Motor,445
electric torque,Torque Motor,19705
Godrej Lawkim Ac Motors,Godrej Lawkim Industrial Motors,203174
dual shaft FAN MOTOR,Dual Shaft Motor,139590
Crompton Electric Motor,Crompton Greaves Motor,126348
Mini Fan Motor,Fan Motor,28231
3d minuture,Miniature Motors,25339
Electric Motor with Gear,Electric Gear Motor,52906
FL28STH45-0674AF-14 - Hybrid Stepper Motor,Hybrid Stepper Motor,15599
mixer-grinder-motor,Mixer Grinder Motor,84526
Sew-eurodrive servo Motor cmp50m/pk/vr/rh1m/sm1,Servo Motor,448
Sew-eurodrive,Servo Motor,448
vane pneumatic actuator,Pneumatic Actuators,5084
Flange Mounted Motor,Flange Motors,6408
FL57STH56-2504ACF-25 - Hybrid Stepper Motor,Hybrid Stepper Motor,15599
FL57STH56-2804AF-01- Hybrid Stepper Motor,Hybrid Stepper Motor,15599
MU2 Dol Motor Starter,DOL Starter,26266
power tool cm4,Power Tool Accessories,186017
power tool near delhi cm4,Power Tools,443
crompton-motors,Crompton Greaves Motor,126348
Voltas AC Outdoor Fan Motor,AC Fan Motor,146600
Makita MT-950 Armature By PowerSpeed,Armature,25
1500 cfm FAN MOTOR,Fan Motor,28231
230v apex cool 410w exhaust fan motor,Exhaust Fan Motor,28080
FL57STH76-2504ACF-ARK Hybrid Stepper Motor,Hybrid Stepper Motor,15599
Clogging Test,Motor Testing,183884
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0,Siemens Servo Motors,184102
crompton motor 1 hp,Crompton Greaves Motor,126348
crompton motor near tinsukia 1 hp,Crompton Greaves Motor,126348
motorized pulley drum motor,Pulp And Paper Machine Parts,120905
crompton motor,Crompton Greaves Motor,126348
Belimo Damper Fire Actuator,Damper Actuators,183591
e42 90w 2850/3450rpm motor single phase,Single Phase Motors,9484
Slip Ring Assemblies,Slip Ring Assemblies,141589
Siemens DOL Starter,Siemens DOL Starter,654653
pmdc gear motor 0-25-hp 25-200rpm 12-180volt,PMDC Geared Motor,183437
Vertical Motors,Vertical Motor,150107
PowerSpeed Armature For Makita 9500 NB,Armature,25
side shaft gear motor,Side Shaft Motors,13663
FEBRICATION BLOWER 1HP SINGLE PHASE,Single Phase Electric Motor,52927
a40k/m566w/g7.2 (60 square pl gear),Stepper Motor,18794
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,Exhaust Fan Motor,28080
crompton 10 hp motor,Crompton Greaves Motor,126348
foot mounting 1 piece 1440 rpm Single Phase Motors,Single Phase Motors,9484
ABB Servo Motors,ABB Servo Motors,193698
20 HP Three Phase Electric Motor,Three Phase Electric Motor,52930
1FK2104-6AF10-1MB0,Siemens Servo Motors,184102
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0 2.7 kW,Siemens Servo Motors,184102
mil 37 38 diaphragm actuators,Diaphragm Actuators,12791
Petrosa starter mini 1 KG,Electronic Starter,27659
BRUSHLESS MOTOR DYS 1800KV,Brushless Motors,23616
Petrosa starter mini 1KG,Electronic Starter,27659
Petrosa starter mini 3 KG,Electronic Starter,27659
Petrosa starter mini 3KG,Electronic Starter,27659
Weishaupt Burner Servo Motor,Burner Servo Motors,162318
Petrosa starter mini 8 KG,Single Phase Motor Starter,226793
Petrosa starter mini 8KG,Electronic Starter,27659
apex cool 410w single phase exhaust fan motor,Exhaust Fan Motor,28080
danfoss original brand new h1b80/h1b110 motor,Danfoss Actuators,208001
3 HP Three Phase Induction Motor 960 Rpm,Three Phase Induction Motor,131725
gpn gear motor,Gear Motor,29373
Dol Motor Starters,DOL Starter,26266
Oil Starter Magnet Call,Oil Starter,142116
AC MOTAR,AC Motor,444
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-1SB0 0.57 kW,Siemens Servo Motors,184102
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-4AK01-0SB0 0.06 kW,Siemens Servo Motors,184102
50HP Abb Electric Motor,ABB Electric Motor,181114
10 hp crompton motor,Crompton Greaves Motor,126348
PowerSpeed Armature for Gsh-500 Bosch,Armature,25
SIEMENS SINAMICS S200 Servo Motor 1FL2306-4AC01-0HB0 0.1 kW,Siemens Servo Motors,184102
helical gear motor,Helical Geared Motor,43308
3330601 Cummins Electronic Fuel Control Actuator,Cummins Actuators,444288
Stepper Motor,Stepper Motor,18794
desert type copper 32 mm 1 cooler motor,Cooler Motor,52897
9067/9069 Makita Armature By PowerSpeed,Armature,25
1 2 hp 775 12 v rs775 10000rpm 12v dc motor,DC Micro Motors,25372
5hp 3phase motor,Three Phase Electric Motor,52930
Bharat Benz Aluminium Housing,Aluminium Housings,4693
lubi three phase induction motors,Three Phase Induction Motor,131725
Crane Geared Brake Motor,Brake Motors,21078
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,Exhaust Fan Motor,28080
12v dc motor,DC Motor,445
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,Exhaust Fan Motor,28080
Suguna Motor Starter,Single Phase Motor Starter,226793
reverse forward 3 phase 20 3 hp starters,Three Phase Motor Starter,226794
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AC01-0MB0 5.5 kW,Siemens Servo Motors,184102
rexroth servo drive,Servo Motor,448
Valve Positioners,Valve Positioners,40629
FOOT Mounted Motor (model Gf 6834),Foot Mounted Motor,177266
1400 rpm apex cool 410w single phase exhaust fan motor,Exhaust Fan Motor,28080
Motor Stater,Motor Starter,33567
Paragon Motor Starter,Motor Starter,33567
UR006G XGT Brushless Motor Active Feedback Sensing,Brushless Motors,23616
schubert and salzer positioner,Valve Positioners,40629
polisher-motor,Polisher Motor,106938
Electric Vibratory Motor,Vibration Motor,2743
Abb Electric Motor 50hp 1500 Rpm,Three Phase Electric Motor,52930
SIEMENS SIMOTICS S-1FK2 1FK2106-4AF11-1SA0  servo motor 2.7 kW,Siemens Servo Motors,184102
Siemens Face Mounted Induction Motor,Siemens Induction Motors,203372
5 HP Three Phase Motor,Three Phase Electric Motor,52930
APEX COOL 410W MOTOR,Cooler Motor,52897
Motar Starter,Motor Starter,33567
Siemens 7.5 KW 2 HP Electric Motor,Siemens Electric Motor,184089
Unbalance Vibratory Motors,Vibration Motor,2743
Sew Brake Motor,Brake Motors,21078
ABB Three Phase Induction Motor,ABB Induction Motor,193239
Oriental motor,Stepper Motor,18794
3 phase auto starter,3 Phase Motor Starter,226794
Type 200 17 Inch Copper Exhaust Fan Motor,Exhaust Fan Motor,28080
Openable Gate Motor,Gate Motor,29337
hollow shaft encoder,Hollow Shaft Encoders,30451
pbl-right-angled-helical-bevel-geared-motor,Helical Geared Motor,43308
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF00-1MA0 2.7 kW,Siemens Servo Motors,184102
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-1SA0  2.7 kW,Siemens Servo Motors,184102
Foredom Flex Shaft Motor,Flexible Shaft Motor,189999
lift-motor,Lift Motor,77611
aira mild steel pneumatic rotary actuator,Pneumatic Rotary Actuators,183587
flange type 25 hp motor,Crompton Greaves Motor,126348
3 phase dol motor starter,DOL Starter,26266
Siemens Three Phase Electric Motor,Siemens Electric Motor,184089
Lubi Electrical Motor,Electric Motor,1274
Moter stater,Motor Starter,33567
HUMSER 12V 10RPM,DC Motor,445
geared motor,Helical Geared Motor,43308
2285625342 statorhv 2030,Stators,7863
slipring motor,Slip Ring Motor,37228
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0SB0 0.12 kW,Siemens Servo Motors,184102
Kisrloskar Motar,Klockner Motor,203386
Gate Motor,Electric Sliding Gate Motor,52905
vibratory motor,Vibration Motor,2743
270Hp Siemens Motor,Siemens Electric Motor,184089
bft deimos bt a600 gate motor,Electric Sliding Gate Motor,52905
Panasonic Servo Motor MHMF042L1U2M  400Watt,Panasonic AC Servo Motor,187161
3000 rpm Siemens 1FL6062-1AC61-0AA1 Servo Motor,Siemens Servo Motors,184102
fv5029 010,Hydraulic Motor,10834
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0SB0 0.57 kW,Siemens Servo Motors,184102
fv5029-010,Servo Motor,448
DC Motor Carbon Brushes,DC Motor Carbon Brushes,133005
Three Phase Dol Motor Starter,DOL Starter,26266
three phase 2800 rpm 2 0.25 hp electric vibro motor,Concrete Vibrator Motor,184082
Motor Encoder,Motor Encoder,166373
macwell brand motor,Macwell Electric Motor,189725
macwel brand motor,Macwel Motor,203386
gearmoter,Gear Motor,29373
3 phase 40 hp oil starter,Oil Starter,142116
my cool star,Cooler Motor,52897
DC Shunt Motor,Shunt Motor,52915
Cooler Motor 1 Inch,Cooler Motor,52897
Stirrer Motor,DC Geared Motor,25556
Acurater plate,Motor Plate,190101
Weg- Germany 2880RPM Motor,Weg Motor,657268
pump-starter,Pump Starter,146491
2283752193 motor6v 20a,DC Motor,445
Fanuc AC Servo Motor 0.35kW 6000 A06B-0115-B103 and Pulsecoder,Fanuc Servo Motor,445329
PowerSpeed Armature For 9005 N Makita,Armature,25
Crompton Motor 10 HP 960 Rpm,Crompton Greaves Motor,126348
Blower Motors,Blower Motors,23098
three phase 2800 rpm 2 0.25 hp single phase vibro motors,Vibration Motor,2743
AC Induction Motor,AC Induction Motor,21550
Siemens 1440RPM Three Phase Flange Motor,Three Phase Motor,2415
Havells Induction Motors,Havells Induction Motors,203370
cast iron general,Electric Motor,1274
AC Motor,AC Motor,444
20 hp motor,Crompton Greaves Motor,126348
rs 555 high speed dc motor 5000rpm,High Speed Motor,30367
dc ware,DC Motor,445
ABB 50 HP Three Phase Electric Motors,ABB Electric Motor,181114
electric-actuator,Electric Actuator,27216
dc 12v gear motor,DC Geared Motor,25556
CG make  electric motor,Crompton Greaves Motor,126348
1le7501‑1bb23‑5aa4,Siemens Servo Motors,184102
brush for electronics,Electronic Motor Brushes,133005
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0 1 kW,Siemens Servo Motors,184102
power-tool-carbon-brush,Power Tool Carbon Brush,190885
thrive architect latest version,AC Motor,444
Kirloskar make electric motor,Kirloskar Electric Motor,185261
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RB1,Siemens Servo Motors,184102
Hindustan Geared Motors,Hindustan AC Motor,203386
vibro shift motor,Vibration Motor,2743
Steper Motor,Stepper Motor,18794
bonfiglioli riduttori motor be71-b4 230/400-50 ip55 clf b5,Bonfiglioli Geared Motor,193153
Stater,Stators,7863
Motor 160kw,Three Phase Electric Motor,52930
Bharat Bijlee Electric Motor,Bharat Bijlee AC Motor,203388
75 HP Crompton Industrial Motors,Crompton Greaves Industrial Motors,193884
Double Motor Vacuum Cleaner,Vacuum Cleaner Motors,40749
synchronous-motor,AC Synchronous Motor,45525
C Beam Linear Actuator,Linear Actuator,32181
Siemens Make Electric Motor,Siemens Electric Motor,184089
Abb Make Electric Motor,ABB Electric Motor,181114
5r/min 1.5w 50/60hz motor,DC Motor,445
Direct Drive Motor For Juki,Spindle Motors,38084
5hp flour mill motor,Flour Mill Electric Motor,182597
Alternator Carbon Brush,Alternator Carbon Brush,106203
5hp motor,Three Phase Electric Motor,52930
Vane Type Hydraulic Motor,Vane Type Hydraulic Motor,19908
Crompton Industrial Motors 75 hp,Crompton Greaves Industrial Motors,193884
11KW Kirloskar Electric Motor,Kirloskar Electric Motor,185261
3 phase 2 piece l&t Motor Starter,3 Phase Motor Starter,226794
DOL STRTERS,DOL Starter,26266
ng80,Air Conditioner Motor,186009
general electric sfk01,Air Conditioner Motor,186009
Heavy Duty Rotary Air Motor,Air Motors,21680
ac motor indoor,AC Motor,444
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-0SA0 2.7 kW,Siemens Servo Motors,184102
dc-motor-spare,Motor Parts,150022
Motor Parts,Motor Parts,150022
वाइब्रो शिफ्ट मोटर,Vibration Motor,2743
Marathon Electric Motor,Marathon Electric Motor,181116
Shakti Dol Starter,DOL Starter,26266
2 HP single phase,Single Phase Motors,9484
6ik180gu 240 w motor,Three Phase Gear Motor,150167
Telemetry Encoder Unit,Motor Encoder,166373
dc-geared-motor,DC Geared Motor,25556
Motorized Actuators,Motorized Actuators,167393
Dc Brake For Electric Motor,Brake Motors,21078
desert type aluminum 32 mm 1 inch kit cooler motor,Cooler Motor,52897
1.5 kw crompton single phase motor,Single Phase Motors,9484
ac motor 20w,AC Motor,444
Dc fan motor,Fan Motor,28231
ac motor 10w,AC Motor,444
10hp motor,Three Phase Electric Motor,52930
6FC5357-0BA11-1AE0,Siemens Servo Motors,184102
Indigo Self Armature,Motor Armature,167444
leadshine l7 series servo ac servo motor,AC Servo Motor,14970
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0MB0 0.57 kW,Siemens Servo Motors,184102
10m3flow rate 30 mtr headpumpwith motor,Single Phase Motors,9484
Traction Motor,Lift Motor,77611
Leadshine L7 Series 750W AC Servo Motor and Driver Kit,AC Servo Motor,14970
Dol Motor Starters Paragon,DOL Starter,26266
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0,Siemens Servo Motors,184102
3 phase motor start,3 Phase Motor Starter,226794
oil-filled 3 hp 25 single phase motor starter,Single Phase Motor Starter,226793
SMC Electric Actuator,SMC Actuators,203381
1FK2104-6AF11-0MB0,Siemens Servo Motors,184102
digital dol starter,DOL Starter,26266
Slider Type Electric Actuator,Electric Actuator,27216
seedprod latest version,Stepper Motor,18794
Siemens 75 HP Foot Mounted Electric Motors,Siemens Electric Motor,184089
Grow art 3 phase hybrid,3 Phase Motor,2415
gbru 1 min auto switch,Motor Automatic Switch,140407
SIEMENS SIMOTICS S-1FK2 SERVO  MOTOR 1FK2106-4AF00-0MA0 2.7 kW,Siemens Servo Motors,184102
armature,Armature,25
ecma-ca1010ss delta servo motor,Delta Servo Motors,193996
table fan motor,Fan Motor,28231
20W ALUMINUM HOUSING,Aluminum Housings,4693
motor panvel,Motor Parts,150022
40 HP  Siemens Electric Motors,Siemens Electric Motor,184089
hindustan package,Bharat Bijlee AC Motor,203388
Electric Sliding Gate Motor,Electric Sliding Gate Motor,52905
800 RPM Electric Sliding Gate Motor,Gate Motor,29337
HF-SP152 servo motor mitsubishi,Mitsubishi Servo Motors,184101
1000 RPM Electric Sliding Gate Motor,Electric Sliding Gate Motor,52905
Gear and Vane Motors,Vane Type Hydraulic Motor,19908
high power mini dc water motors project,DC Motor,445
high power mini dc water motors for project near badlapur,DC Motor,445
775 dc motor bihpuri,DC Motor,445
775 dc motor near agra bichpuri,DC Motor,445
24v dc coffee machine motor,DC Motor,445
Crompton Geared Motor,Crompton Greaves Motor,126348
l&t three phase motor starter,L&T DOL Starter,654303
Servo Motor & Variac Motor,Servo Motor,448
Siemens Electric Motors 40 Hp,Siemens Electric Motor,184089
3 phase motor starter without oil automatic,3 Phase Motor Starter,226794
3 phase motor starter near jodhpur without oilautomatic,3 Phase Motor Starter,226794
HP400 Siemens Motor,Siemens Electric Motor,184089
Flange Motors,Flange Motors,6408
Sew Eurodrive CMP50M AC Synchronous Motor,AC Synchronous Motor,45525
2 hp flange motor,Flange Motors,6408
3 phase motor starter oil free automatic,3 Phase Motor Starter,226794
3 phase motor starter near jodhpur oil freee automatic,3 Phase Motor Starter,226794
ABB MOTOR 200KW 270HP 1500RPM FOOT IE2,Three Phase Electric Motor,52930
bonfiglioli brake motor,Brake Motors,21078
1 piece ABB Soft Starters,ABB Soft Starters,220182
kenstar desert air cooler motor,Kenstar Cooler Motor,658622
Marathon 1hp motor single phase,Marathon Electric Motor,181116
Make - Marathon 1hp motor single phase,Marathon Electric Motor,181116
Vibro Sifter Motor,Vibration Motor,2743
kirloskar electric motor 10 hp 960 rpm,Kirloskar Electric Motor,185261
desert cooler motor,Cooler Motor,52897
Exhaust Fan Motor,Exhaust Fan Motor,28080
nord gearbox spares,Gearbox Spare Parts,150206
MGM Varvel Brake Motor,Brake Motors,21078
AC Electric Motor,AC Motor,444
Motor Starter .,Motor Starter,33567
c&s dol starter 15hp,DOL Starter,26266
c&s dol starter 15hp near delhi,DOL Starter,26266
10w deep freezer motor,Freezer Motor,186079
bell crack assembly,Bell Housing,136623
Simensh Hp400 Rpm1440,Siemens Electric Motor,184089
StarDental Starter,Starters,7853
Start Dental Starter,Dental Equipment,188856
Explosion Proof Electric Motor,Explosion Proof Motors,28119
Industrial dc motor,DC Motor,445
High Torque Square Geared Motor,High Torque Motor,30394
सर्वो मोटर सप्लायर,AC Servo Motor,14970
borewell 2h starter,Motor Starter,33567
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-3AF11-1SA0 2.3 kW,Siemens Servo Motors,184102
Crompton Induction Motors,Crompton Induction Motors,203369
nema 17 0.9 degree,Stepper Motor,18794
ABB Auto- Lek Ail 94022 A Solenoid Switch,Starter Solenoid Switches,7852
Three phase,Three Phase Motor,2415
nema 17 0.9 degree 22mm lenth,Stepper Motor,18794
New Series Allen Bradley Soft Starter,Allen Bradley Soft Starters,220186
1 for business use piece ABB Soft Starters,ABB Soft Starters,220182
bolero ac motor,AC Motor,444
150c43nbd smc3 soft starter,Soft Starters,12256
lt mk1 dol motor starter,DOL Starter,26266
Eaton Orbital Motor,Orbital Motor,52919
automatic gate motor,Electric Sliding Gate Motor,52905
Door Motor .,Door Motor,52902
23a paramoon motor starter,Motor Starter,33567
electrical motor for boats,Boat Motor,184089
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-5AF00-1SB0 0.75 kW,Siemens Servo Motors,184102
Absolute Shaft Encoder,Shaft Encoder,44166
Permanent Magnet. tech,Permanent Magnet Motor,1275
INVT Servo Motor,AC Servo Motor,14970
1.5 KW Halcyon Three Phase Induction Motor,Three Phase Induction Motor,131725
5 sliding piece 800 kg Gate Motor,Electric Sliding Gate Motor,52905
Synchronous Transformer,Single Phase AC Synchronous Motor,19219
FHP Motor,FHP Motor,446
5HP Single Phase Buffing Machine Motor,Three Phase Electric Motor,52930
Motor Brakes,Motor Brakes,33323
1hp three phase ac vibration motor,Concrete Vibrator Motor,184082
Explosion Proof Motors,Explosion Proof Motors,28119
Aei/Marathon Motor Brush Holder,Carbon Brush Holder,55772
75 Hp Induction Motor,Induction Motors,10971
Squirrel Cage Motors,Squirrel Cage Motors,38675
Pneumatic Diaphragm Actuator,Pneumatic Diaphragm Actuator,183588
3 phase motor starter oil free,3 Phase Motor Starter,226794
3 phase motor starter near jodhpur oil free,3 Phase Motor Starter,226794
12 Inch 3000W Scooter Brushless DC Wheel Hub Motor Controller,Hub Motor,30337
helical geared motor 2hp,Helical Geared Motor,43308
helical geared motor 2hp near hyderabad,Helical Geared Motor,43308
deep electricals vibrator motor,Vibration Motor,2743
Single Phase Digital Motor Starter,Motor Starter,33567
motor starter spark,Motor Starter,33567
Copper Carbon Brush For Slipring Motor,Carbon Brush,903
750 rpm 1 0.18 kw marathon electric motor,Marathon Electric Motor,181116
Moving Magnetic Linear Motor,Linear Motor,17163
Abb Used Ac Motors,Used AC Motor,131724
5 In 1 Magic Brush,Electric Brushes,108128
Bonfiglioli A Series Gear Motor,Bonfiglioli Geared Motor,193153
Industrial Electric Motor,Industrial Motors,52915
High Speed Motor,High Speed Motor,30367
7.5 kw 10 hp havells induction motor,Havells Induction Motors,203370
Industrial%20Motors,Industrial Motors,52915
Industrial%20Electric Motor,Industrial Motors,52915
SIMOTICS 1FK7 1FK7043-4CH7 MOTER 1.2kW,AC Servo Motor,14970
electric motorized actuator,Electric Actuator,27216
armature of stanley sc-16,Armature,25
high power dc water motors project,Air Conditioner Motor,186009
high power dc water motors for project near badlapur,Water Motor,190484
150HP 960 RPM ELECTRIC MOTOR,Three Phase Electric Motor,52930
30HP 960 RPM ELECTRIC MOTOR,Three Phase Electric Motor,52930
600 kg sliding gate motor,Electric Sliding Gate Motor,52905
75HP Face Mounted Motor Marathon,Marathon Electric Motor,181116
high power dc motors,DC Motor,445
Switch Reluctance Motor,Reluctance Motors,36192
Tower Fan Motor,Tower Fan Motor,443716
315 KW 1450 RPM ELECTEIC MOTOR,Three Phase Electric Motor,52930
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1QB1,Synchronous Motor,18917
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RH1,Synchronous Motor,18917
three phase 1 piece 1 hp (0.75 kw) 1440 rpm 1.5 KW Sew Brake Motor,Brake Motors,21078
3 HP 3 Phase Induction Motor 100%copper Winding,Three Phase Induction Motor,131725
Refrigerator Motor,Refrigerator Motor,186074
220hp 960 rpm ELECTRIC MOTOR,Three Phase Electric Motor,52930
SIMOTICS S synchronous motor 1FK7- 1FK7103-3BC71-1QA1,Siemens Servo Motors,184102
SIMOTICS S Synchronous motor 1FK7 1FK7103-2AC71-1RH1,Siemens Servo Motors,184102
Face Mounted Motor marathon 75hp,Marathon Electric Motor,181116
Solenoid Switches,Solenoid Switches,7646
Linear Motor,Linear Motor,17163
200KW Flange Induction Motor,Induction Motors,10971
valve positioner,Valve Positioners,40629
rotex positioner,Valve Positioners,40629
AC Slip Ring Induction Motor,Slip Ring Motor,37228
4HP Single Phase Electric Motor 220-240V 50-60Hz for Air Compressor,Single Phase Electric Motor,52927
Crompton  1.5HP 2800RPM  Foot Mounted Motor,Crompton Greaves Motor,126348
Vending machine parts geair motor DC,DC Geared Motor,25556
15 hp motor,Crompton Greaves Motor,126348
VSI motor,Vertical Shaft Motor,36966
Indo Cooler Motor Silver line,Cooler Motor,52897
motor for toto,Air Conditioner Motor,186009
Motor Lamination V-4,Motor Iron Core,12273
DANFOSS ACTUATOR AME435, dévou  Actuators,4423
grinding-motor,Grinding Motor,167613
50 n 100 mm linear motor,Linear Motor,17163
Toy motor 3v,Toy Motor,39979
100 mm linear motor,Linear Motor,17163
Crompton Greaves 15HP 960RPM  Foot Mounted  Motor,Crompton Greaves Motor,126348
Crompton  2HP  2800RPM Flange Floor  Mounted  Motor,Crompton Greaves Motor,126348
solenoid switch parts,Solenoid Switch Accessories,167466
Crompton  1 HP Mini Sergeant Motor,Single Phase Motors,9484
1450 Rpm 1 Hp Motor Cg Make,Three Phase Induction Motor,131725
Motor Lamination V-4,Motor Iron Core,12273
Crompton  3HP 1440RPM  Foot Cum Flange Motor,Crompton Greaves Motor,126348
Stepper Motor Controller,Stepper Motor Controller,13374
kirloskar 10 hp 1440 rpm original motor,Kirloskar Electric Motor,185261
Single Phase Flange Mounted,Flange Motors,6408
PANASONIC MOTOR,Panasonic AC Servo Motor,187161
Worm Gearbox Motors,Worm Geared Motor,41500
Piston Nebulizer Motor,Pneumatic Motor,18228
Motor Lamination V-6,Motor Iron Core,12273
Crompton 2HP  Flange Mounted  Motor,Crompton Greaves Motor,126348
mgm brake motors,Brake Motors,21078
Crompton Single Phase 0.5 HP Flange Motor,Crompton Greaves Motor,126348
CG Make 1hp 1440 rpm Flange Mounted Brake Motor,Brake Motors,21078
200HP Abb Induction Motor,ABB Induction Motor,193239
2800 rpm foot mounted abb electric motor,Foot Mounted Motor,177266
Flameproof Dol Starter,DOL Starter,26266
Micromotor,Micromotor,167393
75 kw 100 hp induction motor,Induction Motors,10971
20hp Abb Induction Motor,ABB Induction Motor,193239
0.25 HP 1440RPM  Ft  Single Phase Double Shaft Motor,Double Shaft Motor,139590
