query,success,unique_value_count,total_key_count,raw_output,attributes_json,input_tokens,output_tokens,cost
Electric Actuator,True,1,4,"{""attributes"":[{""attribute_key"":""application"",""value"":""actuator"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""use"",""value"":""actuator"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_category"",""value"":""actuator"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""category"",""value"":""actuator"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""application"", ""value"": ""actuator"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""use"", ""value"": ""actuator"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_category"", ""value"": ""actuator"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""category"", ""value"": ""actuator"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
Hollow Shaft Rotary Encoder :Jencoder,True,2,4,"{""attributes"":[{""attribute_key"":""shaft_type"",""value"":""hollow shaft"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""shaft"",""value"":""hollow shaft"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_category"",""value"":""encoder"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""category"",""value"":""encoder"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""shaft_type"", ""value"": ""hollow shaft"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""shaft"", ""value"": ""hollow shaft"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_category"", ""value"": ""encoder"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""category"", ""value"": ""encoder"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
75 acrylic square 2 x 2 inch piece Photo print Polaroid Fridge Magnets Neodymium Acrylic,True,2,4,"{""attributes"":[{""attribute_key"":""application"",""value"":""automotive"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""use"",""value"":""automotive"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_category"",""value"":""magnet"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""category"",""value"":""magnet"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""application"", ""value"": ""automotive"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""use"", ""value"": ""automotive"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_category"", ""value"": ""magnet"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""category"", ""value"": ""magnet"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
double shaft encoder gear motor,True,2,4,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""gear motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""gear motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""shaft_type"",""value"":""dual shaft"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""shaft"",""value"":""dual shaft"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""gear motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""gear motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""shaft_type"", ""value"": ""dual shaft"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""shaft"", ""value"": ""dual shaft"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
960 rpm 1 foot mounted 15 hp three phase electric motor,True,5,12,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""power"",""value"":""15 hp"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""horsepower"",""value"":""15 hp"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""hp"",""value"":""15 hp"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""phase"",""value"":""three phase"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""supply_phase"",""value"":""three phase"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""speed"",""value"":""960 rpm"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""rpm"",""value"":""960 rpm"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""rated_speed"",""value"":""960 rpm"",""key_priority"":3,""attribute_priority"":4},{""attribute_key"":""mounting_type"",""value"":""foot mount"",""key_priority"":1,""attribute_priority"":5},{""attribute_key"":""mounting"",""value"":""foot mount"",""key_priority"":2,""attribute_priority"":5}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""power"", ""value"": ""15 hp"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""horsepower"", ""value"": ""15 hp"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""hp"", ""value"": ""15 hp"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""phase"", ""value"": ""three phase"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""supply_phase"", ""value"": ""three phase"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""speed"", ""value"": ""960 rpm"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""rpm"", ""value"": ""960 rpm"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""rated_speed"", ""value"": ""960 rpm"", ""key_priority"": 3, ""attribute_priority"": 4}, {""attribute_key"": ""mounting_type"", ""value"": ""foot mount"", ""key_priority"": 1, ""attribute_priority"": 5}, {""attribute_key"": ""mounting"", ""value"": ""foot mount"", ""key_priority"": 2, ""attribute_priority"": 5}]}",0,0,$0.000000
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-0MB0 1 kW,True,4,11,"{""attributes"":[{""attribute_key"":""brand"",""value"":""siemens"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""siemens"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""siemens"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""servo motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""servo motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""power"",""value"":""1 kw"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""kilowatt"",""value"":""1 kw"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""wattage"",""value"":""1 kw"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""model_number"",""value"":""1FK2104-6AF10-0MB0"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""part_number"",""value"":""1FK2104-6AF10-0MB0"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""model"",""value"":""1FK2104-6AF10-0MB0"",""key_priority"":3,""attribute_priority"":4}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""siemens"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""siemens"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""siemens"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""servo motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""servo motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""power"", ""value"": ""1 kw"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""kilowatt"", ""value"": ""1 kw"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""wattage"", ""value"": ""1 kw"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""model_number"", ""value"": ""1FK2104-6AF10-0MB0"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""part_number"", ""value"": ""1FK2104-6AF10-0MB0"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""model"", ""value"": ""1FK2104-6AF10-0MB0"", ""key_priority"": 3, ""attribute_priority"": 4}]}",0,0,$0.000000
Y07-59d1-17155 Stepper Motor,True,1,2,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""stepper motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""stepper motor"",""key_priority"":2,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""stepper motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""stepper motor"", ""key_priority"": 2, ""attribute_priority"": 1}]}",0,0,$0.000000
Schneider Electric BSH0703P11A2A Servo Motor,True,3,8,"{""attributes"":[{""attribute_key"":""brand"",""value"":""schneider electric"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""schneider electric"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""schneider electric"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""servo motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""servo motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""model_number"",""value"":""BSH0703P11A2A"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""part_number"",""value"":""BSH0703P11A2A"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""model"",""value"":""BSH0703P11A2A"",""key_priority"":3,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""schneider electric"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""schneider electric"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""schneider electric"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""servo motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""servo motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model_number"", ""value"": ""BSH0703P11A2A"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""part_number"", ""value"": ""BSH0703P11A2A"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""model"", ""value"": ""BSH0703P11A2A"", ""key_priority"": 3, ""attribute_priority"": 3}]}",0,0,$0.000000
bldc motor,True,2,4,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""bldc motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""bldc motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""dc motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""dc motor"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""bldc motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""bldc motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""dc motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""dc motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
double shaft gear motor,True,2,4,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""gear motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""gear motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""shaft_type"",""value"":""dual shaft"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""shaft"",""value"":""dual shaft"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""gear motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""gear motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""shaft_type"", ""value"": ""dual shaft"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""shaft"", ""value"": ""dual shaft"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
ATS22 Softstarter Repair Service,True,1,4,"{""attributes"":[{""attribute_key"":""application"",""value"":""starter"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""use"",""value"":""starter"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""product_category"",""value"":""starter"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""category"",""value"":""starter"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""application"", ""value"": ""starter"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""use"", ""value"": ""starter"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""product_category"", ""value"": ""starter"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""category"", ""value"": ""starter"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
ac bus blower motor 24 v spal,True,3,6,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""voltage"",""value"":""24v"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""supply_voltage"",""value"":""24v"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""current_type"",""value"":""ac"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""supply_type"",""value"":""ac"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""voltage"", ""value"": ""24v"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""supply_voltage"", ""value"": ""24v"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""current_type"", ""value"": ""ac"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""supply_type"", ""value"": ""ac"", ""key_priority"": 2, ""attribute_priority"": 3}]}",0,0,$0.000000
dc motor 8 watt,True,3,6,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""dc motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""dc motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""power"",""value"":""8 w"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""wattage"",""value"":""8 w"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""current_type"",""value"":""dc"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""supply_type"",""value"":""dc"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""dc motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""dc motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""power"", ""value"": ""8 w"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""wattage"", ""value"": ""8 w"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""current_type"", ""value"": ""dc"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""supply_type"", ""value"": ""dc"", ""key_priority"": 2, ""attribute_priority"": 3}]}",0,0,$0.000000
crompton-greaves-industrial-motors,True,2,5,"{""attributes"":[{""attribute_key"":""brand"",""value"":""crompton greaves"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""crompton greaves"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""crompton greaves"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""crompton greaves"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""crompton greaves"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""crompton greaves"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
bus  ac dual shaft 1330 RPM BLOWER FAN MOTOR,True,5,11,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""fan motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""fan motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""speed"",""value"":""1330 rpm"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""rpm"",""value"":""1330 rpm"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""rated_speed"",""value"":""1330 rpm"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""current_type"",""value"":""ac"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""supply_type"",""value"":""ac"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""application"",""value"":""fan"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""use"",""value"":""fan"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""shaft_type"",""value"":""dual shaft"",""key_priority"":1,""attribute_priority"":5},{""attribute_key"":""shaft"",""value"":""dual shaft"",""key_priority"":2,""attribute_priority"":5}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""fan motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""fan motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""speed"", ""value"": ""1330 rpm"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""rpm"", ""value"": ""1330 rpm"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""rated_speed"", ""value"": ""1330 rpm"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""current_type"", ""value"": ""ac"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""supply_type"", ""value"": ""ac"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""application"", ""value"": ""fan"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""use"", ""value"": ""fan"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""shaft_type"", ""value"": ""dual shaft"", ""key_priority"": 1, ""attribute_priority"": 5}, {""attribute_key"": ""shaft"", ""value"": ""dual shaft"", ""key_priority"": 2, ""attribute_priority"": 5}]}",0,0,$0.000000
air  conditioning dual shaft 1330 RPM BLOWER FAN MOTOR,True,4,9,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""fan motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""fan motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""speed"",""value"":""1330 rpm"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""rpm"",""value"":""1330 rpm"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""rated_speed"",""value"":""1330 rpm"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""application"",""value"":""fan"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""use"",""value"":""fan"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""shaft_type"",""value"":""dual shaft"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""shaft"",""value"":""dual shaft"",""key_priority"":2,""attribute_priority"":4}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""fan motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""fan motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""speed"", ""value"": ""1330 rpm"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""rpm"", ""value"": ""1330 rpm"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""rated_speed"", ""value"": ""1330 rpm"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""fan"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""use"", ""value"": ""fan"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""shaft_type"", ""value"": ""dual shaft"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""shaft"", ""value"": ""dual shaft"", ""key_priority"": 2, ""attribute_priority"": 4}]}",0,0,$0.000000
Siemens Servo Motors,True,2,5,"{""attributes"":[{""attribute_key"":""brand"",""value"":""siemens"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""siemens"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""siemens"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""servo motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""servo motor"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""siemens"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""siemens"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""siemens"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""servo motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""servo motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
Kitchen Chimney Motor,True,2,4,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""application"",""value"":""chimney"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""use"",""value"":""chimney"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""application"", ""value"": ""chimney"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""use"", ""value"": ""chimney"", ""key_priority"": 2, ""attribute_priority"": 2}]}",0,0,$0.000000
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-0MA0 2.7 kW,True,4,11,"{""attributes"":[{""attribute_key"":""brand"",""value"":""siemens"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""siemens"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""siemens"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""servo motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""servo motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""power"",""value"":""2.7 kw"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""kilowatt"",""value"":""2.7 kw"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""wattage"",""value"":""2.7 kw"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""model_number"",""value"":""1FK2106-4AF10-0MA0"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""part_number"",""value"":""1FK2106-4AF10-0MA0"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""model"",""value"":""1FK2106-4AF10-0MA0"",""key_priority"":3,""attribute_priority"":4}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""siemens"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""siemens"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""siemens"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""servo motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""servo motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""power"", ""value"": ""2.7 kw"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""kilowatt"", ""value"": ""2.7 kw"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""wattage"", ""value"": ""2.7 kw"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""model_number"", ""value"": ""1FK2106-4AF10-0MA0"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""part_number"", ""value"": ""1FK2106-4AF10-0MA0"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""model"", ""value"": ""1FK2106-4AF10-0MA0"", ""key_priority"": 3, ""attribute_priority"": 4}]}",0,0,$0.000000
Slip Ring Motor,True,1,2,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""slip ring motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""slip ring motor"",""key_priority"":2,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""slip ring motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""slip ring motor"", ""key_priority"": 2, ""attribute_priority"": 1}]}",0,0,$0.000000
Break Motor,True,1,2,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""product_type"",""value"":""motor"",""key_priority"":2,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 1}]}",0,0,$0.000000
