query,success,unique_value_count,total_key_count,raw_output,attributes_json,input_tokens,output_tokens,cost
Siemens Servo Motors,True,2,5,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""brand"",
      ""value"": ""siemens"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""manufacturer"",
      ""value"": ""siemens"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""company"",
      ""value"": ""siemens"",
      ""key_priority"": 3,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""motor_type"",
      ""value"": ""servo motor"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""servo"",
      ""value"": ""servo motor"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""siemens"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""siemens"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""siemens"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""servo motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""servo"", ""value"": ""servo motor"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2220,198,$0.001407
Kitchen Chimney Motor,True,2,4,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""Kitchen Chimney Motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""chimney_motor"",""value"":""Kitchen Chimney Motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""application"",""value"":""Kitchen Chimney"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""use"",""value"":""Kitchen Chimney"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""Kitchen Chimney Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""chimney_motor"", ""value"": ""Kitchen Chimney Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""application"", ""value"": ""Kitchen Chimney"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""use"", ""value"": ""Kitchen Chimney"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2217,1598,$0.003506
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF10-0MA0 2.7 kW,True,4,10,"{""attributes"":[{""attribute_key"":""brand"",""value"":""SIEMENS"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""SIEMENS"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""SIEMENS"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""motor_type"",""value"":""SERVO MOTOR"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""servo"",""value"":""SERVO MOTOR"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""power"",""value"":""2.7 kW"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""wattage"",""value"":""2.7 kW"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""kilowatt"",""value"":""2.7 kW"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""feature"",""value"":""brake"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""brake"",""value"":""brake"",""key_priority"":2,""attribute_priority"":4}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""SIEMENS"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""SIEMENS"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""SIEMENS"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""SERVO MOTOR"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""servo"", ""value"": ""SERVO MOTOR"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""power"", ""value"": ""2.7 kW"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""wattage"", ""value"": ""2.7 kW"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""kilowatt"", ""value"": ""2.7 kW"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""feature"", ""value"": ""brake"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""brake"", ""value"": ""brake"", ""key_priority"": 2, ""attribute_priority"": 4}]}",2247,3060,$0.005713
Slip Ring Motor,True,1,3,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""motor_type"",
      ""value"": ""slip ring motor"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""slip_ring"",
      ""value"": ""slip ring motor"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""type"",
      ""value"": ""slip ring motor"",
      ""key_priority"": 3,
      ""attribute_priority"": 1
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""slip ring motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""slip_ring"", ""value"": ""slip ring motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""slip ring motor"", ""key_priority"": 3, ""attribute_priority"": 1}]}",2219,131,$0.001306
Break Motor,True,1,2,"```json
{""attributes"":[{""attribute_key"":""motor_type"",""value"":""break motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""motor"",""value"":""break motor"",""key_priority"":2,""attribute_priority"":1}]}
```","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""break motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""motor"", ""value"": ""break motor"", ""key_priority"": 2, ""attribute_priority"": 1}]}",2218,50,$0.001184
3 phase 15hp motor starter,True,3,7,"{""attributes"":[{""attribute_key"":""phase"",""value"":""3 phase"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""phase_type"",""value"":""3 phase"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""horsepower"",""value"":""15hp"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""power"",""value"":""15hp"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""hp"",""value"":""15hp"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""motor"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""motor"",""value"":""motor"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""phase"", ""value"": ""3 phase"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""phase_type"", ""value"": ""3 phase"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""horsepower"", ""value"": ""15hp"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""power"", ""value"": ""15hp"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""hp"", ""value"": ""15hp"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""motor"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""motor"", ""value"": ""motor"", ""key_priority"": 2, ""attribute_priority"": 3}]}",2222,2416,$0.004735
DC Carbon,True,2,4,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""motor_type"",
      ""value"": ""dc motor"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""dc"",
      ""value"": ""dc motor"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""brush_type"",
      ""value"": ""carbon"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""brush_material"",
      ""value"": ""carbon"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""dc motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""dc"", ""value"": ""dc motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""brush_type"", ""value"": ""carbon"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""brush_material"", ""value"": ""carbon"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2218,159,$0.001347
external motor rotor die casting,True,3,6,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""external motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""external_motor"",""value"":""external motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""component"",""value"":""rotor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""rotor"",""value"":""rotor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""manufacturing_process"",""value"":""die casting"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""die_casting"",""value"":""die casting"",""key_priority"":2,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""external motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""external_motor"", ""value"": ""external motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""component"", ""value"": ""rotor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""rotor"", ""value"": ""rotor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""manufacturing_process"", ""value"": ""die casting"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""die_casting"", ""value"": ""die casting"", ""key_priority"": 2, ""attribute_priority"": 3}]}",2217,1286,$0.003038
c 10 micro 2900 bldc moter,True,2,4,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""model"", 
      ""value"": ""c 10 micro 2900"", 
      ""key_priority"": 1, 
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""model_number"", 
      ""value"": ""c 10 micro 2900"", 
      ""key_priority"": 2, 
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""motor_type"", 
      ""value"": ""bldc"", 
      ""key_priority"": 1, 
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""brushless_dc"", 
      ""value"": ""bldc"", 
      ""key_priority"": 2, 
      ""attribute_priority"": 2
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""model"", ""value"": ""c 10 micro 2900"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""c 10 micro 2900"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""bldc"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""brushless_dc"", ""value"": ""bldc"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2231,192,$0.001404
extra power breaker 1 power tool armature,True,4,8,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""feature"",
      ""value"": ""extra power"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""power"",
      ""value"": ""extra power"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""breaker"",
      ""value"": ""breaker"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""component"",
      ""value"": ""breaker"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""application"",
      ""value"": ""power tool"",
      ""key_priority"": 1,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""use"",
      ""value"": ""power tool"",
      ""key_priority"": 2,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""part"",
      ""value"": ""armature"",
      ""key_priority"": 1,
      ""attribute_priority"": 4
    },
    {
      ""attribute_key"": ""component"",
      ""value"": ""armature"",
      ""key_priority"": 2,
      ""attribute_priority"": 4
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""feature"", ""value"": ""extra power"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power"", ""value"": ""extra power"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""breaker"", ""value"": ""breaker"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""component"", ""value"": ""breaker"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""application"", ""value"": ""power tool"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""use"", ""value"": ""power tool"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""part"", ""value"": ""armature"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""component"", ""value"": ""armature"", ""key_priority"": 2, ""attribute_priority"": 4}]}",2225,300,$0.001563
Gear Motor,True,1,2,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""Gear Motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""gear_motor"",""value"":""Gear Motor"",""key_priority"":2,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""Gear Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""gear_motor"", ""value"": ""Gear Motor"", ""key_priority"": 2, ""attribute_priority"": 1}]}",2214,1315,$0.003080
Liquid Resistance Starter,True,1,3,"{""attributes"":[{""attribute_key"":""starter_type"",""value"":""Liquid Resistance Starter"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Liquid Resistance Starter"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""starter"",""value"":""Liquid Resistance Starter"",""key_priority"":3,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""starter_type"", ""value"": ""Liquid Resistance Starter"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Liquid Resistance Starter"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""starter"", ""value"": ""Liquid Resistance Starter"", ""key_priority"": 3, ""attribute_priority"": 1}]}",2216,968,$0.002560
a c blower motor spal,True,2,4,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""brand"",
      ""value"": ""spal"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""motor_type"",
      ""value"": ""a c blower motor"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""blower_motor"",
      ""value"": ""a c blower motor"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""ac_motor"",
      ""value"": ""a c blower motor"",
      ""key_priority"": 3,
      ""attribute_priority"": 2
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""spal"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""motor_type"", ""value"": ""a c blower motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""blower_motor"", ""value"": ""a c blower motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""ac_motor"", ""value"": ""a c blower motor"", ""key_priority"": 3, ""attribute_priority"": 2}]}",2223,171,$0.001368
1HP Single Phase Godrej Lawkim Foot Mounted,True,5,9,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""horsepower"",
      ""value"": ""1HP"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""power"",
      ""value"": ""1HP"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""phase"",
      ""value"": ""Single Phase"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""phase_type"",
      ""value"": ""Single Phase"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""brand"",
      ""value"": ""Godrej"",
      ""key_priority"": 1,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""manufacturer"",
      ""value"": ""Godrej"",
      ""key_priority"": 2,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""model"",
      ""value"": ""Lawkim"",
      ""key_priority"": 1,
      ""attribute_priority"": 4
    },
    {
      ""attribute_key"": ""mounting"",
      ""value"": ""Foot Mounted"",
      ""key_priority"": 1,
      ""attribute_priority"": 5
    },
    {
      ""attribute_key"": ""mounting_type"",
      ""value"": ""Foot Mounted"",
      ""key_priority"": 2,
      ""attribute_priority"": 5
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""horsepower"", ""value"": ""1HP"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""power"", ""value"": ""1HP"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""phase"", ""value"": ""Single Phase"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""phase_type"", ""value"": ""Single Phase"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""brand"", ""value"": ""Godrej"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""manufacturer"", ""value"": ""Godrej"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""model"", ""value"": ""Lawkim"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""mounting"", ""value"": ""Foot Mounted"", ""key_priority"": 1, ""attribute_priority"": 5}, {""attribute_key"": ""mounting_type"", ""value"": ""Foot Mounted"", ""key_priority"": 2, ""attribute_priority"": 5}]}",2228,345,$0.001632
Automatic Sliding Gate Motor,False,0,0,,,2218,3000,$0.005609
fcma soft starter,True,3,6,"```json
{
  ""attributes"": [
    {""attribute_key"": ""brand"", ""value"": ""fcma"", ""key_priority"": 1, ""attribute_priority"": 1},
    {""attribute_key"": ""manufacturer"", ""value"": ""fcma"", ""key_priority"": 2, ""attribute_priority"": 1},
    {""attribute_key"": ""company"", ""value"": ""fcma"", ""key_priority"": 3, ""attribute_priority"": 1},
    {""attribute_key"": ""product_type"", ""value"": ""soft starter"", ""key_priority"": 1, ""attribute_priority"": 2},
    {""attribute_key"": ""starter_type"", ""value"": ""soft starter"", ""key_priority"": 2, ""attribute_priority"": 2},
    {""attribute_key"": ""feature"", ""value"": ""soft"", ""key_priority"": 1, ""attribute_priority"": 3}
  ]
}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""fcma"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""fcma"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""fcma"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""soft starter"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""starter_type"", ""value"": ""soft starter"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""feature"", ""value"": ""soft"", ""key_priority"": 1, ""attribute_priority"": 3}]}",2220,189,$0.001394
three phase 1 mini dol automatic-switch,True,4,8,"{""attributes"":[{""attribute_key"":""phase"",""value"":""three phase"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""phase_type"",""value"":""three phase"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""size"",""value"":""1 mini"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""model"",""value"":""1 mini"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""starter_type"",""value"":""dol"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""starter"",""value"":""dol"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""feature"",""value"":""automatic-switch"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""control_type"",""value"":""automatic-switch"",""key_priority"":2,""attribute_priority"":4}]}","{""attributes"": [{""attribute_key"": ""phase"", ""value"": ""three phase"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""phase_type"", ""value"": ""three phase"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""size"", ""value"": ""1 mini"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""1 mini"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""starter_type"", ""value"": ""dol"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""starter"", ""value"": ""dol"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""feature"", ""value"": ""automatic-switch"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""control_type"", ""value"": ""automatic-switch"", ""key_priority"": 2, ""attribute_priority"": 4}]}",2220,6367,$0.010660
push button shutter motor,True,2,4,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""motor_type"",
      ""value"": ""shutter motor"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""type"",
      ""value"": ""shutter motor"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""control_type"",
      ""value"": ""push button"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""operation_type"",
      ""value"": ""push button"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""shutter motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""shutter motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""control_type"", ""value"": ""push button"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""operation_type"", ""value"": ""push button"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2220,163,$0.001355
SIEMENS 1LE7501‑1BB23‑5AA4,True,2,4,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""brand"",
      ""value"": ""SIEMENS"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""manufacturer"",
      ""value"": ""SIEMENS"",
      ""key_priority"": 2,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""model"",
      ""value"": ""1LE7501‑1BB23‑5AA4"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""product_code"",
      ""value"": ""1LE7501‑1BB23‑5AA4"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""SIEMENS"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""SIEMENS"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""model"", ""value"": ""1LE7501\u20111BB23\u20115AA4"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""product_code"", ""value"": ""1LE7501\u20111BB23\u20115AA4"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2235,187,$0.001398
blower-motors,True,1,1,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""blower-motors"",""key_priority"":1,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""blower-motors"", ""key_priority"": 1, ""attribute_priority"": 1}]}",2218,1865,$0.003907
Servo Motor Repairing Service,True,2,4,"{""attributes"":[{""attribute_key"":""motor_type"",""value"":""servo motor"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""servo"",""value"":""servo motor"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""service_type"",""value"":""repairing service"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""service"",""value"":""repairing service"",""key_priority"":2,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""motor_type"", ""value"": ""servo motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""servo"", ""value"": ""servo motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""service_type"", ""value"": ""repairing service"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""service"", ""value"": ""repairing service"", ""key_priority"": 2, ""attribute_priority"": 2}]}",2219,1402,$0.003213
Petrosa Starter medium 200 Grams,True,4,7,"```json
{
  ""attributes"": [
    {
      ""attribute_key"": ""brand"",
      ""value"": ""Petrosa"",
      ""key_priority"": 1,
      ""attribute_priority"": 1
    },
    {
      ""attribute_key"": ""product_type"",
      ""value"": ""Starter"",
      ""key_priority"": 1,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""type"",
      ""value"": ""Starter"",
      ""key_priority"": 2,
      ""attribute_priority"": 2
    },
    {
      ""attribute_key"": ""size"",
      ""value"": ""medium"",
      ""key_priority"": 1,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""capacity"",
      ""value"": ""medium"",
      ""key_priority"": 2,
      ""attribute_priority"": 3
    },
    {
      ""attribute_key"": ""weight"",
      ""value"": ""200 Grams"",
      ""key_priority"": 1,
      ""attribute_priority"": 4
    },
    {
      ""attribute_key"": ""net_weight"",
      ""value"": ""200 Grams"",
      ""key_priority"": 2,
      ""attribute_priority"": 4
    }
  ]
}
```","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Petrosa"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""product_type"", ""value"": ""Starter"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""type"", ""value"": ""Starter"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""size"", ""value"": ""medium"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""capacity"", ""value"": ""medium"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""weight"", ""value"": ""200 Grams"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""net_weight"", ""value"": ""200 Grams"", ""key_priority"": 2, ""attribute_priority"": 4}]}",2227,273,$0.001523
automatic switch,True,1,3,"{""attributes"":[{""attribute_key"":""switch_type"",""value"":""automatic"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""automatic"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""switch_category"",""value"":""automatic"",""key_priority"":3,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""switch_type"", ""value"": ""automatic"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""automatic"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""switch_category"", ""value"": ""automatic"", ""key_priority"": 3, ""attribute_priority"": 1}]}",2215,767,$0.002258
