success,query,attr_count,isq_list,isq_pipe,error,request_number,raw_output
False,solid phase extraction system 400 v,0,[],,'NoneType' object has no attribute 'strip',95,
True,10 ton metal refining plant cast iron body,3,"['10 ton:capacity:specification', 'metal refining plant:product:specification', 'cast iron:body material:specification']",10 ton:capacity:specification | metal refining plant:product:specification | cast iron:body material:specification,,96,"[""10 ton:capacity:specification"", ""metal refining plant:product:specification"", ""cast iron:body material:specification""]"
False,"rice bran extraction plant machine specifications - brand: swaraj, capacity: 10 tpd, voltage: 220 v, phase: 3 phase, body material: stainless steel, automation: semi-automatic",0,[],,'NoneType' object has no attribute 'strip',97,
True,silver refining plant with 10 kw power 380 v,3,"['silver refining plant:product:specification', '10 kw:power:specification', '380 v:voltage:specification']",silver refining plant:product:specification | 10 kw:power:specification | 380 v:voltage:specification,,98,"[""silver refining plant:product:specification"", ""10 kw:power:specification"", ""380 v:voltage:specification""]"
False,rajco semi-automatic extruder machine,0,[],,'NoneType' object has no attribute 'strip',99,
False,"unique automatic bitumen extractor, 1000 liter, 230 v, 3 phase",0,[],,'NoneType' object has no attribute 'strip',100,
True,ldpe blown film machine 240 v 50/60 hz,4,"['""ldpe:product type:specification""', '""blown film machine:machine type:specification""', '""240 v:voltage:specification""', '""50/60 hz:frequency:specification""']","""ldpe:product type:specification"" | ""blown film machine:machine type:specification"" | ""240 v:voltage:specification"" | ""50/60 hz:frequency:specification""",,101,"Based on the patterns in the training data and the specific query, here is the extracted attribute list:

```python
[
    ""ldpe:product type:specification"",
    ""blown film machine:machine type:specification"",
    ""240 v:voltage:specification"",
    ""50/60 hz:frequency:specification""
]
```"
False,50 kg/hr fully automatic xlpe cable extruder 240 v 3 phase aluminium body,0,[],,'NoneType' object has no attribute 'strip',102,
False,"looking for automatic metal recovery plant with specifications: capacity 5 kg/hr, voltage 440 v, phase three phase, body material aluminium, application recycling",0,[],,'NoneType' object has no attribute 'strip',103,
False,solvent extraction plant 415 v 1 phase,0,[],,'NoneType' object has no attribute 'strip',104,
True,"gold star semi-automatic solvent extraction plant, 1000 liter, 480 v, single phase",6,"['""gold star:brand:specification""', '""semi-automatic:automation grade:specification""', '""solvent extraction plant:product:specification""', '""1000 liter:capacity:specification""', '""480 v:voltage:specification""', '""single phase:phase:specification""']","""gold star:brand:specification"" | ""semi-automatic:automation grade:specification"" | ""solvent extraction plant:product:specification"" | ""1000 liter:capacity:specification"" | ""480 v:voltage:specification"" | ""single phase:phase:specification""",,105,"Based on the patterns in the training data and the specific query, here is the extracted attribute list:

```python
[
    ""gold star:brand:specification"",
    ""semi-automatic:automation grade:specification"",
    ""solvent extraction plant:product:specification"",
    ""1000 liter:capacity:specification"",
    ""480 v:voltage:specification"",
    ""single phase:phase:specification""
]
```"
False,teknik multi layer extruder 10 ton,0,[],,'NoneType' object has no attribute 'strip',106,
True,pvc body co-rotating twin screw extruder with 200 kg/hr capacity and 400 v voltage,6,"['pvc:body material:specification', 'co-rotating:screw type:specification', 'twin screw:design:specification', 'extruder:product:specification', '200 kg/hr:capacity:specification', '400 v:voltage:specification']",pvc:body material:specification | co-rotating:screw type:specification | twin screw:design:specification | extruder:product:specification | 200 kg/hr:capacity:specification | 400 v:voltage:specification,,107,"[""pvc:body material:specification"", ""co-rotating:screw type:specification"", ""twin screw:design:specification"", ""extruder:product:specification"", ""200 kg/hr:capacity:specification"", ""400 v:voltage:specification""]"
True,wire extruder 220 v,2,"['wire extruder:product:specification', '220 v:voltage:specification']",wire extruder:product:specification | 220 v:voltage:specification,,108,"[""wire extruder:product:specification"", ""220 v:voltage:specification""]"
True,centrifuge extractor with 15 hp power 240 v,3,"['centrifuge extractor:product:specification', '15 hp:power:specification', '240 v:voltage:specification']",centrifuge extractor:product:specification | 15 hp:power:specification | 240 v:voltage:specification,,109,"[""centrifuge extractor:product:specification"", ""15 hp:power:specification"", ""240 v:voltage:specification""]"
False,kabra solvent extraction plant 1000 kg/hr,0,[],,'NoneType' object has no attribute 'strip',110,
True,500 liter semi-automatic tube extrusion machine,4,"['500 liter:capacity:specification', 'semi-automatic:automation grade:specification', 'tube:product type:specification', 'extrusion machine:machine type:specification']",500 liter:capacity:specification | semi-automatic:automation grade:specification | tube:product type:specification | extrusion machine:machine type:specification,,111,"[""500 liter:capacity:specification"", ""semi-automatic:automation grade:specification"", ""tube:product type:specification"", ""extrusion machine:machine type:specification""]"
False,solvent extraction plant,0,[],,'NoneType' object has no attribute 'strip',112,
False,pet extruder 380 v single phase,0,[],,'NoneType' object has no attribute 'strip',113,
False,titanium body aluminium extrusion plant 1 tpd,0,[],,'NoneType' object has no attribute 'strip',114,
True,1 tpd automatic polymer extruder,4,"['1 tpd:capacity:specification', 'automatic:automation grade:specification', 'polymer:material to be extruded:specification', 'extruder:product:specification']",1 tpd:capacity:specification | automatic:automation grade:specification | polymer:material to be extruded:specification | extruder:product:specification,,115,"[""1 tpd:capacity:specification"", ""automatic:automation grade:specification"", ""polymer:material to be extruded:specification"", ""extruder:product:specification""]"
False,co-rotating twin screw extruder with 2 kw power 440 v,0,[],,'NoneType' object has no attribute 'strip',116,
False,ss twin screw extruder,0,[],,'NoneType' object has no attribute 'strip',117,
True,ss xlpe cable extruder 150 kg/hr capacity,4,"['[""ss:body material:specification""', '""xlpe:product type:specification""', '""cable extruder:product:specification""', '""150 kg/hr:capacity:specification""]']","[""ss:body material:specification"" | ""xlpe:product type:specification"" | ""cable extruder:product:specification"" | ""150 kg/hr:capacity:specification""]",,118,"Based on the patterns in the training data, here is the extracted attribute list:

```python
[""ss:body material:specification"", ""xlpe:product type:specification"", ""cable extruder:product:specification"", ""150 kg/hr:capacity:specification""]
```"
True,50 kg semi-automatic hydro extractor,2,"['""semi-automatic:automation grade:specification""', '""hydro extractor:product:specification""]']","""semi-automatic:automation grade:specification"" | ""hydro extractor:product:specification""]",,119,"Based on the patterns in the training data, here is the attribute extraction for the query:

Query: ""50 kg semi-automatic hydro extractor""
Output: [""50 kg:capacity:specification"", ""semi-automatic:automation grade:specification"", ""hydro extractor:product:specification""]"
True,10 ton monolayer extruder ss 304 body,4,"['10 ton:capacity:specification', 'monolayer:machine type:specification', 'extruder:product:specification', 'ss 304:body material:specification']",10 ton:capacity:specification | monolayer:machine type:specification | extruder:product:specification | ss 304:body material:specification,,120,"[""10 ton:capacity:specification"", ""monolayer:machine type:specification"", ""extruder:product:specification"", ""ss 304:body material:specification""]"
False,"eureka automatic zinc recovery unit machine with 200 kg/hr capacity, 400 v voltage, three phase, ss 304 body, suitable for agricultural",0,[],,'NoneType' object has no attribute 'strip',121,
False,cable extruder 380 v 50/60 hz,0,[],,'NoneType' object has no attribute 'strip',122,
False,gold refinery plant,0,[],,'NoneType' object has no attribute 'strip',123,
True,automatic zinc recovery unit 400 v,3,"['automatic:automation grade:specification', 'zinc recovery unit:product:specification', '400 v:voltage:specification']",automatic:automation grade:specification | zinc recovery unit:product:specification | 400 v:voltage:specification,,124,"[""automatic:automation grade:specification"", ""zinc recovery unit:product:specification"", ""400 v:voltage:specification""]"
False,"industrial grade fully automatic metal refining plant with twin screw design, 10 kg capacity, operating voltage 480 v, single phase, mild steel body material",0,[],,'NoneType' object has no attribute 'strip',125,
False,1 ton semi-automatic gold refining machine,0,[],,'NoneType' object has no attribute 'strip',126,
False,industrial cable extruder eureka 5 tpd 230 v manual,0,[],,'NoneType' object has no attribute 'strip',127,
False,200 liter semi-automatic lab extruder 380 v 3 phase pp body,0,[],,'NoneType' object has no attribute 'strip',128,
False,hdpe sheet extruder 5 tpd capacity,0,[],,'NoneType' object has no attribute 'strip',129,
False,"industrial grade manual xlpe cable extruder with co-rotating design, 20 tpd capacity, operating voltage 415 v, single phase, aluminium body material",0,[],,'NoneType' object has no attribute 'strip',130,
True,pvc gold refinery plant 1000 kg/hr capacity,3,"['[""pvc:body material:specification""', '""gold refinery plant:product:specification""', '""1000 kg/hr:capacity:specification""]']","[""pvc:body material:specification"" | ""gold refinery plant:product:specification"" | ""1000 kg/hr:capacity:specification""]",,131,"Based on the patterns in the training data, here is the extracted attribute list:

```python
[""pvc:body material:specification"", ""gold refinery plant:product:specification"", ""1000 kg/hr:capacity:specification""]
```"
True,film extrusion machine 480 v,2,"['film extrusion machine:product:specification', '480 v:voltage:specification']",film extrusion machine:product:specification | 480 v:voltage:specification,,132,"[""film extrusion machine:product:specification"", ""480 v:voltage:specification""]"
True,30 kg monolayer extruder titanium body,4,"['30 kg:capacity:specification', 'monolayer:machine type:specification', 'extruder:product:specification', 'titanium:body material:specification']",30 kg:capacity:specification | monolayer:machine type:specification | extruder:product:specification | titanium:body material:specification,,133,"[""30 kg:capacity:specification"", ""monolayer:machine type:specification"", ""extruder:product:specification"", ""titanium:body material:specification""]"
False,jockey extruder,0,[],,'NoneType' object has no attribute 'strip',134,
False,silver refining plant 415 v,0,[],,'NoneType' object has no attribute 'strip',135,
True,"manual stainless steel pvc pipe extruder, capacity: 25 kg, voltage: 400 v, phase: 1 phase",8,"['[""manual:automation grade:specification""', '""stainless steel:body material:specification""', '""pvc:material to be extruded:specification""', '""pipe:product type:specification""', '""extruder:machine type:specification""', '""25 kg:capacity:specification""', '""400 v:voltage:specification""', '""1 phase:phase:specification""]']","[""manual:automation grade:specification"" | ""stainless steel:body material:specification"" | ""pvc:material to be extruded:specification"" | ""pipe:product type:specification"" | ""extruder:machine type:specification"" | ""25 kg:capacity:specification"" | ""400 v:voltage:specification"" | ""1 phase:phase:specification""]",,136,"Based on the patterns in the training data and the specific query provided, here is the extracted attribute list:

```python
[""manual:automation grade:specification"", ""stainless steel:body material:specification"", ""pvc:material to be extruded:specification"", ""pipe:product type:specification"", ""extruder:machine type:specification"", ""25 kg:capacity:specification"", ""400 v:voltage:specification"", ""1 phase:phase:specification""]
```"
True,"eureka semi-automatic solvent extraction plant, 50 tpd, 440 v, single phase",6,"['eureka:brand:specification', 'semi-automatic:automation grade:specification', 'solvent extraction plant:product:specification', '50 tpd:capacity:specification', '440 v:voltage:specification', 'single phase:phase:specification']",eureka:brand:specification | semi-automatic:automation grade:specification | solvent extraction plant:product:specification | 50 tpd:capacity:specification | 440 v:voltage:specification | single phase:phase:specification,,137,"[""eureka:brand:specification"", ""semi-automatic:automation grade:specification"", ""solvent extraction plant:product:specification"", ""50 tpd:capacity:specification"", ""440 v:voltage:specification"", ""single phase:phase:specification""]"
True,ss 316 oleoresin extraction plant 250 kg/hr capacity,3,"['[""ss 316:body material:specification""', '""oleoresin extraction plant:product:specification""', '""250 kg/hr:capacity:specification""]']","[""ss 316:body material:specification"" | ""oleoresin extraction plant:product:specification"" | ""250 kg/hr:capacity:specification""]",,138,"Based on the patterns in the training data and the specific query, here is the extracted attribute list:

```python
[""ss 316:body material:specification"", ""oleoresin extraction plant:product:specification"", ""250 kg/hr:capacity:specification""]
```"
False,"gold star semi-automatic pet extruder, 1 tpd, 380 v, single phase",0,[],,'NoneType' object has no attribute 'strip',139,
True,extruder machine 380 v,2,"['extruder machine:product:specification', '380 v:voltage:specification']",extruder machine:product:specification | 380 v:voltage:specification,,140,"[""extruder machine:product:specification"", ""380 v:voltage:specification""]"
False,"industrial grade automatic metal refining plant with parallel design, 1000 liter capacity, operating voltage 230 v, single phase, cast iron body material",0,[],,'NoneType' object has no attribute 'strip',141,
False,hdpe extruder machine 300 kg/hr output 230 v 3 phase pp,0,[],,'NoneType' object has no attribute 'strip',142,
False,cast iron body polymer extruder with 100 kg/hr capacity and 440 v voltage,0,[],,'NoneType' object has no attribute 'strip',143,
False,twin screw xlpe cable extruder 150 kg/hr manual 440 v,0,[],,'NoneType' object has no attribute 'strip',144,
False,unique plastic extruder,0,[],,'NoneType' object has no attribute 'strip',145,
True,jockey extruder for chemical industries 200 kg/hr,3,"['jockey extruder:product:specification', 'chemical industries:usage/application:specification', '200 kg/hr:capacity:specification']",jockey extruder:product:specification | chemical industries:usage/application:specification | 200 kg/hr:capacity:specification,,146,"[""jockey extruder:product:specification"", ""chemical industries:usage/application:specification"", ""200 kg/hr:capacity:specification""]"
True,"foam extruder - unique make, 100 kg/hr, pp, 1 phase",5,"['[""foam extruder:product:specification""', '""unique:brand:specification""', '""100 kg/hr:capacity:specification""', '""pp:material to be extruded:specification""', '""1 phase:phase:specification""]']","[""foam extruder:product:specification"" | ""unique:brand:specification"" | ""100 kg/hr:capacity:specification"" | ""pp:material to be extruded:specification"" | ""1 phase:phase:specification""]",,147,"Based on the patterns in the training data and the specific query, here is the extracted attribute list:

```python
[""foam extruder:product:specification"", ""unique:brand:specification"", ""100 kg/hr:capacity:specification"", ""pp:material to be extruded:specification"", ""1 phase:phase:specification""]
```"
False,industrial co-rotating twin screw extruder prism 200 kg/hr 240 v fully automatic,0,[],,'NoneType' object has no attribute 'strip',148,
False,"industrial grade semi-automatic ldpe blown film machine with conical design, 1000 kg/hr capacity, operating voltage 440 v, 3 phase, ss 304 body material",0,[],,'NoneType' object has no attribute 'strip',149,
True,1000 liter solid phase extraction system pp body,3,"['1000 liter:capacity:specification', 'solid phase extraction system:product:specification', 'pp:body material:specification']",1000 liter:capacity:specification | solid phase extraction system:product:specification | pp:body material:specification,,150,"[""1000 liter:capacity:specification"", ""solid phase extraction system:product:specification"", ""pp:body material:specification""]"
True,gold star multi layer extruder,3,"['gold star:brand:specification', 'multi layer:machine type:specification', 'extruder:product:specification']",gold star:brand:specification | multi layer:machine type:specification | extruder:product:specification,,151,"[""gold star:brand:specification"", ""multi layer:machine type:specification"", ""extruder:product:specification""]"
False,"automatic aluminium oleoresin extraction plant, capacity: 1000 kg/hr, voltage: 240 v, phase: three phase",0,[],,'NoneType' object has no attribute 'strip',152,
False,"rajco fully automatic gold refinery plant machine with 100 kg capacity, 230 v voltage, 3 phase, pp body, suitable for packaging",0,[],,'NoneType' object has no attribute 'strip',153,
False,rajco automatic liquid extraction system,0,[],,'NoneType' object has no attribute 'strip',154,
False,titanium body epe foam extruder 1000 liter,0,[],,'NoneType' object has no attribute 'strip',155,
False,tube extrusion machine single screw design 100 tpd,0,[],,'NoneType' object has no attribute 'strip',156,
False,pp body wpc extruder 25 kg/hr,0,[],,'NoneType' object has no attribute 'strip',157,
True,co-rotating twin screw extruder for pharmaceutical 5 tpd,5,"['co-rotating:screw type:specification', 'twin screw:design:specification', 'extruder:product:specification', 'pharmaceutical:usage/application:specification', '5 tpd:capacity:specification']",co-rotating:screw type:specification | twin screw:design:specification | extruder:product:specification | pharmaceutical:usage/application:specification | 5 tpd:capacity:specification,,158,"[""co-rotating:screw type:specification"", ""twin screw:design:specification"", ""extruder:product:specification"", ""pharmaceutical:usage/application:specification"", ""5 tpd:capacity:specification""]"
False,automatic foam extruder 380 v,0,[],,'NoneType' object has no attribute 'strip',159,
False,twin screw extruder with 5 kw power 480 v,0,[],,'NoneType' object has no attribute 'strip',160,
False,conical co-rotating twin screw extruder 10 tpd fully automatic 220 v,0,[],,'NoneType' object has no attribute 'strip',161,
False,"automatic zinc recovery unit for plastic processing, capacity: 10 kg, power: 3 hp",0,[],,'NoneType' object has no attribute 'strip',162,
False,"aluminium extrusion plant machine specifications - brand: mahindra, capacity: 500 kg/hr, voltage: 400 v, phase: 1 phase, body material: ss 304, automation: semi-automatic",0,[],,'NoneType' object has no attribute 'strip',163,
False,cable extruder for laboratory 200 liter,0,[],,'NoneType' object has no attribute 'strip',164,
False,rajco blown film extrusion machine,0,[],,HTTP 400,165,
False,"twin screw extruder - conical design, 200 kg/hr output, 230 v, 1 phase, aluminium construction, swaraj brand, automatic operation",0,[],,HTTP 400,166,
False,"automatic stainless steel tube extrusion machine, capacity: 5 ton, voltage: 220 v, phase: single phase",0,[],,HTTP 400,167,
False,50 kg 1 phase basket extruder,0,[],,HTTP 400,168,
False,automatic jockey extruder 220 v,0,[],,HTTP 400,169,
False,new pipe extrusion machine,0,[],,HTTP 400,170,
False,250 kg/hr extruder machine cast iron body,0,[],,HTTP 400,171,
False,300 kg/hr semi-automatic pvc extruder,0,[],,HTTP 400,172,
False,automatic oleoresin extraction plant,0,[],,HTTP 400,173,
False,semi-automatic solid phase extraction system,0,[],,HTTP 400,174,
False,"looking for automatic twin screw extruder with specifications: capacity 500 tpd, voltage 220 v, phase 1 phase, body material mild steel, application laboratory",0,[],,HTTP 400,175,
False,1000 liter fully automatic lab extruder,0,[],,HTTP 400,176,
False,pvc epe foam extruder 50 kg capacity,0,[],,HTTP 400,177,
False,mild steel xlpe cable extruder 5 ton capacity,0,[],,HTTP 400,178,
False,"automatic ms curcumin extraction plant, capacity: 200 tpd, voltage: 415 v, phase: three phase",0,[],,HTTP 400,179,
False,pvc oleoresin extraction plant 200 kg capacity,0,[],,HTTP 400,180,
False,"teknik semi-automatic lab extruder machine with 300 kg/hr capacity, 415 v voltage, 1 phase, cast iron body, suitable for plastic processing",0,[],,HTTP 400,181,
False,single die extruder twin screw design 200 kg/hr,0,[],,HTTP 400,182,
False,fully automatic ss 304 zinc recovery unit,0,[],,HTTP 400,183,
False,automatic basket extruder,0,[],,HTTP 400,184,
False,metal recovery plant with 15 hp power 230 v,0,[],,HTTP 400,185,
False,semi-automatic pvc pipe extruder,0,[],,HTTP 400,186,
False,"unique semi-automatic zinc recovery unit machine with 200 kg capacity, 400 v voltage, three phase, mild steel body, suitable for wire & cable",0,[],,HTTP 400,187,
False,"multi layer extruder - conical design, 1000 kg/hr output, 230 v, three phase, pp construction, swaraj brand, manual operation",0,[],,HTTP 400,188,
False,"gold star semi-automatic aluminium extrusion plant, 25 kg, 380 v, 1 phase",0,[],,HTTP 400,189,
False,fully automatic epe foam extruder 400 v,0,[],,HTTP 400,190,
False,"semi-automatic jockey extruder for plastic processing, capacity: 1000 liter, power: 10 kw",0,[],,HTTP 400,191,
False,"popular make fully automatic extruder machine, production capacity: 50 kg/hr, voltage: 230 v, phase: 1 phase, material: aluminium, power: 10 hp",0,[],,HTTP 400,192,
False,semi-automatic aluminium oil extraction plant,0,[],,HTTP 400,193,
False,wire extruder 400 v single phase,0,[],,HTTP 400,194,
False,"semi-automatic rice bran extraction plant for recycling applications, 1 ton capacity, 440 v voltage rating, three phase power supply, pp body",0,[],,HTTP 400,195,
False,pp body multi layer extruder 50 ton,0,[],,HTTP 400,196,
False,"pipe extrusion machine for research use, 500 ton, 220 v, teknik brand",0,[],,HTTP 400,197,
False,unique centrifuge extractor 200 liter,0,[],,HTTP 400,198,
False,cast iron body hydro extractor 100 ton,0,[],,HTTP 400,199,
False,industrial oleoresin extraction plant rajco 500 kg 415 v semi-automatic,0,[],,HTTP 400,200,
False,labh group copper extraction plant 50 kg/hr,0,[],,HTTP 400,201,
False,"single die extruder for plastic processing use, 250 kg/hr, 440 v, mahindra brand",0,[],,HTTP 400,202,
False,automatic multi layer extruder 440 v,0,[],,HTTP 400,203,
False,xlpe cable extruder with 1 kw power 400 v,0,[],,HTTP 400,204,
False,"automatic titanium solid phase extraction system, capacity: 100 ton, voltage: 220 v, phase: 3 phase",0,[],,HTTP 400,205,
False,"pvc extruder - popular make, 1000 kg/hr, cast iron, 1 phase",0,[],,HTTP 400,206,
False,"semi-automatic stainless steel lab extruder, capacity: 250 kg/hr, voltage: 480 v, phase: single phase",0,[],,HTTP 400,207,
False,swaraj centrifuge extractor 200 liter,0,[],,HTTP 400,208,
False,cable extruder for pharmaceutical 50 kg,0,[],,HTTP 400,209,
False,cast iron xlpe cable extruder 10 kg/hr capacity,0,[],,HTTP 400,210,
False,automatic ss 304 plastic extruder,0,[],,HTTP 400,211,
False,hdpe oil extraction plant 30 kg capacity,0,[],,HTTP 400,212,
False,"oil extraction plant - mahindra make, 500 kg, aluminium, 1 phase",0,[],,HTTP 400,213,
False,pvc pipe extruder 7.5 hp motor 200 liter,0,[],,HTTP 400,214,
False,50 kg semi-automatic double die extruder 220 v 1 phase ms body,0,[],,HTTP 400,215,
False,metal recovery plant for agricultural,0,[],,HTTP 400,216,
False,stainless steel mother baby extruder,0,[],,HTTP 400,217,
False,plastic extruder 480 v 50/60 hz,0,[],,HTTP 400,218,
False,industrial wpc extruder eureka 750 kg/hr 400 v fully automatic,0,[],,HTTP 400,219,
False,semi-automatic tube extrusion machine,0,[],,HTTP 400,220,
False,automatic tube extrusion machine 240 v,0,[],,HTTP 400,221,
False,multi layer extruder for plastic processing 10 kg/hr,0,[],,HTTP 400,222,
False,"manual hdpe extruder for plastic processing applications, 100 tpd capacity, 380 v voltage rating, single phase power supply, ss body",0,[],,HTTP 400,223,
False,solvent extraction plant machine 20 tpd output 480 v 3 phase ms,0,[],,HTTP 400,224,
False,semi-automatic plastic recycling extruder,0,[],,HTTP 400,225,
False,"pet extruder for research use, 150 kg/hr, 400 v, prism brand",0,[],,HTTP 400,226,
False,20 kg curcumin extraction plant pvc body,0,[],,HTTP 400,227,
False,"oleoresin extraction plant - rajco make, 100 liter, pvc, 3 phase",0,[],,HTTP 400,228,
False,"oil extraction plant - conical design, 5 ton output, 415 v, 1 phase, stainless steel construction, gold star brand, semi-automatic operation",0,[],,HTTP 400,229,
False,semi-automatic aba blown film machine,0,[],,HTTP 400,230,
False,500 tpd fully automatic basket extruder,0,[],,HTTP 400,231,
False,rajco oleoresin extraction plant 10 ton,0,[],,HTTP 400,232,
False,ss copper extraction plant 50 tpd capacity,0,[],,HTTP 400,233,
False,"co-rotating twin screw extruder - single screw design, 20 tpd output, 230 v, 3 phase, ss 304 construction, prism brand, fully automatic operation",0,[],,HTTP 400,234,
False,used pvc extruder,0,[],,HTTP 400,235,
False,"looking for fully automatic conical twin screw extruder with specifications: capacity 50 kg, voltage 240 v, phase single phase, body material titanium, application plastic processing",0,[],,HTTP 400,236,
False,pvc body polymer extruder 200 kg,0,[],,HTTP 400,237,
False,100 kg 3 phase hdpe extruder,0,[],,HTTP 400,238,
False,"automatic curcumin extraction plant for wire & cable, capacity: 100 tpd, power: 2 kw",0,[],,HTTP 400,239,
False,"industrial grade semi-automatic liquid extraction system with single screw design, 250 kg/hr capacity, operating voltage 220 v, 1 phase, cast iron body material",0,[],,HTTP 400,240,
False,ldpe blown film machine 480 v,0,[],,HTTP 400,241,
False,refurbished conical twin screw extruder,0,[],,HTTP 400,242,
False,"manual pvc pipe extruder for pharmaceutical applications, 200 kg/hr capacity, 440 v voltage rating, single phase power supply, titanium body",0,[],,HTTP 400,243,
False,10 kg/hr ldpe blown film machine,0,[],,HTTP 400,244,
False,gold refinery plant for packaging,0,[],,HTTP 400,245,
False,jockey extruder with 50 kw power 380 v,0,[],,HTTP 400,246,
False,10 kg/hr 3 phase jockey extruder,0,[],,HTTP 400,247,
False,"solid phase extraction system - laxmi make, 250 kg/hr, stainless steel, single phase",0,[],,HTTP 400,248,
False,centrifuge extractor single screw design 20 tpd,0,[],,HTTP 400,249,
False,industrial copper extraction plant rajco 100 liter 400 v semi-automatic,0,[],,HTTP 400,250,
False,10 kg semi-automatic oil extraction plant 400 v three phase pvc body,0,[],,HTTP 400,251,
False,semi-automatic hdpe extruder,0,[],,HTTP 400,252,
False,used oleoresin extraction plant,0,[],,HTTP 400,253,
False,"pet extruder for wire & cable use, 200 kg, 400 v, laxmi brand",0,[],,HTTP 400,254,
False,industrial epe foam extruder rajco 10 ton 230 v manual,0,[],,HTTP 400,255,
False,"high quality automatic hdpe extruder twin screw type, 20 tpd, 380 v supply, 1 phase, mild steel body, laxmi brand for food processing",0,[],,HTTP 400,256,
False,industrial herbal extraction plant swaraj 200 liter 380 v semi-automatic,0,[],,HTTP 400,257,
False,semi-automatic gold refining machine,0,[],,HTTP 400,258,
False,mother baby extruder 230 v 60 hz,0,[],,HTTP 400,259,
False,"industrial grade fully automatic monolayer extruder with single screw design, 50 tpd capacity, operating voltage 480 v, 1 phase, ss body material",0,[],,HTTP 400,260,
False,lab extruder for recycling,0,[],,HTTP 400,261,
False,fully automatic hdpe pvc pipe extruder,0,[],,HTTP 400,262,
False,fully automatic pvc pipe extruder 230 v,0,[],,HTTP 400,263,
False,new blown film extrusion machine,0,[],,HTTP 400,264,
False,foam extruder 3 hp motor 25 kg/hr,0,[],,HTTP 400,265,
False,500 kg/hr pp extruder,0,[],,HTTP 400,266,
False,fully automatic plastic extruder,0,[],,HTTP 400,267,
False,polymer extruder 480 v,0,[],,HTTP 400,268,
False,mild steel solid phase extraction system 50 ton capacity,0,[],,HTTP 400,269,
False,manual pvc extruder 440 v,0,[],,HTTP 400,270,
False,industrial foam extruder turbo 20 tpd 415 v fully automatic,0,[],,HTTP 400,271,
False,co-rotating twin screw extruder for pharmaceutical,0,[],,HTTP 400,272,
False,"jockey extruder - twin screw design, 750 kg/hr output, 380 v, 3 phase, stainless steel construction, unique brand, semi-automatic operation",0,[],,HTTP 400,273,
False,aba blown film machine 20 hp motor 100 liter,0,[],,HTTP 400,274,
False,"sheet extruder - twin screw design, 10 ton output, 415 v, three phase, stainless steel construction, unique brand, semi-automatic operation",0,[],,HTTP 400,275,
False,cable extruder 440 v,0,[],,HTTP 400,276,
False,"unique automatic wpc extruder, 200 kg, 230 v, three phase",0,[],,HTTP 400,277,
False,"polymer extruder - kabra make, 150 kg/hr, aluminium, 1 phase",0,[],,HTTP 400,278,
False,zinc recovery unit 220 v 50/60 hz,0,[],,HTTP 400,279,
False,new basket extruder,0,[],,HTTP 400,280,
False,"semi-automatic single die extruder for research, capacity: 10 kg, power: 50 hp",0,[],,HTTP 400,281,
False,pp body silver refining plant 25 kg,0,[],,HTTP 400,282,
False,"bitumen extractor for food processing use, 1000 liter, 480 v, gold star brand",0,[],,HTTP 400,283,
False,fully automatic pipe extrusion machine,0,[],,HTTP 400,284,
False,500 kg/hr metal refining plant,0,[],,HTTP 400,285,
False,industrial centrifuge extractor swaraj 10 ton 240 v automatic,0,[],,HTTP 400,286,
False,used herbal extraction plant,0,[],,HTTP 400,287,
False,"manual silver refinery machine for research applications, 5 kg capacity, 380 v voltage rating, single phase power supply, stainless steel body",0,[],,HTTP 400,288,
False,stainless steel body foam extruder with 50 tpd capacity and 240 v voltage,0,[],,HTTP 400,289,
False,ss 316 body centrifuge extractor with 5 tpd capacity and 400 v voltage,0,[],,HTTP 400,290,
False,"fully automatic pvc multi layer extruder, capacity: 20 tpd, voltage: 400 v, phase: three phase",0,[],,HTTP 400,291,
False,refurbished polymer extruder,0,[],,HTTP 400,292,
False,refurbished xlpe cable extruder,0,[],,HTTP 400,293,
False,"gold refining machine - labh group make, 100 kg, pp, single phase",0,[],,HTTP 400,294,
False,gold refining machine 440 v,0,[],,HTTP 400,295,
False,cable extruder single screw design 25 kg,0,[],,HTTP 400,296,
False,"manual mild steel pvc extruder, capacity: 500 kg/hr, voltage: 380 v, phase: 3 phase",0,[],,HTTP 400,297,
False,"fully automatic ldpe blown film machine for packaging applications, 1 tpd capacity, 220 v voltage rating, single phase power supply, ms body",0,[],,HTTP 400,298,
False,"semi-automatic centrifuge extractor for chemical industries, capacity: 200 kg/hr, power: 2 hp",0,[],,HTTP 400,299,
False,film extrusion machine,0,[],,HTTP 400,300,
False,twin screw metal recovery plant 750 kg/hr semi-automatic 230 v,0,[],,HTTP 400,301,
False,teknik fully automatic jockey extruder,0,[],,HTTP 400,302,
False,popular basket extruder 500 kg,0,[],,HTTP 400,303,
False,industrial silver refinery machine laxmi 5 ton 400 v automatic,0,[],,HTTP 400,304,
False,twin screw twin screw extruder 1000 liter fully automatic 480 v,0,[],,HTTP 400,305,
False,"high quality fully automatic basket extruder parallel type, 1000 kg/hr, 240 v supply, 3 phase, aluminium body, eureka brand for chemical industries",0,[],,HTTP 400,306,
False,"fully automatic wire extruder for research, capacity: 100 tpd, power: 2 kw",0,[],,HTTP 400,307,
False,cast iron hdpe extruder,0,[],,HTTP 400,308,
