query,ground_truth_count,qmeans_count,gemini_count,gemma_count,ground_truth_attrs,qmeans_attrs,gemini_attrs,gemma_attrs,GT_ATTR1_KEY,GT_ATTR1_VAL,QM_ATTR1_KEY,QM_ATTR1_VAL,GM_ATTR1_KEY,GM_ATTR1_VAL,GM_ATTR2_KEY,GM_ATTR2_VAL,QM_vs_GN_ATTR1_KEY_FOUND,QM_vs_GN_ATTR1_VAL_MATCH,QM_vs_GN_ATTR2_KEY_FOUND,QM_vs_GN_ATTR2_VAL_MATCH,QM_vs_GN_ATTR3_KEY_FOUND,QM_vs_GN_ATTR3_VAL_MATCH,QM_vs_GN_ATTR4_KEY_FOUND,QM_vs_GN_ATTR4_VAL_MATCH,QM_vs_GN_ATTR5_KEY_FOUND,QM_vs_GN_ATTR5_VAL_MATCH,QM_vs_GN_ATTR6_KEY_FOUND,QM_vs_GN_ATTR6_VAL_MATCH,QM_vs_GN_ATTR7_KEY_FOUND,QM_vs_GN_ATTR7_VAL_MATCH,QM_vs_GN_ATTR8_KEY_FOUND,QM_vs_GN_ATTR8_VAL_MATCH,QM_vs_GN_ATTR9_KEY_FOUND,QM_vs_GN_ATTR9_VAL_MATCH,GN_vs_QM_ATTR1_KEY_FOUND,GN_vs_QM_ATTR1_VAL_MATCH,GN_vs_QM_ATTR2_KEY_FOUND,GN_vs_QM_ATTR2_VAL_MATCH,GN_vs_QM_ATTR3_KEY_FOUND,GN_vs_QM_ATTR3_VAL_MATCH,GN_vs_QM_ATTR4_KEY_FOUND,GN_vs_QM_ATTR4_VAL_MATCH,GN_vs_QM_ATTR5_KEY_FOUND,GN_vs_QM_ATTR5_VAL_MATCH,GN_vs_QM_ATTR6_KEY_FOUND,GN_vs_QM_ATTR6_VAL_MATCH,GN_vs_QM_ATTR7_KEY_FOUND,GN_vs_QM_ATTR7_VAL_MATCH,GN_vs_QM_ATTR8_KEY_FOUND,GN_vs_QM_ATTR8_VAL_MATCH,GN_vs_QM_ATTR9_KEY_FOUND,GN_vs_QM_ATTR9_VAL_MATCH,QM_vs_GM_ATTR1_KEY_FOUND,QM_vs_GM_ATTR1_VAL_MATCH,QM_vs_GM_ATTR2_KEY_FOUND,QM_vs_GM_ATTR2_VAL_MATCH,QM_vs_GM_ATTR3_KEY_FOUND,QM_vs_GM_ATTR3_VAL_MATCH,QM_vs_GM_ATTR4_KEY_FOUND,QM_vs_GM_ATTR4_VAL_MATCH,QM_vs_GM_ATTR5_KEY_FOUND,QM_vs_GM_ATTR5_VAL_MATCH,QM_vs_GM_ATTR6_KEY_FOUND,QM_vs_GM_ATTR6_VAL_MATCH,QM_vs_GM_ATTR7_KEY_FOUND,QM_vs_GM_ATTR7_VAL_MATCH,QM_vs_GM_ATTR8_KEY_FOUND,QM_vs_GM_ATTR8_VAL_MATCH,QM_vs_GM_ATTR9_KEY_FOUND,QM_vs_GM_ATTR9_VAL_MATCH,GM_vs_QM_ATTR1_KEY_FOUND,GM_vs_QM_ATTR1_VAL_MATCH,GM_vs_QM_ATTR2_KEY_FOUND,GM_vs_QM_ATTR2_VAL_MATCH,GM_vs_QM_ATTR3_KEY_FOUND,GM_vs_QM_ATTR3_VAL_MATCH,GM_vs_QM_ATTR4_KEY_FOUND,GM_vs_QM_ATTR4_VAL_MATCH,GM_vs_QM_ATTR5_KEY_FOUND,GM_vs_QM_ATTR5_VAL_MATCH,GM_vs_QM_ATTR6_KEY_FOUND,GM_vs_QM_ATTR6_VAL_MATCH,GM_vs_QM_ATTR7_KEY_FOUND,GM_vs_QM_ATTR7_VAL_MATCH,GM_vs_QM_ATTR8_KEY_FOUND,GM_vs_QM_ATTR8_VAL_MATCH,GM_vs_QM_ATTR9_KEY_FOUND,GM_vs_QM_ATTR9_VAL_MATCH,GN_vs_GM_ATTR1_KEY_FOUND,GN_vs_GM_ATTR1_VAL_MATCH,GN_vs_GM_ATTR2_KEY_FOUND,GN_vs_GM_ATTR2_VAL_MATCH,GN_vs_GM_ATTR3_KEY_FOUND,GN_vs_GM_ATTR3_VAL_MATCH,GN_vs_GM_ATTR4_KEY_FOUND,GN_vs_GM_ATTR4_VAL_MATCH,GN_vs_GM_ATTR5_KEY_FOUND,GN_vs_GM_ATTR5_VAL_MATCH,GN_vs_GM_ATTR6_KEY_FOUND,GN_vs_GM_ATTR6_VAL_MATCH,GN_vs_GM_ATTR7_KEY_FOUND,GN_vs_GM_ATTR7_VAL_MATCH,GN_vs_GM_ATTR8_KEY_FOUND,GN_vs_GM_ATTR8_VAL_MATCH,GN_vs_GM_ATTR9_KEY_FOUND,GN_vs_GM_ATTR9_VAL_MATCH,GM_vs_GN_ATTR1_KEY_FOUND,GM_vs_GN_ATTR1_VAL_MATCH,GM_vs_GN_ATTR2_KEY_FOUND,GM_vs_GN_ATTR2_VAL_MATCH,GM_vs_GN_ATTR3_KEY_FOUND,GM_vs_GN_ATTR3_VAL_MATCH,GM_vs_GN_ATTR4_KEY_FOUND,GM_vs_GN_ATTR4_VAL_MATCH,GM_vs_GN_ATTR5_KEY_FOUND,GM_vs_GN_ATTR5_VAL_MATCH,GM_vs_GN_ATTR6_KEY_FOUND,GM_vs_GN_ATTR6_VAL_MATCH,GM_vs_GN_ATTR7_KEY_FOUND,GM_vs_GN_ATTR7_VAL_MATCH,GM_vs_GN_ATTR8_KEY_FOUND,GM_vs_GN_ATTR8_VAL_MATCH,GM_vs_GN_ATTR9_KEY_FOUND,GM_vs_GN_ATTR9_VAL_MATCH,GT_vs_QM_ATTR1_KEY_FOUND,GT_vs_QM_ATTR1_VAL_MATCH,GT_vs_QM_ATTR2_KEY_FOUND,GT_vs_QM_ATTR2_VAL_MATCH,GT_vs_QM_ATTR3_KEY_FOUND,GT_vs_QM_ATTR3_VAL_MATCH,GT_vs_QM_ATTR4_KEY_FOUND,GT_vs_QM_ATTR4_VAL_MATCH,GT_vs_QM_ATTR5_KEY_FOUND,GT_vs_QM_ATTR5_VAL_MATCH,GT_vs_QM_ATTR6_KEY_FOUND,GT_vs_QM_ATTR6_VAL_MATCH,GT_vs_QM_ATTR7_KEY_FOUND,GT_vs_QM_ATTR7_VAL_MATCH,GT_vs_QM_ATTR8_KEY_FOUND,GT_vs_QM_ATTR8_VAL_MATCH,GT_vs_QM_ATTR9_KEY_FOUND,GT_vs_QM_ATTR9_VAL_MATCH,GT_vs_GN_ATTR1_KEY_FOUND,GT_vs_GN_ATTR1_VAL_MATCH,GT_vs_GN_ATTR2_KEY_FOUND,GT_vs_GN_ATTR2_VAL_MATCH,GT_vs_GN_ATTR3_KEY_FOUND,GT_vs_GN_ATTR3_VAL_MATCH,GT_vs_GN_ATTR4_KEY_FOUND,GT_vs_GN_ATTR4_VAL_MATCH,GT_vs_GN_ATTR5_KEY_FOUND,GT_vs_GN_ATTR5_VAL_MATCH,GT_vs_GN_ATTR6_KEY_FOUND,GT_vs_GN_ATTR6_VAL_MATCH,GT_vs_GN_ATTR7_KEY_FOUND,GT_vs_GN_ATTR7_VAL_MATCH,GT_vs_GN_ATTR8_KEY_FOUND,GT_vs_GN_ATTR8_VAL_MATCH,GT_vs_GN_ATTR9_KEY_FOUND,GT_vs_GN_ATTR9_VAL_MATCH,GT_vs_GM_ATTR1_KEY_FOUND,GT_vs_GM_ATTR1_VAL_MATCH,GT_vs_GM_ATTR2_KEY_FOUND,GT_vs_GM_ATTR2_VAL_MATCH,GT_vs_GM_ATTR3_KEY_FOUND,GT_vs_GM_ATTR3_VAL_MATCH,GT_vs_GM_ATTR4_KEY_FOUND,GT_vs_GM_ATTR4_VAL_MATCH,GT_vs_GM_ATTR5_KEY_FOUND,GT_vs_GM_ATTR5_VAL_MATCH,GT_vs_GM_ATTR6_KEY_FOUND,GT_vs_GM_ATTR6_VAL_MATCH,GT_vs_GM_ATTR7_KEY_FOUND,GT_vs_GM_ATTR7_VAL_MATCH,GT_vs_GM_ATTR8_KEY_FOUND,GT_vs_GM_ATTR8_VAL_MATCH,GT_vs_GM_ATTR9_KEY_FOUND,GT_vs_GM_ATTR9_VAL_MATCH,GT_ATTR2_KEY,GT_ATTR2_VAL,QM_ATTR2_KEY,QM_ATTR2_VAL,GN_ATTR1_KEY,GN_ATTR1_VAL,GM_ATTR3_KEY,GM_ATTR3_VAL,GN_ATTR2_KEY,GN_ATTR2_VAL,GN_ATTR3_KEY,GN_ATTR3_VAL,GT_ATTR3_KEY,GT_ATTR3_VAL,QM_ATTR3_KEY,QM_ATTR3_VAL,GM_ATTR4_KEY,GM_ATTR4_VAL,QM_ATTR4_KEY,QM_ATTR4_VAL,GM_ATTR5_KEY,GM_ATTR5_VAL,GT_ATTR4_KEY,GT_ATTR4_VAL,GN_ATTR4_KEY,GN_ATTR4_VAL,GN_ATTR5_KEY,GN_ATTR5_VAL,GN_ATTR6_KEY,GN_ATTR6_VAL,GN_ATTR7_KEY,GN_ATTR7_VAL,GM_ATTR6_KEY,GM_ATTR6_VAL,GM_ATTR7_KEY,GM_ATTR7_VAL,GM_ATTR8_KEY,GM_ATTR8_VAL,GN_ATTR8_KEY,GN_ATTR8_VAL,GN_ATTR9_KEY,GN_ATTR9_VAL,QM_ATTR5_KEY,QM_ATTR5_VAL
PVC Blown Film Machine - 60kg/hr Capacity,2,2,2,2,"{'material': 'pvc', 'capacity': '60kg/hr'}","{'capacity': '60kg/hr', 'material': 'pvc'}","{'capacity': '[""60 kg/hr', 'material': 'pvc'}","{'material': 'pvc', 'type': 'blown film machine - 60kg/hr capacity'}",material,pvc,capacity,60kg/hr,material,pvc,type,blown film machine - 60kg/hr capacity,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,capacity,60kg/hr,material,pvc,capacity,"[""60 kg/hr",,,material,pvc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packed Bed Type Solid Liquid Extraction Apparatus,0,2,0,3,,"{'type': 'bed type', 'usage': 'liquid extraction'}",,"{'technology': 'packed bed type', 'brick type': 'solid', 'product name': 'liquid extraction apparatus'}",,,type,bed type,technology,packed bed type,brick type,solid,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,usage,liquid extraction,,,product name,liquid extraction apparatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phytochemicals Extraction Plant,1,0,0,1,{'type': 'extraction plant'},,,{'usage': 'phytochemicals extraction plant'},type,extraction plant,,,usage,phytochemicals extraction plant,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plastic Blown Film Extrusion Machine,2,0,2,2,"{'type': 'blown film extrusion machine', 'material': 'plastic'}",,"{'material': '[""plastic', 'type': 'blown film extrusion machine'}","{'bag material': 'plastic', 'type': 'blown film extrusion machine'}",type,blown film extrusion machine,,,bag material,plastic,type,blown film extrusion machine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,material,plastic,,,material,"[""plastic",,,type,blown film extrusion machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plastic Sheet Extrusion Plant,2,0,4,2,"{'type': 'sheet extruder', 'material': 'plastic'}",,"{'material': '[""plastic', 'automation': 'automatic', 'power source': 'electric', 'output shape': 'sheet'}","{'pen material': 'plastic', 'type': 'sheet extrusion plant'}",type,sheet extruder,,,pen material,plastic,type,sheet extrusion plant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,material,plastic,,,material,"[""plastic",,,automation,automatic,power source,electric,,,,,,,,,,,,,output shape,sheet,,,,,,,,,,,,,,,,,,
Power Cable Extrusion  150 Mm,3,3,1,3,"{'type': 'cable extruder', 'size': '150 mm', 'usage': 'cable/wire'}","{'diameter': '150 mm', 'process': 'extrusion', 'usage': 'power cable'}","{'film thickness': '[""150 micron'}","{'usage': 'power cable', 'type': 'extrusion', 'film thickness micron': '150 mm'}",type,cable extruder,diameter,150 mm,usage,power cable,type,extrusion,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,size,150 mm,process,extrusion,film thickness,"[""150 micron",film thickness micron,150 mm,,,,,usage,cable/wire,usage,power cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Cable Extrusion Line,2,1,0,2,"{'type': 'cable extruder', 'usage': 'cable/wire'}",{'usage': 'power cable'},,"{'usage': 'power cable extrusion', 'line type': 'line'}",type,cable extruder,usage,power cable,usage,power cable extrusion,line type,line,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,usage,cable/wire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pp extruder machine rings,2,3,0,2,"{'type': 'extruder', 'material': 'pp'}","{'usage': 'extruder machine', 'material': 'pp', 'type': 'rings'}",,"{'type': 'pp extruder machine', 'gear boxes': 'rings'}",type,extruder,usage,extruder machine,type,pp extruder machine,gear boxes,rings,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,material,pp,material,pp,,,,,,,,,,,type,rings,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Profile Extruder Machine,1,1,0,1,{'type': 'extruder'},{'type': 'extruder'},,{'type': 'profile extruder machine'},type,extruder,type,extruder,type,profile extruder machine,,,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulp Refining System,1,0,0,1,{'type': 'refining'},,,{'plant system': 'pulp refining system'},type,refining,,,plant system,pulp refining system,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pvc Pipe Twin Screw Extruder Machine,2,2,3,2,"{'type': 'twin screw extruder', 'material': 'pvc'}","{'usage': 'pvc', 'type': 'screw'}","{'material': 'extruder', 'screw design': 'twin screw', 'type': 'machine'}","{'material': 'pvc pipe', 'type': 'twin screw extruder machine'}",type,twin screw extruder,usage,pvc,material,pvc pipe,type,twin screw extruder machine,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,material,pvc,type,screw,material,extruder,,,screw design,twin screw,type,machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROEX extruders,1,0,0,2,{'type': 'extruder'},,,"{'auxiliary extruder': 'roex', 'type': 'extruders'}",type,extruder,,,auxiliary extruder,roex,type,extruders,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rapipol Extractor,1,0,0,2,{'type': 'extractor'},,,"{'service type': 'rapipol', 'type': 'extractor'}",type,extractor,,,service type,rapipol,type,extractor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
