success,query,qmeans_attr_count,qmeans_isq_list,qmeans_isq_pipe,response_time
True,"gold refining machine advance features, capacity: 7 kg",1,['7 kg:capacity:specification'],7 kg:capacity:specification,17.27
True,100 kg/hr no Extruder Machine,2,"['100 kg/hr:capacity:specification', 'extruder:type:specification']",100 kg/hr:capacity:specification | extruder:type:specification,17.45
True,Extruder Spares,1,['extruder:usage:specification'],extruder:usage:specification,16.65
True,manual silver filter for gold refinery,2,"['gold refinery:usage:specification', 'manual:automation grade:specification']",gold refinery:usage:specification | manual:automation grade:specification,31.33
True,gold refining machine in bareilly,0,[],,19.73
True,Gold Refining Machine Advance Features Capacity: 7 Kg,1,['7 kg:capacity:specification'],7 kg:capacity:specification,16.22
True,automatic gold refining machine in bareilly,1,['automatic:automation grade:specification'],automatic:automation grade:specification,17.41
True,twin screw extruder lab model,2,"['lab:model name/number:specification', 'screw extruder:type:specification']",lab:model name/number:specification | screw extruder:type:specification,18.09
True,twin screw extruder 5 kg,2,"['5 kg:capacity:specification', 'screw extruder:type:specification']",5 kg:capacity:specification | screw extruder:type:specification,17.86
True,aqua regis gold refinery,1,['gold refinery:usage:specification'],gold refinery:usage:specification,25.49
True,LD BLOWN FILM EXTRUDER MACHINE,2,"['extruder:type:specification', 'ld:material:specification']",extruder:type:specification | ld:material:specification,17.4
True,LD BLOWN FILM EXTRUDER MACHINE INDORE,3,"['extruder:type:specification', 'indore:place of origin:specification', 'ld:material:specification']",extruder:type:specification | indore:place of origin:specification | ld:material:specification,18.06
True,Automatic 110Kg/hr Twin Screw Extrusion Plant,3,"['110kg/hr:capacity:specification', 'automatic:automation grade:specification', 'extrusion:machine type:specification']",110kg/hr:capacity:specification | automatic:automation grade:specification | extrusion:machine type:specification,18.71
True,1200 kg/hr 3 layer blown film machine,2,"['1200 kg/hr:capacity:specification', '3 layer:layer:specification']",1200 kg/hr:capacity:specification | 3 layer:layer:specification,16.69
True,500 kg/hr automatic three screw extruder,3,"['500 kg/hr:capacity:specification', 'automatic:automation grade:specification', 'screw extruder:type:specification']",500 kg/hr:capacity:specification | automatic:automation grade:specification | screw extruder:type:specification,17.24
True,three screw extruder,1,['screw extruder:type:specification'],screw extruder:type:specification,16.23
True,500  kg%2 fhr automatic three screw extruder,3,"['500 kg%2 fhr:capacity:specification', 'automatic:automation grade:specification', 'screw extruder:type:specification']",500 kg%2 fhr:capacity:specification | automatic:automation grade:specification | screw extruder:type:specification,17.09
True,500  kg%2 fhr three screw extruder,2,"['500 kg%2 fhr:capacity:specification', 'screw extruder:type:specification']",500 kg%2 fhr:capacity:specification | screw extruder:type:specification,15.91
True,Silver Refinery Plant Capacity(kg): 10,1,['10:capacity:specification'],10:capacity:specification,17.06
True,Silver Refining Machine 30 Kg,3,"['30 kg:capacity:specification', 'refining:type:specification', 'silver:refining material:specification']",30 kg:capacity:specification | refining:type:specification | silver:refining material:specification,17.09
True,blown film extrusion machine running video,1,['film extrusion:usage:specification'],film extrusion:usage:specification,16.63
True,Silver Recovery Unit,2,"['recovery unit:type:specification', 'silver:color:specification']",recovery unit:type:specification | silver:color:specification,16.05
True,Extrusion Plant,1,['extrusion:process:specification'],extrusion:process:specification,16.33
True,aluminium can manufacturing plant,1,['aluminium:material:specification'],aluminium:material:specification,24.5
True,Copper Electrowinning,1,['copper:material:specification'],copper:material:specification,17.39
True,extruder die,1,['extruder:usage:specification'],extruder:usage:specification,16.5
True,Single Die Extruder,1,['single die:number of dies:specification'],single die:number of dies:specification,17.45
True,extruder die manufacturers,0,[],,17.12
True,bopp films production line,1,['bopp:material:specification'],bopp:material:specification,18.23
True,Gold Refining Chemical,1,['refining:type:specification'],refining:type:specification,30.16
True,Bitumen Centrifuge Extractor Motorized,2,"['bitumen centrifuge:machine type:specification', 'motorized:type:specification']",bitumen centrifuge:machine type:specification | motorized:type:specification,17.44
True,Gold Silver Refining Plant,2,"['refining plant:type:specification', 'silver:refining material:specification']",refining plant:type:specification | silver:refining material:specification,16.52
True,"indian make automatic silver refining machine (10-100kg capacity, 316 ss, 3 kw, 220 v)",2,"['automatic:automation grade:specification', 'indian:brand:specification']",automatic:automation grade:specification | indian:brand:specification,18.56
True,Sample Extruder,1,['extruder:type:specification'],extruder:type:specification,16.43
True,Rice Bran Solvent Extraction Plant Installation Service,1,['installation service:service:specification'],installation service:service:specification,17.46
True,Bitumen Extractor,0,[],,16.42
True,silver extraction plant,0,[],,31.1
True,50 business use no Silver Refining Plant,1,['refining plant:type:specification'],refining plant:type:specification,17.16
True,50 business use 50 Kg Silver Refining Plant,3,"['50:capacity:specification', 'refining plant:type:specification', 'silver:refining material:specification']",50:capacity:specification | refining plant:type:specification | silver:refining material:specification,19.29
True,automatic 50 kg +silver+refining+plant,2,"['50 kg:capacity:specification', 'automatic:automation grade:specification']",50 kg:capacity:specification | automatic:automation grade:specification,17.74
True,automatic automatic+silver+refining+plant,1,['automatic:automation grade:specification'],automatic:automation grade:specification,18.52
True,automatic+silver+refining+plant,1,['automatic+silver+refining+plant:automation grade:specification'],automatic+silver+refining+plant:automation grade:specification,17.24
True,Automatic Silver Refinery Machine,2,"['automatic:automation grade:specification', 'silver refinery:usage:specification']",automatic:automation grade:specification | silver refinery:usage:specification,17.59
True,silver refining plant 45TOUCH,2,"['refining plant:type:specification', 'silver:refining material:specification']",refining plant:type:specification | silver:refining material:specification,24.12
True,Bhuiamla Liquid Extracts,2,"['bhuiamla:name of extract:specification', 'liquid:form:specification']",bhuiamla:name of extract:specification | liquid:form:specification,18.14
True,Extruded And Expanded,0,[],,16.66
True,Used Triple Screw Extruder,2,"['screw extruder:type:specification', 'used:condition:specification']",screw extruder:type:specification | used:condition:specification,17.48
True,Triple Screw Extruder,1,['screw extruder:type:specification'],screw extruder:type:specification,18.14
True,Packed Bed Type Solid Liquid Extraction Apparatus,2,"['bed type:type:specification', 'liquid extraction:usage:specification']",bed type:type:specification | liquid extraction:usage:specification,23.27
True,Extractor Machine,0,[],,17.47
True,Caterpillar With DC Drive Control,1,['caterpillar:brand:specification'],caterpillar:brand:specification,17.12
True,3 kg gole refinery machine,2,"['3 kg:capacity:specification', 'refinery:type:specification']",3 kg:capacity:specification | refinery:type:specification,17.33
True,Italy Type Gold Refining Machines,1,['italy:type:specification'],italy:type:specification,17.32
True,PPM-75FFE Extruder Force Feeder,2,"['force feeder:type:specification', 'ppm-75ffe:model name/number:specification']",force feeder:type:specification | ppm-75ffe:model name/number:specification,17.27
True,ld extruder machine nagpur,2,"['extruder:type:specification', 'nagpur:place of origin:specification']",extruder:type:specification | nagpur:place of origin:specification,18.12
True,Continuous Extrusion Machine,1,['extrusion:process:specification'],extrusion:process:specification,27.52
True,mother baby extruder machine,1,['extruder:type:specification'],extruder:type:specification,17.38
True,gr enterprises gold refined,3,"['gold:color:specification', 'gr enterprises:brand:specification', 'refined:processing type:specification']",gold:color:specification | gr enterprises:brand:specification | refined:processing type:specification,16.47
True,Gold Refinery Machine 1To   100Kg,2,"['1to 100kg:capacity:specification', 'gold refinery:model name/number:specification']",1to 100kg:capacity:specification | gold refinery:model name/number:specification,16.58
True,5To 50Kg Gold Refinery Machine,2,"['5to 50kg:capacity:specification', 'gold refinery:usage:specification']",5to 50kg:capacity:specification | gold refinery:usage:specification,16.38
True,3Kg Gold Refinery,2,"['3kg:capacity:specification', 'gold:usage:specification']",3kg:capacity:specification | gold:usage:specification,17.67
True,Laboratory Gold Refining Plant,1,['laboratory:usage:specification'],laboratory:usage:specification,16.48
True,Cabbage Liquid Extracts,2,"['cabbage:name of extract:specification', 'liquid:form:specification']",cabbage:name of extract:specification | liquid:form:specification,15.52
True,pure gold conversion machine,0,[],,20.0
True,Automatic Silver Refining Plant Capacity(kg): 10,2,"['10:capacity:specification', 'automatic:automation grade:specification']",10:capacity:specification | automatic:automation grade:specification,17.75
True,Gold Processing Plant,2,"['gold:melting material:specification', 'processing:machine type:specification']",gold:melting material:specification | processing:machine type:specification,23.35
True,100 silver-refining--plant,1,['100:model number:specification'],100:model number:specification,18.51
True,250 mt aluminium extrusion plant,3,"['250 mt:capacity:specification', 'aluminium:material:specification', 'extrusion:machine type:specification']",250 mt:capacity:specification | aluminium:material:specification | extrusion:machine type:specification,17.92
True,test)extractvalue(9014 concat(0x7e (select(elt(9014=9014 1))) 0x7e)) and (34b0z3kj like 34b0z3kj,0,[],,18.01
True,blown film extrusion die,2,"['extrusion die:product:specification', 'film:usage:specification']",extrusion die:product:specification | film:usage:specification,17.53
True,Extrusion Blown Film Machine From India,0,[],,17.36
True,cable-extruder,0,[],,16.67
True,manual extruder,1,['manual:automation grade:specification'],manual:automation grade:specification,14.31
True,aba blown film machine,1,['aba:brand:specification'],aba:brand:specification,15.91
True,100 kg Basket Extruder Machine,2,"['100 kg:capacity:specification', 'extruder:type:specification']",100 kg:capacity:specification | extruder:type:specification,16.85
True,test)extractvalue(2179 !50000concat(0x7e (!50000select(elt(2179=2179 1))) 0x7e))-- -,0,[],,18.04
True,test)extractvalue(7101 concat(0x7e (select(elt(7101=7101 1))) 0x7e))-- -,0,[],,17.32
True,Essential Oil and Oleoresin Extraction Plant Consultancy Service,2,"['consultancy:service:specification', 'essential oil:usage:specification']",consultancy:service:specification | essential oil:usage:specification,17.57
True,FRP Mixer Settler for Liquid Extraction System,3,"['frp:material:specification', 'liquid extraction:usage:specification', 'mixer settler:product:specification']",frp:material:specification | liquid extraction:usage:specification | mixer settler:product:specification,16.62
True,screw extruder,0,[],,16.77
True,Curcumin Solvent Extraction Plant,2,"['curcumin:usage:specification', 'solvent extraction:type:specification']",curcumin:usage:specification | solvent extraction:type:specification,17.05
True,Sheet Extrusion Plant,1,['extrusion:process:specification'],extrusion:process:specification,19.54
True,Natural Flavor Extracts Extraction Plant Capacity: 1 Tpd,1,['1 tpd:capacity:specification'],1 tpd:capacity:specification,28.36
True,50 silver refining plant,2,"['refining plant:type:specification', 'silver:refining material:specification']",refining plant:type:specification | silver:refining material:specification,16.6
True,automatic silver refining plant 50kgs,2,"['50kgs:capacity:specification', 'automatic:automation grade:specification']",50kgs:capacity:specification | automatic:automation grade:specification,17.32
True,automatic silver refining plant near pune 50kgs,2,"['50kgs:capacity:specification', 'automatic:automation grade:specification']",50kgs:capacity:specification | automatic:automation grade:specification,26.88
True,Hand-Operated Hydro Extractor,2,"['hand-operated:driven type:specification', 'hydro extractor:product:specification']",hand-operated:driven type:specification | hydro extractor:product:specification,16.2
True,Centrifugal Hydro Extractors,2,"['centrifugal:blower type:specification', 'hydro extractors:product:specification']",centrifugal:blower type:specification | hydro extractors:product:specification,17.83
True,no Solid Phase Extraction System,1,['extraction:product:specification'],extraction:product:specification,21.01
True,BITUMEN EXTRACTOR (HAND OPERATED),1,['bitumen extractor:machine type:specification'],bitumen extractor:machine type:specification,17.21
True,100 tpd solvent extraction plant,2,"['100 tpd:capacity:specification', 'solvent extraction:type:specification']",100 tpd:capacity:specification | solvent extraction:type:specification,17.5
True,yes Solid Phase Extraction System,2,"['solid phase extraction system:product:specification', 'yes:brand:specification']",solid phase extraction system:product:specification | yes:brand:specification,17.31
True,epe machine,1,['epe:material:specification'],epe:material:specification,15.85
True,Gold Filter,1,['gold:color:specification'],gold:color:specification,18.08
True,Gold  Refinery Machine Semi Automatic,2,"['gold refinery:usage:specification', 'semi automatic:automation grade:specification']",gold refinery:usage:specification | semi automatic:automation grade:specification,17.56
True,tabacco solvent extraction plant,0,[],,16.97
True,Silver Recovery Machine,1,['recovery:type:specification'],recovery:type:specification,16.63
True,Extruder Expander System,0,[],,17.19
True,extraction-machinery,0,[],,24.6
True,Bitumen Centrifuge Extractor SF00000629,2,"['bitumen centrifuge:machine type:specification', 'sf00000629:model name/number:specification']",bitumen centrifuge:machine type:specification | sf00000629:model name/number:specification,27.13
True,Curcumin Extraction Plant,2,"['curcumin:usage:specification', 'extraction:machine type:specification']",curcumin:usage:specification | extraction:machine type:specification,17.36
True,Extruter Head 6 Inch,1,['6 inch:size:specification'],6 inch:size:specification,17.96
True,hours output extruder,1,['extruder:type:specification'],extruder:type:specification,16.57
True,PCB Recycling & Metal Recovery Plant,1,['recovery:type:specification'],recovery:type:specification,25.25
True,gold percentage machine,0,[],,26.35
True,Shoots - Golden Rod Brown Color Extraction Plant,1,['brown:color:specification'],brown:color:specification,18.03
True,Wdg Basket Extruder Granule Machine,1,['extruder:type:specification'],extruder:type:specification,17.53
True,Supercritical Anti Solvent(SAS) Systems,0,[],,25.11
True,plastic wire extruder,2,"['extruder:type:specification', 'plastic:material to be extruded:specification']",extruder:type:specification | plastic:material to be extruded:specification,17.1
True,100 kg/hr ceramic extruder machine,3,"['100 kg/hr:capacity:specification', 'ceramic:material:specification', 'extruder:type:specification']",100 kg/hr:capacity:specification | ceramic:material:specification | extruder:type:specification,23.32
True,2 kg hours output extruder,2,"['2 kg:capacity:specification', 'extruder:type:specification']",2 kg:capacity:specification | extruder:type:specification,18.29
True,tube extrusion machine 50 kg/hr hours output extruder,1,['50 kg/hr hours:capacity:specification'],50 kg/hr hours:capacity:specification,17.36
True,20 business use yes Silver Refining Plant,2,"['refining plant:type:specification', 'yes:brand:specification']",refining plant:type:specification | yes:brand:specification,17.32
True,bran plant,0,[],,17.77
True,cashew nut shell solvent extraction plant,2,"['cashew nut shell:usage:specification', 'solvent extraction:type:specification']",cashew nut shell:usage:specification | solvent extraction:type:specification,36.53
True,single Cylinder Horizontal Extruder,2,"['horizontal:orientation:specification', 'single cylinder:number of cylinder:specification']",horizontal:orientation:specification | single cylinder:number of cylinder:specification,18.12
True,polymer foam making exruder,2,"['foam making:usage:specification', 'polymer:material:specification']",foam making:usage:specification | polymer:material:specification,16.89
True,LDPE Agro Mixture Machine for Ld hm 5w Capacity: 50kg,2,"['50kg:capacity:specification', 'ldpe:material:specification']",50kg:capacity:specification | ldpe:material:specification,16.66
True,"LDPE Agro Mixture Machine for LD,HM, 5W, Capacity: 50kg",3,"['50kg:capacity:specification', 'agro mixture machine:model name/number:specification', 'ldpe:material:specification']",50kg:capacity:specification | agro mixture machine:model name/number:specification | ldpe:material:specification,17.58
True,extraction machinerystebiya,0,[],,30.28
True,gold tanch machine,1,['gold:color:specification'],gold:color:specification,16.86
True,1 kg Automatic Gold Refining Machine Setup,2,"['1 kg:capacity:specification', 'automatic:automation grade:specification']",1 kg:capacity:specification | automatic:automation grade:specification,18.12
True,Blown Film Extrusion Plant,1,['film:usage:specification'],film:usage:specification,17.04
True,50 kg/hr Extruder Machine,2,"['50 kg/hr:capacity:specification', 'extruder:type:specification']",50 kg/hr:capacity:specification | extruder:type:specification,17.16
True,semi atomatic banana refing machin,0,[],,18.14
True,ldpe bag monolayer blown film extrusion machine,1,['ldpe:material:specification'],ldpe:material:specification,28.33
True,Two-layer extrusion machine for bulk packaging,2,"['packaging:usage:specification', 'two-layer extrusion machine:machine name:specification']",packaging:usage:specification | two-layer extrusion machine:machine name:specification,17.77
True,Extruder Machine .,1,['extruder:type:specification'],extruder:type:specification,17.36
True,1000 kg/hr Twin Screw Extruder,1,['1000 kg/hr:capacity:specification'],1000 kg/hr:capacity:specification,17.13
True,High Recovery Rate Mobile Gold Ore Processing Plant - 40 TPH Alluvial Gold Mining Equipment,1,['40 tph:capacity:specification'],40 tph:capacity:specification,17.96
True,Gold Jewellery Refining Consultant,2,"['gold:metal:specification', 'refining:service:specification']",gold:metal:specification | refining:service:specification,17.61
True,100 kg/hr single die extruder,3,"['100 kg/hr:capacity:specification', 'extruder:type:specification', 'single die:number of dies:specification']",100 kg/hr:capacity:specification | extruder:type:specification | single die:number of dies:specification,27.93
True,single-die-extruder,0,[],,28.79
True,aero silver recovery,2,"['aero:brand:specification', 'silver:color:specification']",aero:brand:specification | silver:color:specification,18.89
True,Liquid Liquid Extractor,0,[],,17.43
True,mini twin screw extruder machine,0,[],,16.48
True,Vertical Extruder,1,['vertical:orientation:specification'],vertical:orientation:specification,15.91
True,20 kg gold and silver refinery machine,1,['20 kg:capacity:specification'],20 kg:capacity:specification,16.37
True,no Aluminium Extrusion Plant,1,['aluminium:material:specification'],aluminium:material:specification,16.84
True,Gold and Silver Refinery Machine,1,['refinery:type:specification'],refinery:type:specification,17.53
True,5000 no Complete Aluminum Extrusion plant .,2,"['5000 no:model name/number:specification', 'aluminum:material:specification']",5000 no:model name/number:specification | aluminum:material:specification,16.79
True,gold-refining-equipment,0,[],,17.06
True,Horizontal Rotary Extractors,2,"['horizontal:orientation:specification', 'rotary extractors:product:specification']",horizontal:orientation:specification | rotary extractors:product:specification,15.45
True,EXTRUDERS,0,[],,16.81
True,solvent distillerson plant menu capture of,1,['solvent:type:specification'],solvent:type:specification,17.46
True,Vegetable Oil Extractor,1,['vegetable oil:usage:specification'],vegetable oil:usage:specification,17.05
True,fully automatic silver & gold refainary,2,"['automatic:automation grade:specification', 'silver & gold:color:specification']",automatic:automation grade:specification | silver & gold:color:specification,16.78
True,corpa 0il cake,1,['cake:form:specification'],cake:form:specification,16.31
True,silver refining plant fully automatic,2,"['automatic:automation grade:specification', 'silver:refining material:specification']",automatic:automation grade:specification | silver:refining material:specification,26.91
True,automatic 100 kg/hr Twin Screw Extruder,2,"['100 kg/hr:capacity:specification', 'automatic:automation grade:specification']",100 kg/hr:capacity:specification | automatic:automation grade:specification,16.8
True,gold refinery,1,['gold:usage:specification'],gold:usage:specification,39.96
True,sino holyson twin screw extruder machine,1,['twin screw extruder:type:specification'],twin screw extruder:type:specification,19.55
True,SINO-HOLYSON Twin Screw Extruder Machine,1,['twin screw extruder:type:specification'],twin screw extruder:type:specification,23.43
True,Double Screw Extruder,1,['screw extruder:type:specification'],screw extruder:type:specification,38.07
True,Tube Extrusion Machine,1,['extrusion:process:specification'],extrusion:process:specification,16.21
True,Extracting Machinery,0,[],,16.16
True,Silver Refining Plant Capacity(kg): 10,2,"['10:capacity:specification', 'silver:refining material:specification']",10:capacity:specification | silver:refining material:specification,19.81
True,"Silver Refining Plant, Capacity(kg): 10",3,"['10:capacity:specification', 'refining:type:specification', 'silver:refining material:specification']",10:capacity:specification | refining:type:specification | silver:refining material:specification,17.27
True,aluminium machinery,1,['aluminium:material:specification'],aluminium:material:specification,17.0
True,pp lumps extruder machine,2,"['extruder:type:specification', 'pp:material:specification']",extruder:type:specification | pp:material:specification,16.47
True,Sulver ork plant,2,"['plant:product:specification', 'sulver:botanical name:specification']",plant:product:specification | sulver:botanical name:specification,17.95
True,Material Processing (pre Expander),1,['material processing:usage:specification'],material processing:usage:specification,17.25
True,extruder 180 sqmm,2,"['180 sqmm:capacity:specification', 'extruder:type:specification']",180 sqmm:capacity:specification | extruder:type:specification,23.64
True,Rudder,0,[],,24.41
True,DK platinum refining machine 30 kg,2,"['30 kg:capacity:specification', 'dk:brand:specification']",30 kg:capacity:specification | dk:brand:specification,17.46
True,rice bran solvent plant,1,['solvent:type:specification'],solvent:type:specification,17.36
True,twin screw extruder portable,0,[],,16.6
True,Gold and Silver Refinery Setup,1,['refinery:type:specification'],refinery:type:specification,28.18
True,namkeen machine extrusion chamber & screw,1,['namkeen machine:usage:specification'],namkeen machine:usage:specification,17.59
True,Mixer Extruder,1,['extruder:type:specification'],extruder:type:specification,16.97
True,High Pressure Injector Hydraulic Extractor,2,"['high pressure:pressure:specification', 'hydraulic:product:specification']",high pressure:pressure:specification | hydraulic:product:specification,16.45
True,3 Layer ABA Die,2,"['3 layer:number of layers:specification', 'aba:die type:specification']",3 layer:number of layers:specification | aba:die type:specification,18.52
True,aqua regia gold refinery machine,0,[],,18.57
True,Copper Extrusion,2,"['copper:material:specification', 'extrusion:process:specification']",copper:material:specification | extrusion:process:specification,17.74
True,Co Extruded,0,[],,16.17
True,gold munual refinery,1,['refinery:type:specification'],refinery:type:specification,16.82
True,100 ton rice bran solvent extraction,1,['100 ton:packaging size:specification'],100 ton:packaging size:specification,17.21
True,200 tun aluminium extrusion plant,2,"['200 tun:capacity:specification', 'aluminium:material:specification']",200 tun:capacity:specification | aluminium:material:specification,17.72
True,extruder machine near bhiwadi,0,[],,22.08
True,निडर एक्सटरुडर मशीन,1,['एक्सटरुडर:composition:specification'],एक्सटरुडर:composition:specification,18.49
True,tube-extrusion-machine,0,[],,18.91
True,7 kg Capacity Refining and Recycling System,2,"['7 kg:capacity:specification', 'refining and recycling system:type:specification']",7 kg:capacity:specification | refining and recycling system:type:specification,27.54
True,aluminium plant,1,['aluminium:material:specification'],aluminium:material:specification,28.5
True,ram extruder,2,"['extruder:type:specification', 'ram:brand:specification']",extruder:type:specification | ram:brand:specification,17.16
True,Twin Screw Extruder Machine,2,"['extruder:type:specification', 'screw:machine type:specification']",extruder:type:specification | screw:machine type:specification,17.98
True,100 kg/hr manual twin screw extruder machine,2,"['100 kg/hr:capacity:specification', 'manual:automation grade:specification']",100 kg/hr:capacity:specification | manual:automation grade:specification,19.32
True,Semi Automatic Mat Extruder Machine,2,"['extruder:type:specification', 'semi automatic:automation grade:specification']",extruder:type:specification | semi automatic:automation grade:specification,28.74
True,Die Roller Extruder Machine,1,['extruder:type:specification'],extruder:type:specification,17.34
True,extrusion-plant,1,['extrusion-plant:process:specification'],extrusion-plant:process:specification,17.42
True,20KG GOLD REFINING MACHINE - METAL AND DUST REFINING,1,['20kg:capacity:specification'],20kg:capacity:specification,18.32
True,solid phase bioremediation,0,[],,17.59
True,twin screw extruder for polymer,2,"['polymer:usage:specification', 'screw extruder:type:specification']",polymer:usage:specification | screw extruder:type:specification,23.68
True,twin screw extruder for pvc pipe,2,"['pvc pipe:usage:specification', 'screw extruder:type:specification']",pvc pipe:usage:specification | screw extruder:type:specification,17.67
True,5 kg aqua regia gold refinery machine,1,['5 kg:capacity:specification'],5 kg:capacity:specification,18.97
True,100 Kg Silver Refining Plant,3,"['100 kg:capacity:specification', 'refining plant:type:specification', 'silver:refining material:specification']",100 kg:capacity:specification | refining plant:type:specification | silver:refining material:specification,19.43
True,ldpe film blown film extrusion machine,1,['ldpe:material:specification'],ldpe:material:specification,17.47
True,Used Twin Screw Machine,1,['used:condition:specification'],used:condition:specification,27.61
True,EPS Extruder Line,2,"['eps:material:specification', 'extruder:type:specification']",eps:material:specification | extruder:type:specification,26.41
True,extruder machine repair service,1,['extruder machine:machine type:specification'],extruder machine:machine type:specification,17.21
True,Pulp Refining System,0,[],,17.18
True,ss herbal extractor  capacity: 500 ltrs and above,2,"['500 ltrs and above:capacity:specification', 'ss:material:specification']",500 ltrs and above:capacity:specification | ss:material:specification,20.87
True,extruder machine mechanic,0,[],,18.45
True,"SS Herbal Extractor, Capacity: 500 Ltrs And Above",2,"['500 ltrs and above:capacity:specification', 'ss:material:specification']",500 ltrs and above:capacity:specification | ss:material:specification,18.08
True,"Herbal Extraction Plant, Capacity: 10 TPD",1,['10 tpd:capacity:specification'],10 tpd:capacity:specification,16.64
True,Copper Extraction Plants,0,[],,18.24
True,tannin extraction plant,1,['tannin extraction:usage:specification'],tannin extraction:usage:specification,18.31
True,alluminium extrusion pentagon,3,"['alluminium:material:specification', 'extrusion:process:specification', 'pentagon:shape:specification']",alluminium:material:specification | extrusion:process:specification | pentagon:shape:specification,17.73
True,Floral Extraction Plants,1,['floral:usage:specification'],floral:usage:specification,17.32
True,pvc pp pe pc abs small profile extrusion line,1,['pvc pp pe:material:specification'],pvc pp pe:material:specification,31.8
True,gold-processing-plant,0,[],,28.51
True,co rotating twin screw extruder,1,['screw extruder:type:specification'],screw extruder:type:specification,24.78
True,aero silver recovery unit,3,"['aero:brand:specification', 'recovery unit:type:specification', 'silver:color:specification']",aero:brand:specification | recovery unit:type:specification | silver:color:specification,17.25
True,Plastic Blown Film Extrusion Machine,0,[],,18.18
True,Industrial Deodorizing Plant Toaster,1,['industrial:usage:specification'],industrial:usage:specification,16.72
True,shock tube extrusion powder fender machine,0,[],,18.13
True,shock tube extrusion powder fender machine near faridabad,1,['shock tube:model name/number:specification'],shock tube:model name/number:specification,17.09
True,Gold & Silver Refining Machine,1,['refining machine:type:specification'],refining machine:type:specification,16.74
True,herb extractor,0,[],,18.7
True,herb extraction,0,[],,17.97
True,Commercial Industrial coffee decoction extracting machine,1,['industrial:usage:specification'],industrial:usage:specification,17.77
True,5kg Aqua Gold Refining Machine,3,"['5kg:capacity:specification', 'aqua gold:brand:specification', 'refining machine:type:specification']",5kg:capacity:specification | aqua gold:brand:specification | refining machine:type:specification,17.76
True,"Twin Screw Extruder, Size: 25 Mm to 250 Mm",1,['25 mm to 250 mm:capacity:specification'],25 mm to 250 mm:capacity:specification,16.5
True,Wdg Basket Extruder,1,['basket extruder:type:specification'],basket extruder:type:specification,17.13
True,Twin Screw Extruder Size: 25 Mm to 250 Mm,1,['25 mm to 250 mm:capacity:specification'],25 mm to 250 mm:capacity:specification,16.96
True,Ldpe Plastic Blown Film Extrusion Machine,1,['ldpe plastic:material:specification'],ldpe plastic:material:specification,17.51
True,35mm (10HP)  Blown Film Extrusion Machine,1,['35mm:screw diameter:specification'],35mm:screw diameter:specification,18.31
True,Soybean Extraction Plant,1,['soybean:usage:specification'],soybean:usage:specification,16.75
True,Dried Bean - Black Beans  Natural color Extraction plant,1,['black:color:specification'],black:color:specification,17.44
True,SILVER OKA PLANT,3,"['oka:fruit type:specification', 'plant:product:specification', 'silver:color:specification']",oka:fruit type:specification | plant:product:specification | silver:color:specification,19.33
True,Silver oka plants,3,"['oka:fruit type:specification', 'plants:product:specification', 'silver:color:specification']",oka:fruit type:specification | plants:product:specification | silver:color:specification,16.52
True,jockey extruder machine,2,"['extruder:type:specification', 'jockey:brand:specification']",extruder:type:specification | jockey:brand:specification,16.77
True,MRP-Metal Recovering Plant,1,['recovering plant:type:specification'],recovering plant:type:specification,17.45
True,Soybean Solvent Extraction Plant,2,"['extraction:type:specification', 'soybean solvent:usage:specification']",extraction:type:specification | soybean solvent:usage:specification,25.17
True,100 silver refining plant,2,"['refining plant:type:specification', 'silver:refining material:specification']",refining plant:type:specification | silver:refining material:specification,18.29
True,Metal Recovery Unit,1,['recovery:type:specification'],recovery:type:specification,22.59
True,1kg gold refining machine,3,"['1kg:capacity:specification', 'gold:refining material:specification', 'refining machine:type:specification']",1kg:capacity:specification | gold:refining material:specification | refining machine:type:specification,17.58
True,garden extruder machine,2,"['extruder:type:specification', 'garden:usage:specification']",extruder:type:specification | garden:usage:specification,16.75
True,extuder machine,1,['machine:products included:specification'],machine:products included:specification,19.04
True,Extrusion Monolayer Blown Film Machine,1,['extrusion:process:specification'],extrusion:process:specification,17.65
True,Coleus Forskohlii Root Extraction Plant,2,"['coleus forskohlii:botanical name:specification', 'root extraction:usage:specification']",coleus forskohlii:botanical name:specification | root extraction:usage:specification,19.38
True,manual 100 kg/hr no Twin Screw Extruder,2,"['100 kg/hr:capacity:specification', 'manual:automation grade:specification']",100 kg/hr:capacity:specification | manual:automation grade:specification,19.16
True,Micro Extruder,1,['extruder:type:specification'],extruder:type:specification,18.48
True,Coaxial Cable MOP with HMI,1,['hmi:features:specification'],hmi:features:specification,17.51
True,Multilayer Extruder,2,"['extruder:type:specification', 'multilayer:layer:specification']",extruder:type:specification | multilayer:layer:specification,25.22
True,V3-Extruder,1,['v3-extruder:model name/number:specification'],v3-extruder:model name/number:specification,16.79
True,mini automatic gold refining machine,1,['automatic:automation grade:specification'],automatic:automation grade:specification,17.73
True,Automatic Gold Refining Machine 5kg Capacity Efficient  and High-Precision Refining,2,"['5kg:capacity:specification', 'automatic:automation grade:specification']",5kg:capacity:specification | automatic:automation grade:specification,18.27
True,liquid-extraction-systems,0,[],,39.43
True,plastik fim blown extuder hdpe ldpe used,2,"['hdpe ldpe:material:specification', 'used:condition:specification']",hdpe ldpe:material:specification | used:condition:specification,19.05
