query,success,unique_value_count,total_key_count,raw_output,attributes_json
lubi three phase induction motors,True,2,7,"{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Lubi"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Lubi"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Lubi"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Lubi"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_poles"", ""value"": ""Three Phase"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""no_of_poles"", ""value"": ""Three Phase"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""poles"", ""value"": ""Three Phase"", ""key_priority"": 3, ""attribute_priority"": 2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Lubi"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Lubi"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Lubi"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Lubi"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_poles"", ""value"": ""Three Phase"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""no_of_poles"", ""value"": ""Three Phase"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""poles"", ""value"": ""Three Phase"", ""key_priority"": 3, ""attribute_priority"": 2}]}"
Crane Geared Brake Motor,True,2,8,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Crane"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""Crane"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Crane"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""Crane"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Geared Brake Motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""Geared Brake Motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""Geared Brake Motor"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""device_type"",""value"":""Geared Brake Motor"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Crane"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Crane"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Crane"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Crane"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Geared Brake Motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""Geared Brake Motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""Geared Brake Motor"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""device_type"", ""value"": ""Geared Brake Motor"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,False,0,0,"{""attributes"":[{""attribute_key"":""speed"",""value"":""1400 rpm"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""rpm"",""value"":""1400 rpm"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_speed"",""value"":""1400 rpm"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""rated_speed"",""value"":""1400 rpm"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""power_source"",""value"":""Single Phase"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""power_supply"",""value"":""Single Phase"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""power_type"",""value"":""Single Phase"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""power_rating"",""value"":""410W"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""wattage"",""value"":""410W"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""motor_power"",""value"":""410W"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""power"",""value"":""410W"",""key_priority"":4,""attribute_priority"":3},{""attribute_key"":""voltage"",""value"":""230 V"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""operating_voltage"",""value"":""230 V"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""supply_voltage"",""value"":""230 V"",""key_priority"":3,""attribute_priority"":4},{""attribute_key"":""rated_voltage"",""value"":""230 V"",""key_priority"":4,""attribute_priority"":4},{""attribute_key"":""brand"",""value"":""Apex Cool"",""key_priority"":1,""attribute_priority"":5},{""attribute_key"":""company"",""value"":""Apex Cool"",""key_priority"":2,""attribute_priority"":5},{""attribute_key"":""manufacturer"",""value"":""Apex Cool"",""key_priority"":3,""attribute_priority"":5},{""attribute_key"":""make"",""value"":""Apex Cool"",""key_priority"":4,""attribute_priority"":5},{""attribute_key",
12v dc motor,True,1,5,"{""attributes"":[{""attribute_key"":""voltage"",""value"":""12V DC"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""operating_voltage"",""value"":""12V DC"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""supply_voltage"",""value"":""12V DC"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""rated_voltage"",""value"":""12V DC"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""power_source"",""value"":""12V DC"",""key_priority"":5,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""voltage"", ""value"": ""12V DC"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""operating_voltage"", ""value"": ""12V DC"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""supply_voltage"", ""value"": ""12V DC"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""rated_voltage"", ""value"": ""12V DC"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""power_source"", ""value"": ""12V DC"", ""key_priority"": 5, ""attribute_priority"": 1}]}"
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,False,0,0,"{""attributes"":[{""attribute_key"":""speed"",""value"":""1400 RPM"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""rpm"",""value"":""1400 RPM"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_speed"",""value"":""1400 RPM"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""rated_speed"",""value"":""1400 RPM"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""voltage"",""value"":""230 V"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""operating_voltage"",""value"":""230 V"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""supply_voltage"",""value"":""230 V"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""rated_voltage"",""value"":""230 V"",""key_priority"":4,""attribute_priority"":2},{""attribute_key"":""power"",""value"":""410W"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""wattage"",""value"":""410W"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""motor_power"",""value"":""410W"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""power_rating"",""value"":""410W"",""key_priority"":4,""attribute_priority"":3},{""attribute_key"":""brand"",""value"":""Apex Cool"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""company"",""value"":""Apex Cool"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""manufacturer"",""value"":""Apex Cool"",""key_priority"":3,""attribute_priority"":4},{""attribute_key"":""make"",""value"":""Apex Cool"",""key_priority"":4,""attribute_priority"":4},{""attribute_key"":""phase"",""value"":""Single Phase"",""key_priority"":1,""attribute_priority"":5},{""attribute_key"":""phase_type"",""value"":""Single Phase"",""key_priority"":2,""attribute_priority"":5},{""attribute_key"":""number_of_phase"",""value"":""Single Phase"",""key_priority"":3,""attribute_priority"":5},{""attribute_key",
Suguna Motor Starter,True,1,4,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Suguna"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""Suguna"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Suguna"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""Suguna"",""key_priority"":4,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Suguna"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Suguna"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Suguna"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Suguna"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
reverse forward 3 phase 20 3 hp starters,True,3,12,"{""attributes"":[{""attribute_key"":""phase"",""value"":""3 Phase"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""phase_type"",""value"":""3 Phase"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""number_of_phase"",""value"":""3 Phase"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""input_phase"",""value"":""3 Phase"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""capacity"",""value"":""20 3 HP"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""load_capacity"",""value"":""20 3 HP"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""weight_capacity"",""value"":""20 3 HP"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""lifting_capacity"",""value"":""20 3 HP"",""key_priority"":4,""attribute_priority"":2},{""attribute_key"":""speed"",""value"":""Reverse Forward"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""rpm"",""value"":""Reverse Forward"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""motor_speed"",""value"":""Reverse Forward"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""rated_speed"",""value"":""Reverse Forward"",""key_priority"":4,""attribute_priority"":3}]}","{""attributes"": [{""attribute_key"": ""phase"", ""value"": ""3 Phase"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""phase_type"", ""value"": ""3 Phase"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""number_of_phase"", ""value"": ""3 Phase"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""input_phase"", ""value"": ""3 Phase"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""capacity"", ""value"": ""20 3 HP"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""load_capacity"", ""value"": ""20 3 HP"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""weight_capacity"", ""value"": ""20 3 HP"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""lifting_capacity"", ""value"": ""20 3 HP"", ""key_priority"": 4, ""attribute_priority"": 2}, {""attribute_key"": ""speed"", ""value"": ""Reverse Forward"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""rpm"", ""value"": ""Reverse Forward"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""motor_speed"", ""value"": ""Reverse Forward"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""rated_speed"", ""value"": ""Reverse Forward"", ""key_priority"": 4, ""attribute_priority"": 3}]}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AC01-0MB0 5.5 kW,True,4,16,"{""attributes"":[{""attribute_key"":""brand"",""value"":""SIEMENS"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""SIEMENS"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""SIEMENS"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""SIEMENS"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""model_number"",""value"":""SIMOTICS S-1FK2"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""model_name"",""value"":""SIMOTICS S-1FK2"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""model"",""value"":""SIMOTICS S-1FK2"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""model_no"",""value"":""SIMOTICS S-1FK2"",""key_priority"":4,""attribute_priority"":2},{""attribute_key"":""model_name"",""value"":""1FK2210-3AC01-0MB0"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""model_no"",""value"":""1FK2210-3AC01-0MB0"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""model_name"",""value"":""1FK2210-3AC01-0MB0"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""model_number"",""value"":""1FK2210-3AC01-0MB0"",""key_priority"":4,""attribute_priority"":3},{""attribute_key"":""power_source"",""value"":""5.5 kW"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""power_supply"",""value"":""5.5 kW"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""power_type"",""value"":""5.5 kW"",""key_priority"":3,""attribute_priority"":4},{""attribute_key"":""power"",""value"":""5.5 kW"",""key_priority"":4,""attribute_priority"":4}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""SIEMENS"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""SIEMENS"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""SIEMENS"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""SIEMENS"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""model_number"", ""value"": ""SIMOTICS S-1FK2"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""SIMOTICS S-1FK2"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""model"", ""value"": ""SIMOTICS S-1FK2"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""model_no"", ""value"": ""SIMOTICS S-1FK2"", ""key_priority"": 4, ""attribute_priority"": 2}, {""attribute_key"": ""model_name"", ""value"": ""1FK2210-3AC01-0MB0"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""model_no"", ""value"": ""1FK2210-3AC01-0MB0"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""model_name"", ""value"": ""1FK2210-3AC01-0MB0"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""model_number"", ""value"": ""1FK2210-3AC01-0MB0"", ""key_priority"": 4, ""attribute_priority"": 3}, {""attribute_key"": ""power_source"", ""value"": ""5.5 kW"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""power_supply"", ""value"": ""5.5 kW"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""power_type"", ""value"": ""5.5 kW"", ""key_priority"": 3, ""attribute_priority"": 4}, {""attribute_key"": ""power"", ""value"": ""5.5 kW"", ""key_priority"": 4, ""attribute_priority"": 4}]}"
rexroth servo drive,True,2,8,"{""attributes"":[{""attribute_key"":""brand"",""value"":""REXROTH"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""REXROTH"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""REXROTH"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""REXROTH"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""type"",""value"":""Servo Drive"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""motor_type"",""value"":""Servo Drive"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""product_type"",""value"":""Servo Drive"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""device_type"",""value"":""Servo Drive"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""REXROTH"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""REXROTH"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""REXROTH"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""REXROTH"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""type"", ""value"": ""Servo Drive"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""motor_type"", ""value"": ""Servo Drive"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""product_type"", ""value"": ""Servo Drive"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""device_type"", ""value"": ""Servo Drive"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
Valve Positioners,True,1,4,"{""attributes"":[{""attribute_key"":""model_number"",""value"":""Valve Positioners"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""model_name"",""value"":""Valve Positioners"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""model"",""value"":""Valve Positioners"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""model_no"",""value"":""Valve Positioners"",""key_priority"":4,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""model_number"", ""value"": ""Valve Positioners"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""model_name"", ""value"": ""Valve Positioners"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""model"", ""value"": ""Valve Positioners"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""model_no"", ""value"": ""Valve Positioners"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
FOOT Mounted Motor (model Gf 6834),True,2,8,"{""attributes"":[{""attribute_key"":""model_number"",""value"":""Gf 6834"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""model_name"",""value"":""Gf 6834"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""model"",""value"":""Gf 6834"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""model_no"",""value"":""Gf 6834"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""mounting_type"",""value"":""FOOT Mounted Motor"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""mounting"",""value"":""FOOT Mounted Motor"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""mounting_style"",""value"":""FOOT Mounted Motor"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""mounting_method"",""value"":""FOOT Mounted Motor"",""key_priority"":4,""attribute_priority"":2}]}","{""attributes"": [{""attribute_key"": ""model_number"", ""value"": ""Gf 6834"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""model_name"", ""value"": ""Gf 6834"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""model"", ""value"": ""Gf 6834"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""model_no"", ""value"": ""Gf 6834"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""mounting_type"", ""value"": ""FOOT Mounted Motor"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""mounting"", ""value"": ""FOOT Mounted Motor"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""mounting_style"", ""value"": ""FOOT Mounted Motor"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""mounting_method"", ""value"": ""FOOT Mounted Motor"", ""key_priority"": 4, ""attribute_priority"": 2}]}"
1400 rpm apex cool 410w single phase exhaust fan motor,True,4,14,"{""attributes"":[{""attribute_key"":""speed"",""value"":""1400 RPM"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""rpm"",""value"":""1400 RPM"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""motor_speed"",""value"":""1400 RPM"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""rated_speed"",""value"":""1400 RPM"",""key_priority"":4,""attribute_priority"":1},{""attribute_key"":""power_source"",""value"":""Single Phase"",""key_priority"":1,""attribute_priority"":2},{""attribute_key"":""power_supply"",""value"":""Single Phase"",""key_priority"":2,""attribute_priority"":2},{""attribute_key"":""power_type"",""value"":""Single Phase"",""key_priority"":3,""attribute_priority"":2},{""attribute_key"":""power_rating"",""value"":""410W"",""key_priority"":1,""attribute_priority"":3},{""attribute_key"":""wattage"",""value"":""410W"",""key_priority"":2,""attribute_priority"":3},{""attribute_key"":""power"",""value"":""410W"",""key_priority"":3,""attribute_priority"":3},{""attribute_key"":""brand"",""value"":""Apex Cool"",""key_priority"":1,""attribute_priority"":4},{""attribute_key"":""company"",""value"":""Apex Cool"",""key_priority"":2,""attribute_priority"":4},{""attribute_key"":""manufacturer"",""value"":""Apex Cool"",""key_priority"":3,""attribute_priority"":4},{""attribute_key"":""make"",""value"":""Apex Cool"",""key_priority"":4,""attribute_priority"":4}]}","{""attributes"": [{""attribute_key"": ""speed"", ""value"": ""1400 RPM"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""rpm"", ""value"": ""1400 RPM"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""motor_speed"", ""value"": ""1400 RPM"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""rated_speed"", ""value"": ""1400 RPM"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""power_source"", ""value"": ""Single Phase"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""power_supply"", ""value"": ""Single Phase"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""power_type"", ""value"": ""Single Phase"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""power_rating"", ""value"": ""410W"", ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""wattage"", ""value"": ""410W"", ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""power"", ""value"": ""410W"", ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""brand"", ""value"": ""Apex Cool"", ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""company"", ""value"": ""Apex Cool"", ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""manufacturer"", ""value"": ""Apex Cool"", ""key_priority"": 3, ""attribute_priority"": 4}, {""attribute_key"": ""make"", ""value"": ""Apex Cool"", ""key_priority"": 4, ""attribute_priority"": 4}]}"
Motor Stater,True,3,16,"{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Motor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Motor"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""starter_type"", ""value"": ""Stater"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""starting_method"", ""value"": ""Stater"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""starter"", ""value"": ""Stater"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""insulation_class"", ""value"": null, ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""insulation_type"", ""value"": null, ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""winding_insulation"", ""value"": null, ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""number_of_poles"", ""value"": null, ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""no_of_poles"", ""value"": null, ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""poles"", ""value"": null, ""key_priority"": 3, ""attribute_priority"": 4}, {""attribute_key"": ""ambient_temperature"", ""value"": null, ""key_priority"": 1, ""attribute_priority"": 5}, {""attribute_key"": ""operating_temperature"", ""value"": null, ""key_priority"": 2, ""attribute_priority"": 5}, {""attribute_key"": ""temperature_range"", ""value"": null, ""key_priority"": 3, ""attribute_priority"": 5}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Motor"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Motor"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Motor"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Motor"", ""key_priority"": 4, ""attribute_priority"": 1}, {""attribute_key"": ""starter_type"", ""value"": ""Stater"", ""key_priority"": 1, ""attribute_priority"": 2}, {""attribute_key"": ""starting_method"", ""value"": ""Stater"", ""key_priority"": 2, ""attribute_priority"": 2}, {""attribute_key"": ""starter"", ""value"": ""Stater"", ""key_priority"": 3, ""attribute_priority"": 2}, {""attribute_key"": ""insulation_class"", ""value"": null, ""key_priority"": 1, ""attribute_priority"": 3}, {""attribute_key"": ""insulation_type"", ""value"": null, ""key_priority"": 2, ""attribute_priority"": 3}, {""attribute_key"": ""winding_insulation"", ""value"": null, ""key_priority"": 3, ""attribute_priority"": 3}, {""attribute_key"": ""number_of_poles"", ""value"": null, ""key_priority"": 1, ""attribute_priority"": 4}, {""attribute_key"": ""no_of_poles"", ""value"": null, ""key_priority"": 2, ""attribute_priority"": 4}, {""attribute_key"": ""poles"", ""value"": null, ""key_priority"": 3, ""attribute_priority"": 4}, {""attribute_key"": ""ambient_temperature"", ""value"": null, ""key_priority"": 1, ""attribute_priority"": 5}, {""attribute_key"": ""operating_temperature"", ""value"": null, ""key_priority"": 2, ""attribute_priority"": 5}, {""attribute_key"": ""temperature_range"", ""value"": null, ""key_priority"": 3, ""attribute_priority"": 5}]}"
Paragon Motor Starter,True,1,4,"{""attributes"":[{""attribute_key"":""brand"",""value"":""Paragon"",""key_priority"":1,""attribute_priority"":1},{""attribute_key"":""company"",""value"":""Paragon"",""key_priority"":2,""attribute_priority"":1},{""attribute_key"":""manufacturer"",""value"":""Paragon"",""key_priority"":3,""attribute_priority"":1},{""attribute_key"":""make"",""value"":""Paragon"",""key_priority"":4,""attribute_priority"":1}]}","{""attributes"": [{""attribute_key"": ""brand"", ""value"": ""Paragon"", ""key_priority"": 1, ""attribute_priority"": 1}, {""attribute_key"": ""company"", ""value"": ""Paragon"", ""key_priority"": 2, ""attribute_priority"": 1}, {""attribute_key"": ""manufacturer"", ""value"": ""Paragon"", ""key_priority"": 3, ""attribute_priority"": 1}, {""attribute_key"": ""make"", ""value"": ""Paragon"", ""key_priority"": 4, ""attribute_priority"": 1}]}"
